accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
357	0.3624	0.3595	0.1737	0.8668	0.0290	0.6348	34.5000	0.3231	2.5286	102.0000	0.3000	345.0000	0.2373	350.0000	1475.0000
358	0.3838	0.3727	0.1868	0.8422	0.0267	0.6758	34.0000	0.2655	2.7747	100.0000	0.2959	349.0000	0.2468	364.0000	1475.0000
359	0.3677	0.3738	0.1835	0.8487	0.0296	0.6503	34.0000	0.2736	2.5452	113.0000	0.2846	402.0000	0.2549	376.0000	1475.0000
360	0.3825	0.3716	0.1766	0.8801	0.0292	0.6444	33.7500	0.2862	2.8301	100.0000	0.2950	347.0000	0.2115	312.0000	1475.0000
361	0.3631	0.3711	0.1878	0.8621	0.0313	0.6558	34.3750	0.2919	2.7200	109.0000	0.2922	381.0000	0.2542	375.0000	1475.0000
362	0.3671	0.3650	0.1627	0.8805	0.0266	0.6250	34.0000	0.3079	2.6118	103.0000	0.2951	354.0000	0.2061	304.0000	1475.0000
363	0.3409	0.3595	0.1663	0.8700	0.0292	0.6140	33.8750	0.3153	2.6575	101.0000	0.3206	322.0000	0.1980	292.0000	1475.0000
364	0.3745	0.3573	0.1676	0.8761	0.0274	0.6068	34.5000	0.3279	2.8537	106.0000	0.3419	314.0000	0.1993	294.0000	1475.0000
365	0.3489	0.3634	0.1780	0.8584	0.0268	0.6071	33.8750	0.3296	2.5884	111.0000	0.3208	359.0000	0.2454	362.0000	1475.0000
366	0.3558	0.3683	0.1656	0.8747	0.0275	0.6321	33.8750	0.3076	2.6855	102.0000	0.3018	345.0000	0.2156	318.0000	1475.0000
367	0.2986	0.3606	0.1627	0.8688	0.0262	0.6476	34.0000	0.2955	2.7094	97.0000	0.2985	333.0000	0.2169	320.0000	1475.0000
368	0.3516	0.3623	0.1705	0.8869	0.0263	0.6065	34.0000	0.3211	2.5401	107.0000	0.3272	333.0000	0.2197	324.0000	1475.0000
369	0.3702	0.3700	0.1666	0.8568	0.0256	0.6329	34.5000	0.3027	2.7410	111.0000	0.3304	342.0000	0.2068	305.0000	1475.0000
370	0.3794	0.3689	0.1850	0.8628	0.0289	0.6372	33.8750	0.2696	2.6271	114.0000	0.2977	388.0000	0.2400	354.0000	1475.0000
371	0.3274	0.3595	0.1656	0.8633	0.0235	0.6013	34.5000	0.3274	2.7138	106.0000	0.3408	317.0000	0.2108	311.0000	1475.0000
372	0.3676	0.3650	0.1649	0.8689	0.0271	0.6275	34.0000	0.2992	2.6258	101.0000	0.3024	336.0000	0.2156	318.0000	1475.0000
373	0.3701	0.3727	0.1873	0.8463	0.0271	0.6585	34.2500	0.2609	2.6453	111.0000	0.3118	364.0000	0.2332	344.0000	1475.0000
374	0.3750	0.3705	0.1729	0.8667	0.0264	0.6307	34.6250	0.2838	2.7032	104.0000	0.2963	356.0000	0.2353	347.0000	1475.0000
375	0.3213	0.3557	0.1466	0.8696	0.0218	0.5712	34.0000	0.3675	2.5226	109.0000	0.3562	313.0000	0.2102	310.0000	1475.0000
376	0.4011	0.3705	0.1801	0.8734	0.0286	0.6451	33.8750	0.2799	2.6629	105.0000	0.2885	372.0000	0.2393	353.0000	1475.0000
377	0.4033	0.3716	0.1774	0.8653	0.0293	0.6591	33.8750	0.2684	2.7418	105.0000	0.2909	369.0000	0.2285	337.0000	1475.0000
378	0.3650	0.3667	0.1573	0.8570	0.0277	0.6334	34.3750	0.3117	2.6167	102.0000	0.3072	338.0000	0.2034	300.0000	1475.0000
379	0.3630	0.3617	0.1565	0.8674	0.0253	0.6149	34.5000	0.3156	2.5512	107.0000	0.3302	331.0000	0.2054	303.0000	1475.0000
380	0.3233	0.3755	0.1735	0.8557	0.0288	0.6113	34.0000	0.3274	2.5933	111.0000	0.3227	352.0000	0.2217	327.0000	1475.0000
381	0.4071	0.3744	0.1575	0.8766	0.0246	0.6240	33.8750	0.3171	2.6910	100.0000	0.3155	325.0000	0.2414	356.0000	1475.0000
382	0.3642	0.3634	0.1799	0.8675	0.0295	0.6186	33.7500	0.3265	2.6189	106.0000	0.3055	355.0000	0.2224	328.0000	1475.0000
383	0.3790	0.3667	0.1714	0.8749	0.0259	0.6349	34.2500	0.2940	2.7414	105.0000	0.3163	337.0000	0.2176	321.0000	1475.0000
384	0.3500	0.3656	0.1704	0.8758	0.0263	0.6330	34.3750	0.3039	2.6058	110.0000	0.3354	334.0000	0.2339	345.0000	1475.0000
385	0.3845	0.3667	0.1746	0.8550	0.0303	0.6543	34.7500	0.2855	2.6117	108.0000	0.3034	364.0000	0.2427	358.0000	1475.0000
386	0.3866	0.3650	0.1624	0.8725	0.0312	0.6524	34.0000	0.2858	2.6656	99.0000	0.2982	336.0000	0.2149	317.0000	1475.0000
387	0.3661	0.3700	0.1698	0.8633	0.0262	0.6544	34.1250	0.2716	2.7080	107.0000	0.3066	355.0000	0.2298	339.0000	1475.0000
388	0.3580	0.3683	0.1792	0.8546	0.0291	0.6132	34.3750	0.3123	2.5135	113.0000	0.3096	371.0000	0.2508	370.0000	1475.0000
389	0.3042	0.3672	0.1499	0.8859	0.0262	0.6264	34.6250	0.3371	2.6192	99.0000	0.3133	320.0000	0.1905	281.0000	1475.0000
390	0.3893	0.3628	0.1654	0.8670	0.0277	0.6277	34.1250	0.3066	2.6476	109.0000	0.3254	342.0000	0.2136	315.0000	1475.0000
391	0.3949	0.3744	0.1857	0.8650	0.0298	0.6441	34.1250	0.2725	2.7486	116.0000	0.3127	383.0000	0.2454	362.0000	1475.0000
392	0.4123	0.3672	0.1769	0.8555	0.0279	0.6646	34.1250	0.2718	2.6906	100.0000	0.2941	344.0000	0.2169	320.0000	1475.0000
393	0.4030	0.3656	0.1839	0.8688	0.0292	0.6833	35.1250	0.2464	2.7254	102.0000	0.2857	365.0000	0.2271	335.0000	1475.0000
394	0.3729	0.3595	0.1812	0.8688	0.0285	0.6636	34.0000	0.2836	2.6476	104.0000	0.2989	355.0000	0.2251	332.0000	1475.0000
395	0.3419	0.3876	0.1934	0.8532	0.0275	0.6594	34.0000	0.2629	2.7577	117.0000	0.3023	398.0000	0.2658	392.0000	1475.0000
396	0.3729	0.3672	0.1742	0.8717	0.0281	0.6439	34.2500	0.2910	2.6647	100.0000	0.2865	355.0000	0.2285	337.0000	1475.0000
397	0.3542	0.3606	0.1597	0.8693	0.0257	0.6334	33.7500	0.3004	2.7525	105.0000	0.3281	327.0000	0.2054	303.0000	1475.0000
398	0.3593	0.3705	0.1729	0.8730	0.0258	0.6347	34.1250	0.2959	2.5676	107.0000	0.2932	370.0000	0.2258	333.0000	1475.0000
399	0.3228	0.3617	0.1609	0.8738	0.0259	0.6037	33.8750	0.3525	2.6284	100.0000	0.3125	327.0000	0.2244	331.0000	1475.0000
400	0.3634	0.3672	0.1663	0.8741	0.0277	0.6472	34.3750	0.2781	2.6954	108.0000	0.3176	349.0000	0.2203	325.0000	1475.0000
401	0.3660	0.3628	0.1569	0.8962	0.0291	0.6148	33.7500	0.3297	2.6103	102.0000	0.3148	331.0000	0.2244	331.0000	1475.0000
402	0.4045	0.3645	0.1935	0.8387	0.0336	0.6694	33.8750	0.2774	2.6836	101.0000	0.2737	375.0000	0.2529	373.0000	1475.0000
403	0.3449	0.3595	0.1572	0.8742	0.0244	0.5978	33.8750	0.3345	2.6950	105.0000	0.3512	302.0000	0.2156	318.0000	1475.0000
404	0.3511	0.3606	0.1516	0.8527	0.0256	0.6253	34.7500	0.2825	2.5046	103.0000	0.2960	357.0000	0.2231	329.0000	1475.0000
405	0.3669	0.3590	0.1717	0.8527	0.0240	0.6414	34.1250	0.3084	2.5347	107.0000	0.3223	341.0000	0.2346	346.0000	1475.0000
406	0.3446	0.3683	0.1655	0.8640	0.0279	0.5812	34.1250	0.3473	2.7362	109.0000	0.3293	337.0000	0.2210	326.0000	1475.0000
407	0.3976	0.3711	0.1730	0.8679	0.0314	0.6460	34.2500	0.2968	2.7209	112.0000	0.2963	380.0000	0.2210	326.0000	1475.0000
408	0.3091	0.3645	0.1750	0.8631	0.0262	0.6442	33.3750	0.2952	2.6296	112.0000	0.3085	371.0000	0.2380	351.0000	1475.0000
409	0.3335	0.3590	0.1635	0.8658	0.0256	0.6008	33.8750	0.3423	2.6912	103.0000	0.3093	338.0000	0.2305	340.0000	1475.0000
410	0.3724	0.3667	0.1652	0.8521	0.0235	0.6142	33.6250	0.2950	2.8328	105.0000	0.3261	328.0000	0.2068	305.0000	1475.0000
411	0.3558	0.3738	0.1782	0.8771	0.0257	0.6324	34.2500	0.2934	3.0291	99.0000	0.3123	323.0000	0.2095	309.0000	1475.0000
412	0.3756	0.3694	0.1730	0.8739	0.0280	0.6419	34.2500	0.3198	2.8321	99.0000	0.3289	305.0000	0.1858	274.0000	1475.0000
413	0.3151	0.3694	0.1575	0.8538	0.0249	0.5871	34.1250	0.3454	2.6074	116.0000	0.3483	342.0000	0.2210	326.0000	1475.0000
414	0.3149	0.3502	0.1710	0.8604	0.0262	0.6220	33.7500	0.3300	2.4435	102.0000	0.3036	345.0000	0.2339	345.0000	1475.0000
415	0.3564	0.3733	0.1668	0.8698	0.0260	0.6459	34.2500	0.3070	2.5792	99.0000	0.3018	337.0000	0.2481	366.0000	1475.0000
416	0.4002	0.3639	0.1709	0.8517	0.0288	0.6452	34.1250	0.2874	2.7739	103.0000	0.2968	352.0000	0.2129	314.0000	1475.0000
417	0.3518	0.3694	0.1557	0.8467	0.0254	0.6286	34.8750	0.3152	2.5535	110.0000	0.3226	346.0000	0.2156	318.0000	1475.0000
418	0.3535	0.3628	0.1867	0.8598	0.0281	0.6703	34.0000	0.2753	2.7434	103.0000	0.2901	362.0000	0.2325	343.0000	1475.0000
419	0.3310	0.3716	0.1673	0.8638	0.0239	0.6394	34.0000	0.3100	2.5476	106.0000	0.3136	346.0000	0.2278	336.0000	1475.0000
420	0.3953	0.3601	0.1804	0.8562	0.0281	0.6613	33.8750	0.2711	2.7609	103.0000	0.2943	354.0000	0.2183	322.0000	1475.0000
421	0.3931	0.3694	0.1736	0.8675	0.0289	0.6623	33.7500	0.2845	2.5470	99.0000	0.2727	374.0000	0.2380	351.0000	1475.0000
422	0.4052	0.3683	0.1741	0.8604	0.0293	0.6233	33.6250	0.2913	2.6060	113.0000	0.3021	385.0000	0.2495	368.0000	1475.0000
423	0.3836	0.3683	0.1565	0.8678	0.0271	0.5859	34.0000	0.3514	2.7414	99.0000	0.3367	302.0000	0.1966	290.0000	1475.0000
424	0.3997	0.3672	0.1976	0.8508	0.0331	0.6141	33.7500	0.3161	2.6061	117.0000	0.2947	399.0000	0.2461	363.0000	1475.0000
425	0.3772	0.3672	0.1670	0.8804	0.0280	0.6141	34.7500	0.3175	2.4777	116.0000	0.3102	378.0000	0.2427	358.0000	1475.0000
426	0.3713	0.3727	0.1819	0.8438	0.0332	0.6274	34.2500	0.2982	2.7380	122.0000	0.3177	388.0000	0.2407	355.0000	1475.0000
427	0.3197	0.3744	0.1749	0.8661	0.0272	0.5657	34.0000	0.3735	2.7907	110.0000	0.3323	337.0000	0.2332	344.0000	1475.0000
428	0.4015	0.3678	0.1757	0.8635	0.0276	0.6739	34.1250	0.2736	2.7241	101.0000	0.2962	348.0000	0.2359	348.0000	1475.0000
429	0.3848	0.3694	0.1841	0.8650	0.0315	0.6735	33.8750	0.2729	2.6093	103.0000	0.2830	373.0000	0.2481	366.0000	1475.0000
430	0.3519	0.3705	0.1642	0.8887	0.0277	0.6224	34.5000	0.3278	2.6275	106.0000	0.2961	364.0000	0.2366	349.0000	1475.0000
431	0.3227	0.3656	0.1568	0.8603	0.0238	0.6184	33.6250	0.3148	2.5412	112.0000	0.3304	347.0000	0.2468	364.0000	1475.0000
432	0.3368	0.3711	0.1791	0.8553	0.0290	0.6560	34.3750	0.2764	2.7668	106.0000	0.2857	381.0000	0.2325	343.0000	1475.0000
433	0.3300	0.3749	0.1662	0.8629	0.0266	0.6206	34.3750	0.3161	2.5954	110.0000	0.3161	356.0000	0.2380	351.0000	1475.0000
434	0.3889	0.3628	0.1681	0.8550	0.0290	0.6259	33.7500	0.3117	2.5887	105.0000	0.3079	345.0000	0.2522	372.0000	1475.0000
435	0.3036	0.3634	0.1710	0.8740	0.0239	0.6282	34.1250	0.3103	2.6515	110.0000	0.3354	332.0000	0.2237	330.0000	1475.0000
436	0.3068	0.3716	0.1753	0.8608	0.0265	0.6170	34.6250	0.3236	2.7107	108.0000	0.3025	368.0000	0.2414	356.0000	1475.0000
437	0.3394	0.3738	0.1739	0.8749	0.0279	0.6209	35.3750	0.3255	2.6457	119.0000	0.3075	394.0000	0.2373	350.0000	1475.0000
438	0.3518	0.3749	0.1915	0.8385	0.0294	0.6339	34.2500	0.2975	2.4203	127.0000	0.3083	418.0000	0.2936	433.0000	1475.0000
439	0.3685	0.3678	0.1746	0.8576	0.0269	0.6536	35.1250	0.2816	2.6624	105.0000	0.3172	336.0000	0.2108	311.0000	1475.0000
440	0.3392	0.3744	0.1639	0.8707	0.0278	0.6112	33.8750	0.3397	2.6012	109.0000	0.3053	362.0000	0.2244	331.0000	1475.0000
441	0.3048	0.3634	0.1851	0.8665	0.0271	0.6338	34.3750	0.3186	2.5686	106.0000	0.3064	352.0000	0.2420	357.0000	1475.0000
442	0.3172	0.3716	0.1552	0.8690	0.0269	0.6294	34.2500	0.3368	2.8139	103.0000	0.3093	336.0000	0.2149	317.0000	1475.0000
443	0.3746	0.3678	0.1798	0.8457	0.0304	0.6475	34.1250	0.3197	2.7803	113.0000	0.3130	366.0000	0.2129	314.0000	1475.0000
444	0.3701	0.3733	0.1876	0.8404	0.0284	0.6473	33.5000	0.2767	2.6887	110.0000	0.2957	379.0000	0.2461	363.0000	1475.0000
445	0.3602	0.3595	0.1527	0.8689	0.0227	0.6362	34.0000	0.3088	2.7222	97.0000	0.3288	302.0000	0.1953	288.0000	1475.0000
446	0.3129	0.3700	0.1833	0.8469	0.0283	0.6190	33.8750	0.3338	2.5810	113.0000	0.2950	398.0000	0.2637	389.0000	1475.0000
447	0.3749	0.3672	0.1667	0.8691	0.0246	0.6716	33.6250	0.2702	2.6423	104.0000	0.2989	353.0000	0.2407	355.0000	1475.0000
448	0.3442	0.3656	0.1572	0.8680	0.0286	0.6041	34.3750	0.3287	2.5755	111.0000	0.3171	355.0000	0.2156	318.0000	1475.0000
449	0.3727	0.3738	0.1761	0.8600	0.0283	0.6338	34.8750	0.2869	2.5403	113.0000	0.2982	384.0000	0.2522	372.0000	1475.0000
450	0.3830	0.3667	0.1689	0.8699	0.0261	0.6734	34.1250	0.2734	2.6062	97.0000	0.2922	337.0000	0.2203	325.0000	1475.0000
451	0.3344	0.3568	0.1556	0.8599	0.0246	0.6140	34.3750	0.3255	2.6164	107.0000	0.3282	335.0000	0.1980	292.0000	1475.0000
452	0.4007	0.3683	0.1709	0.8629	0.0287	0.6401	33.3750	0.2806	2.5897	109.0000	0.3225	340.0000	0.2231	329.0000	1475.0000
453	0.3725	0.3678	0.1770	0.8335	0.0287	0.6375	33.7500	0.3071	2.6148	112.0000	0.3173	361.0000	0.2481	366.0000	1475.0000
454	0.3295	0.3568	0.1622	0.8499	0.0253	0.5894	34.0000	0.3527	2.6817	108.0000	0.3303	334.0000	0.2108	311.0000	1475.0000
455	0.3539	0.3667	0.1828	0.8577	0.0296	0.6179	33.8750	0.3169	2.6113	111.0000	0.3066	367.0000	0.2529	373.0000	1475.0000
456	0.3575	0.3551	0.1652	0.8703	0.0259	0.6263	34.0000	0.3119	2.5559	98.0000	0.3043	329.0000	0.2244	331.0000	1475.0000
457	0.3573	0.3766	0.1838	0.8835	0.0311	0.6205	33.8750	0.3317	2.8338	110.0000	0.3099	360.0000	0.2244	331.0000	1475.0000
458	0.3549	0.3700	0.1691	0.8506	0.0286	0.6155	34.2500	0.3273	2.7000	107.0000	0.3120	351.0000	0.2237	330.0000	1475.0000
459	0.3658	0.3601	0.1718	0.8850	0.0235	0.6189	34.8750	0.2825	2.6224	112.0000	0.3343	344.0000	0.2298	339.0000	1475.0000
460	0.3629	0.3705	0.1615	0.8801	0.0251	0.6443	33.7500	0.2965	2.5942	103.0000	0.3102	335.0000	0.2088	308.0000	1475.0000
461	0.3370	0.3606	0.1687	0.8758	0.0230	0.6233	33.8750	0.3117	2.5565	110.0000	0.3303	337.0000	0.2400	354.0000	1475.0000
462	0.3156	0.3623	0.1689	0.8525	0.0268	0.6257	33.8750	0.3271	2.5058	110.0000	0.3107	361.0000	0.2346	346.0000	1475.0000
463	0.3413	0.3661	0.1673	0.8738	0.0285	0.6232	34.1250	0.3159	2.6859	104.0000	0.3041	347.0000	0.2115	312.0000	1475.0000
464	0.4094	0.3689	0.1780	0.8703	0.0290	0.6377	34.3750	0.3050	2.5913	105.0000	0.2925	365.0000	0.2488	367.0000	1475.0000
465	0.3403	0.3524	0.1447	0.8777	0.0236	0.6056	34.2500	0.3238	2.5353	97.0000	0.3223	307.0000	0.2115	312.0000	1475.0000
466	0.3442	0.3579	0.1686	0.8780	0.0292	0.6587	34.8750	0.2868	2.4785	101.0000	0.2869	358.0000	0.2210	326.0000	1475.0000
467	0.3936	0.3727	0.1680	0.8722	0.0261	0.6412	34.2500	0.2872	2.4838	108.0000	0.3068	361.0000	0.2298	339.0000	1475.0000
468	0.3978	0.3711	0.1821	0.8725	0.0270	0.6662	34.3750	0.2576	2.7613	101.0000	0.2936	349.0000	0.2244	331.0000	1475.0000
469	0.3566	0.3667	0.1673	0.8869	0.0251	0.6374	34.0000	0.2940	2.7000	107.0000	0.3185	340.0000	0.2237	330.0000	1475.0000
470	0.3488	0.3601	0.1644	0.8527	0.0245	0.6315	33.1250	0.3140	2.6808	104.0000	0.3240	325.0000	0.2081	307.0000	1475.0000
471	0.3913	0.3777	0.1888	0.8480	0.0265	0.6396	34.5000	0.2839	2.6873	114.0000	0.3123	372.0000	0.2515	371.0000	1475.0000
472	0.3744	0.3601	0.1720	0.8455	0.0268	0.6459	34.0000	0.2879	2.6273	103.0000	0.3056	342.0000	0.2237	330.0000	1475.0000
473	0.3890	0.3623	0.1817	0.8596	0.0310	0.6677	34.1250	0.2714	2.5137	108.0000	0.2951	372.0000	0.2468	364.0000	1475.0000
474	0.3800	0.3645	0.1782	0.8725	0.0278	0.6754	33.5000	0.2548	2.7238	101.0000	0.3070	334.0000	0.2332	344.0000	1475.0000
475	0.3414	0.3749	0.1742	0.8693	0.0298	0.6518	34.7500	0.2697	2.8889	102.0000	0.2939	353.0000	0.2258	333.0000	1475.0000
476	0.3651	0.3689	0.1856	0.8567	0.0274	0.6478	34.7500	0.3081	2.7654	111.0000	0.3092	365.0000	0.2312	341.0000	1475.0000
477	0.3938	0.3705	0.1656	0.8606	0.0261	0.6336	33.7500	0.2917	2.6169	105.0000	0.3107	347.0000	0.2407	355.0000	1475.0000
478	0.3337	0.3727	0.1736	0.8636	0.0256	0.6074	34.0000	0.3500	2.6892	110.0000	0.3364	334.0000	0.2203	325.0000	1475.0000
479	0.3861	0.3672	0.1592	0.8640	0.0297	0.6216	33.8750	0.3308	2.6179	108.0000	0.3130	351.0000	0.1898	280.0000	1475.0000
480	0.2844	0.3551	0.1479	0.8762	0.0220	0.5560	34.6250	0.3645	2.6585	105.0000	0.3571	302.0000	0.1946	287.0000	1475.0000
481	0.3608	0.3705	0.1936	0.8614	0.0309	0.6416	34.1250	0.3031	2.5429	112.0000	0.2814	400.0000	0.2610	385.0000	1475.0000
482	0.3200	0.3628	0.1669	0.8551	0.0263	0.6368	34.3750	0.3083	2.6485	104.0000	0.3086	342.0000	0.2237	330.0000	1475.0000
483	0.3655	0.3738	0.1697	0.8558	0.0253	0.6484	33.8750	0.2965	2.8064	110.0000	0.3188	349.0000	0.2346	346.0000	1475.0000
484	0.3609	0.3711	0.1774	0.8776	0.0312	0.6501	33.6250	0.2938	2.6890	103.0000	0.2910	359.0000	0.2332	344.0000	1475.0000
485	0.3661	0.3722	0.1874	0.8531	0.0278	0.6569	33.3750	0.2838	2.8750	105.0000	0.3017	350.0000	0.2169	320.0000	1475.0000
486	0.3924	0.3656	0.1811	0.8634	0.0321	0.6545	34.3750	0.2690	2.6418	116.0000	0.3085	378.0000	0.2366	349.0000	1475.0000
487	0.3719	0.3722	0.1792	0.8687	0.0284	0.6487	34.0000	0.2921	2.6933	107.0000	0.3101	351.0000	0.2210	326.0000	1475.0000
488	0.3291	0.3733	0.1743	0.8640	0.0296	0.6345	34.0000	0.3178	2.8457	106.0000	0.3155	342.0000	0.2197	324.0000	1475.0000
489	0.3670	0.3672	0.1754	0.8650	0.0288	0.6469	34.3750	0.3002	2.6394	101.0000	0.2997	343.0000	0.2237	330.0000	1475.0000
490	0.3133	0.3650	0.1744	0.8366	0.0242	0.6370	34.7500	0.3064	2.6505	106.0000	0.3136	347.0000	0.2231	329.0000	1475.0000
491	0.3530	0.3771	0.1719	0.8560	0.0282	0.6203	34.3750	0.3422	2.7656	108.0000	0.3158	347.0000	0.2285	337.0000	1475.0000
492	0.3606	0.3606	0.1669	0.8625	0.0273	0.6236	34.1250	0.3125	2.7231	105.0000	0.3271	330.0000	0.2203	325.0000	1475.0000
493	0.3447	0.3711	0.1794	0.8750	0.0274	0.6253	34.2500	0.3028	2.5466	107.0000	0.3023	363.0000	0.2617	386.0000	1475.0000
494	0.3620	0.3639	0.1772	0.8562	0.0301	0.6224	34.3750	0.3210	2.5160	105.0000	0.2991	355.0000	0.2325	343.0000	1475.0000
495	0.3214	0.3727	0.1877	0.8388	0.0280	0.5992	34.5000	0.3394	2.5305	116.0000	0.3152	377.0000	0.2556	377.0000	1475.0000
496	0.3345	0.3634	0.1563	0.8658	0.0242	0.6122	33.8750	0.3242	2.7461	100.0000	0.3333	307.0000	0.2190	323.0000	1475.0000
497	0.3458	0.3689	0.1822	0.8641	0.0272	0.6174	34.7500	0.3128	2.7829	110.0000	0.3226	346.0000	0.2217	327.0000	1475.0000
498	0.3940	0.3645	0.1631	0.8654	0.0246	0.6389	34.3750	0.3050	2.8772	107.0000	0.3344	325.0000	0.1932	285.0000	1475.0000
499	0.3397	0.3689	0.1798	0.8532	0.0277	0.6126	34.2500	0.3328	2.6441	112.0000	0.3246	352.0000	0.2305	340.0000	1475.0000
500	0.3823	0.3705	0.1758	0.8651	0.0284	0.6670	34.3750	0.2671	2.6667	103.0000	0.2814	374.0000	0.2359	348.0000	1475.0000
501	0.3719	0.3656	0.1836	0.8624	0.0274	0.6101	34.0000	0.3153	2.7844	111.0000	0.3284	345.0000	0.2264	334.0000	1475.0000
502	0.3491	0.3744	0.1697	0.8621	0.0269	0.6163	34.7500	0.2874	2.8774	115.0000	0.3333	350.0000	0.2102	310.0000	1475.0000
503	0.4049	0.3628	0.1718	0.8504	0.0284	0.6971	33.7500	0.2510	2.6366	92.0000	0.2674	349.0000	0.2332	344.0000	1475.0000
504	0.3269	0.3738	0.1815	0.8349	0.0302	0.6254	34.3750	0.3123	2.5979	111.0000	0.3101	366.0000	0.2597	383.0000	1475.0000
505	0.3811	0.3612	0.1561	0.8879	0.0249	0.6458	34.5000	0.2846	2.4528	105.0000	0.3000	357.0000	0.2081	307.0000	1475.0000
506	0.3158	0.3524	0.1659	0.8542	0.0247	0.6081	34.0000	0.3038	2.5640	108.0000	0.3176	346.0000	0.2224	328.0000	1475.0000
507	0.3888	0.3634	0.1631	0.8605	0.0254	0.6097	35.0000	0.3081	2.6515	107.0000	0.3185	342.0000	0.2081	307.0000	1475.0000
508	0.3453	0.3678	0.1774	0.8643	0.0244	0.6584	34.2500	0.2805	2.7660	110.0000	0.3143	356.0000	0.2231	329.0000	1475.0000
509	0.3924	0.3782	0.1752	0.8746	0.0302	0.6419	34.1250	0.2855	2.7425	108.0000	0.2992	365.0000	0.2475	365.0000	1475.0000
510	0.3684	0.3628	0.1769	0.8786	0.0285	0.6427	34.1250	0.2902	2.5464	112.0000	0.2963	386.0000	0.2481	366.0000	1475.0000
511	0.3607	0.3738	0.1890	0.8504	0.0296	0.6529	34.7500	0.2885	2.6081	119.0000	0.3051	399.0000	0.2508	370.0000	1475.0000
512	0.3683	0.3606	0.1665	0.8655	0.0253	0.6647	34.0000	0.2580	2.5794	103.0000	0.3021	347.0000	0.2305	340.0000	1475.0000
513	0.3877	0.3672	0.1704	0.8762	0.0268	0.6397	34.2500	0.2815	2.5506	107.0000	0.2972	366.0000	0.2414	356.0000	1475.0000
514	0.3487	0.3639	0.1801	0.8629	0.0278	0.6576	34.0000	0.2743	2.5931	111.0000	0.3041	368.0000	0.2366	349.0000	1475.0000
515	0.4598	0.3733	0.1907	0.8708	0.0316	0.7055	34.1250	0.2285	2.8166	99.0000	0.2676	377.0000	0.2366	349.0000	1475.0000
516	0.3566	0.3771	0.1729	0.8653	0.0294	0.6280	34.6250	0.3132	2.6246	117.0000	0.3154	377.0000	0.2366	349.0000	1475.0000
517	0.3942	0.3628	0.1663	0.8635	0.0286	0.6491	33.8750	0.2899	2.6647	106.0000	0.3099	346.0000	0.2244	331.0000	1475.0000
518	0.3387	0.3612	0.1716	0.8739	0.0269	0.6714	34.5000	0.2511	2.5750	102.0000	0.2779	375.0000	0.2441	360.0000	1475.0000
519	0.3577	0.3672	0.1788	0.8701	0.0276	0.6352	34.3750	0.2838	2.5686	107.0000	0.3138	348.0000	0.2420	357.0000	1475.0000
520	0.3764	0.3672	0.1714	0.8462	0.0281	0.6295	34.5000	0.3177	2.5853	111.0000	0.3033	375.0000	0.2305	340.0000	1475.0000
521	0.3647	0.3601	0.1634	0.8628	0.0268	0.6391	33.6250	0.3022	2.7525	101.0000	0.3127	328.0000	0.2000	295.0000	1475.0000
522	0.3621	0.3678	0.1548	0.8710	0.0244	0.6444	34.3750	0.2892	2.7194	102.0000	0.3187	323.0000	0.2102	310.0000	1475.0000
523	0.3653	0.3722	0.1930	0.8512	0.0273	0.6453	34.5000	0.2883	2.6829	104.0000	0.3006	352.0000	0.2502	369.0000	1475.0000
524	0.3052	0.3661	0.1743	0.8591	0.0303	0.6125	34.8750	0.3401	2.5421	117.0000	0.3055	386.0000	0.2414	356.0000	1475.0000
525	0.3979	0.3771	0.1862	0.8606	0.0300	0.6385	33.7500	0.3037	2.6968	107.0000	0.2932	367.0000	0.2549	376.0000	1475.0000
526	0.3817	0.3667	0.1666	0.8793	0.0252	0.6343	34.1250	0.2911	2.7178	100.0000	0.3040	335.0000	0.2210	326.0000	1475.0000
527	0.3671	0.3738	0.1868	0.8729	0.0301	0.6373	34.3750	0.2905	2.7350	108.0000	0.2888	380.0000	0.2380	351.0000	1475.0000
528	0.4030	0.3694	0.1791	0.8602	0.0281	0.6513	33.6250	0.2728	2.6677	103.0000	0.2814	373.0000	0.2264	334.0000	1475.0000
529	0.3833	0.3678	0.1730	0.8680	0.0277	0.6264	34.2500	0.3153	2.5380	107.0000	0.3194	346.0000	0.2407	355.0000	1475.0000
530	0.3418	0.3678	0.1845	0.8607	0.0267	0.6715	34.1250	0.2638	2.6346	109.0000	0.2938	377.0000	0.2468	364.0000	1475.0000
531	0.3929	0.3667	0.1720	0.8630	0.0301	0.6395	34.3750	0.2862	2.7572	110.0000	0.3274	342.0000	0.2122	313.0000	1475.0000
532	0.3695	0.3667	0.1632	0.8363	0.0264	0.6457	34.2500	0.2923	2.6915	113.0000	0.3414	335.0000	0.2000	295.0000	1475.0000
533	0.3512	0.3700	0.1813	0.8626	0.0283	0.6574	34.0000	0.2835	2.6417	108.0000	0.2943	376.0000	0.2536	374.0000	1475.0000
534	0.3718	0.3733	0.1805	0.8562	0.0289	0.6445	34.1250	0.2766	2.6158	114.0000	0.2901	396.0000	0.2400	354.0000	1475.0000
