accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
15	0.8241	0.8125	0.4805	3.0424	0.3739	0.8820	17.0000	0.0747	4.9484	121.0000	0.1030	1179.0000	0.6502	368.0000	566.0000	0.9712	0.8051
16	0.8399	0.8002	0.4749	2.9386	0.3457	0.8792	17.2000	0.0721	4.8189	128.0000	0.1065	1205.0000	0.6926	392.0000	566.0000	0.9627	0.8080
17	0.8143	0.8035	0.4742	3.2278	0.3612	0.8823	17.1000	0.0775	4.7155	134.0000	0.1112	1207.0000	0.6396	362.0000	566.0000	0.9627	0.8057
18	0.8277	0.8051	0.4805	2.8210	0.3591	0.8789	17.3000	0.0770	4.9520	131.0000	0.1087	1207.0000	0.6625	375.0000	566.0000	0.9635	0.8066
19	0.8089	0.8076	0.4747	2.8166	0.3460	0.8811	17.2000	0.0692	4.8965	121.0000	0.1007	1205.0000	0.6996	396.0000	566.0000	0.9710	0.7924
20	0.8132	0.8059	0.4751	3.1488	0.3653	0.8804	17.3000	0.0841	4.8398	131.0000	0.1081	1216.0000	0.6837	387.0000	566.0000	0.9671	0.8000
21	0.8220	0.8030	0.4755	2.9992	0.3443	0.8844	17.2000	0.0518	4.7220	123.0000	0.1014	1220.0000	0.7244	410.0000	566.0000	0.9746	0.7921
22	0.8098	0.8096	0.4793	3.0167	0.3563	0.8860	17.1000	0.0708	4.7551	126.0000	0.1055	1199.0000	0.6996	396.0000	566.0000	0.9675	0.8110
23	0.8096	0.8063	0.4772	2.9841	0.3746	0.8804	17.1000	0.0875	4.7494	122.0000	0.1020	1198.0000	0.6837	387.0000	566.0000	0.9725	0.7988
24	0.8216	0.8092	0.4809	3.1943	0.3524	0.8694	17.3000	0.0849	4.8857	141.0000	0.1203	1189.0000	0.6802	385.0000	566.0000	0.9554	0.7866
25	0.8162	0.8006	0.4784	2.9975	0.3499	0.8810	17.1000	0.0677	4.8661	123.0000	0.1036	1190.0000	0.6731	381.0000	566.0000	0.9681	0.8083
26	0.8088	0.8105	0.4799	3.0655	0.3514	0.8792	17.2000	0.0756	4.8110	136.0000	0.1117	1222.0000	0.6731	381.0000	566.0000	0.9632	0.8033
27	0.7995	0.8043	0.4794	2.9471	0.3647	0.8849	17.3000	0.0781	4.7666	123.0000	0.0990	1247.0000	0.7191	407.0000	566.0000	0.9751	0.7957
28	0.8122	0.8109	0.4814	2.9131	0.3705	0.8866	17.2000	0.0732	4.7767	123.0000	0.1004	1232.0000	0.7120	403.0000	566.0000	0.9732	0.8020
29	0.8275	0.8076	0.4747	3.0210	0.3504	0.8804	17.1000	0.0713	4.8658	131.0000	0.1107	1188.0000	0.6979	395.0000	566.0000	0.9655	0.7985
30	0.8161	0.8096	0.4798	3.0222	0.3658	0.8784	17.2000	0.0827	4.7920	133.0000	0.1098	1216.0000	0.6625	375.0000	566.0000	0.9646	0.8045
31	0.8194	0.8063	0.4722	2.9915	0.3481	0.8869	17.3000	0.0689	4.7056	125.0000	0.1062	1182.0000	0.6961	394.0000	566.0000	0.9712	0.8043
32	0.8099	0.8101	0.4704	3.2561	0.3533	0.8771	17.2000	0.0810	4.8907	131.0000	0.1139	1156.0000	0.6625	375.0000	566.0000	0.9637	0.8144
33	0.8220	0.8092	0.4785	3.1524	0.3564	0.8817	17.3000	0.0747	4.9008	133.0000	0.1120	1194.0000	0.6767	383.0000	566.0000	0.9665	0.8101
34	0.8237	0.8146	0.4808	2.9129	0.3530	0.8856	17.3000	0.0682	4.6935	128.0000	0.1065	1206.0000	0.6802	385.0000	566.0000	0.9652	0.8020
35	0.8172	0.8039	0.4750	2.9130	0.3594	0.8882	17.2000	0.0631	4.8892	120.0000	0.1007	1195.0000	0.6855	388.0000	566.0000	0.9757	0.8018
36	0.8100	0.8080	0.4763	2.8736	0.3779	0.8810	17.3000	0.0870	4.8338	123.0000	0.1020	1210.0000	0.6908	391.0000	566.0000	0.9669	0.8096
37	0.8243	0.8109	0.4740	2.9393	0.3644	0.8929	17.3000	0.0653	4.8997	120.0000	0.1017	1187.0000	0.6873	389.0000	566.0000	0.9714	0.8012
38	0.8125	0.8109	0.4793	3.2231	0.3638	0.8811	17.2000	0.0727	4.7539	134.0000	0.1124	1201.0000	0.6820	386.0000	566.0000	0.9550	0.8033
39	0.8341	0.8068	0.4733	3.0296	0.3603	0.8795	17.1000	0.0704	4.7874	131.0000	0.1115	1184.0000	0.6731	381.0000	566.0000	0.9645	0.8111
40	0.8085	0.8059	0.4727	3.0197	0.3472	0.8811	17.1000	0.0640	4.6582	130.0000	0.1076	1219.0000	0.6979	395.0000	566.0000	0.9672	0.7912
41	0.8251	0.8047	0.4740	3.0813	0.3529	0.8880	17.2000	0.0676	4.8571	126.0000	0.1071	1181.0000	0.7049	399.0000	566.0000	0.9670	0.8016
42	0.8027	0.8068	0.4719	3.1211	0.3835	0.8926	17.3000	0.0669	4.5025	118.0000	0.0972	1222.0000	0.7067	400.0000	566.0000	0.9697	0.8008
43	0.8120	0.8068	0.4827	3.1248	0.3711	0.8805	17.1000	0.0773	4.8069	129.0000	0.1104	1178.0000	0.6678	378.0000	566.0000	0.9677	0.8001
44	0.8189	0.8035	0.4783	2.7869	0.3667	0.8869	17.1000	0.0710	4.6773	127.0000	0.1045	1220.0000	0.7173	406.0000	566.0000	0.9664	0.7990
45	0.8182	0.8105	0.4828	2.8359	0.3727	0.8784	17.2000	0.0750	5.0162	128.0000	0.1107	1170.0000	0.6537	370.0000	566.0000	0.9684	0.8053
46	0.8184	0.8030	0.4782	3.2490	0.3603	0.8741	17.3000	0.0851	4.7549	132.0000	0.1078	1237.0000	0.7208	408.0000	566.0000	0.9669	0.7866
47	0.8041	0.8117	0.4812	2.9525	0.3591	0.8782	17.3000	0.0890	4.9808	129.0000	0.1118	1157.0000	0.6431	364.0000	566.0000	0.9637	0.8112
48	0.8141	0.8092	0.4824	2.8569	0.3748	0.8890	17.3000	0.0690	4.8210	123.0000	0.0998	1237.0000	0.6908	391.0000	566.0000	0.9709	0.7940
49	0.8038	0.8084	0.4800	3.0161	0.3679	0.8679	17.3000	0.0818	4.7150	131.0000	0.1109	1183.0000	0.6696	379.0000	566.0000	0.9628	0.8001
50	0.8240	0.8117	0.4805	3.2340	0.3650	0.8883	17.2000	0.0760	4.9508	130.0000	0.1072	1222.0000	0.6820	386.0000	566.0000	0.9615	0.7930
51	0.7983	0.8043	0.4767	2.7543	0.3696	0.8944	17.3000	0.0761	4.9533	118.0000	0.1012	1172.0000	0.6431	364.0000	566.0000	0.9693	0.8127
52	0.8202	0.8146	0.4837	2.8620	0.3786	0.8847	17.1000	0.0747	4.7418	124.0000	0.1027	1210.0000	0.6979	395.0000	566.0000	0.9719	0.8058
53	0.8074	0.8133	0.4828	2.8557	0.3844	0.8847	17.2000	0.0682	4.8800	126.0000	0.1076	1178.0000	0.6625	375.0000	566.0000	0.9686	0.8090
54	0.8278	0.8117	0.4838	3.0882	0.3752	0.8844	17.2000	0.0723	4.9308	124.0000	0.1015	1225.0000	0.6890	390.0000	566.0000	0.9714	0.7998
55	0.8125	0.8051	0.4740	2.8967	0.3684	0.8896	17.2000	0.0759	4.7325	129.0000	0.1072	1210.0000	0.7067	400.0000	566.0000	0.9620	0.8001
56	0.8328	0.8059	0.4724	2.6741	0.3592	0.8819	17.0000	0.0571	4.8740	129.0000	0.1103	1172.0000	0.6873	389.0000	566.0000	0.9633	0.8096
57	0.8085	0.8125	0.4794	3.1805	0.3720	0.8841	17.1000	0.0751	4.8229	127.0000	0.1068	1191.0000	0.6784	384.0000	566.0000	0.9706	0.7982
58	0.8275	0.8018	0.4782	3.2451	0.3476	0.8690	17.2000	0.0723	4.8465	137.0000	0.1130	1216.0000	0.6908	391.0000	566.0000	0.9646	0.7973
59	0.8060	0.8010	0.4742	3.1173	0.3812	0.8889	17.2000	0.0765	4.5452	123.0000	0.1028	1202.0000	0.7032	398.0000	566.0000	0.9609	0.8069
60	0.8130	0.7973	0.4694	3.1680	0.3509	0.8829	17.2000	0.0848	4.8382	132.0000	0.1154	1155.0000	0.6661	377.0000	566.0000	0.9593	0.8034
61	0.8312	0.8035	0.4718	2.8765	0.3653	0.8805	17.2000	0.0755	4.6867	124.0000	0.1052	1182.0000	0.7049	399.0000	566.0000	0.9695	0.8084
62	0.8093	0.8063	0.4798	2.9344	0.3621	0.8875	17.3000	0.0664	4.7814	122.0000	0.0982	1250.0000	0.7032	398.0000	566.0000	0.9688	0.7935
63	0.8127	0.8068	0.4760	3.2768	0.3817	0.8854	17.3000	0.0807	4.7709	130.0000	0.1076	1214.0000	0.7173	406.0000	566.0000	0.9588	0.7994
64	0.8110	0.8138	0.4797	2.8095	0.3668	0.8840	17.1000	0.0761	4.7013	122.0000	0.1019	1202.0000	0.6979	395.0000	566.0000	0.9700	0.7991
65	0.8159	0.8055	0.4759	2.9277	0.3617	0.8806	17.2000	0.0752	4.7634	132.0000	0.1117	1190.0000	0.6572	372.0000	566.0000	0.9605	0.8012
66	0.8296	0.8047	0.4778	2.9020	0.3719	0.8890	17.3000	0.0664	4.8101	126.0000	0.1035	1224.0000	0.6979	395.0000	566.0000	0.9673	0.7922
67	0.8034	0.8059	0.4842	2.9152	0.3745	0.8849	17.1000	0.0844	4.7922	129.0000	0.1079	1203.0000	0.6802	385.0000	566.0000	0.9659	0.8032
68	0.7944	0.8026	0.4732	2.8588	0.3471	0.8733	17.2000	0.0825	4.6914	126.0000	0.1040	1218.0000	0.7155	405.0000	566.0000	0.9696	0.8018
69	0.8101	0.8105	0.4808	3.2260	0.3756	0.8810	17.3000	0.0811	4.8783	131.0000	0.1070	1230.0000	0.6678	378.0000	566.0000	0.9715	0.7948
70	0.8434	0.8039	0.4776	2.9244	0.3666	0.8970	17.1000	0.0582	4.9105	120.0000	0.1009	1191.0000	0.6714	380.0000	566.0000	0.9757	0.8105
71	0.8103	0.8002	0.4773	2.7321	0.3696	0.8941	17.2000	0.0720	4.8437	115.0000	0.0984	1172.0000	0.6555	371.0000	566.0000	0.9735	0.8150
72	0.8148	0.8092	0.4756	3.1334	0.3736	0.8875	17.2000	0.0753	4.8692	127.0000	0.1071	1192.0000	0.6890	390.0000	566.0000	0.9631	0.8064
73	0.8155	0.8002	0.4770	3.4070	0.3806	0.8806	17.3000	0.0780	5.0000	130.0000	0.1127	1172.0000	0.6537	370.0000	566.0000	0.9573	0.7991
74	0.8225	0.8101	0.4800	2.7698	0.3623	0.8725	17.3000	0.0729	4.9973	120.0000	0.1027	1173.0000	0.6519	369.0000	566.0000	0.9710	0.8061
75	0.7970	0.8084	0.4786	2.7769	0.3558	0.8757	17.1000	0.0837	4.8701	125.0000	0.1036	1210.0000	0.6802	385.0000	566.0000	0.9711	0.8041
76	0.8244	0.8101	0.4809	3.1788	0.3663	0.8854	17.0000	0.0651	4.7057	128.0000	0.1047	1225.0000	0.7085	401.0000	566.0000	0.9673	0.8033
77	0.8105	0.8047	0.4808	3.0195	0.3641	0.8831	17.3000	0.0691	4.7604	130.0000	0.1108	1177.0000	0.6784	384.0000	566.0000	0.9677	0.8055
78	0.8427	0.8125	0.4829	2.8602	0.3610	0.8849	17.2000	0.0559	4.9150	126.0000	0.1014	1245.0000	0.7067	400.0000	566.0000	0.9719	0.8090
79	0.8062	0.8043	0.4800	3.1390	0.3574	0.8820	17.2000	0.0647	4.8954	133.0000	0.1117	1194.0000	0.6590	373.0000	566.0000	0.9648	0.8052
80	0.8083	0.8006	0.4691	2.9983	0.3464	0.8781	17.2000	0.0686	4.8123	129.0000	0.1093	1188.0000	0.7155	405.0000	566.0000	0.9663	0.8050
81	0.8038	0.8051	0.4706	2.8628	0.3749	0.8823	17.2000	0.0781	4.7824	121.0000	0.1049	1159.0000	0.6820	386.0000	566.0000	0.9689	0.7997
82	0.8348	0.8096	0.4792	2.9880	0.3644	0.8914	17.1000	0.0621	4.9164	124.0000	0.1063	1170.0000	0.6767	383.0000	566.0000	0.9701	0.7941
83	0.8240	0.8096	0.4827	2.9010	0.3625	0.8852	17.2000	0.0578	4.7095	124.0000	0.0999	1243.0000	0.6873	389.0000	566.0000	0.9718	0.8010
84	0.8179	0.8059	0.4718	3.0593	0.3702	0.8818	17.3000	0.0767	4.8295	129.0000	0.1052	1232.0000	0.6837	387.0000	566.0000	0.9692	0.7961
85	0.8351	0.8063	0.4787	2.7728	0.3408	0.8912	17.3000	0.0623	4.8535	120.0000	0.0990	1215.0000	0.6996	396.0000	566.0000	0.9802	0.8093
86	0.8011	0.8039	0.4782	2.8750	0.3634	0.8828	17.2000	0.0850	4.7614	124.0000	0.1046	1192.0000	0.6961	394.0000	566.0000	0.9723	0.8037
87	0.8113	0.8092	0.4759	2.8974	0.3705	0.8847	17.3000	0.0815	4.9547	125.0000	0.1070	1170.0000	0.6625	375.0000	566.0000	0.9684	0.8003
88	0.8207	0.8129	0.4874	3.0594	0.3660	0.8808	17.1000	0.0786	4.8892	131.0000	0.1083	1213.0000	0.6378	361.0000	566.0000	0.9678	0.7899
89	0.8371	0.8088	0.4770	2.8934	0.3523	0.8889	17.2000	0.0651	4.7629	118.0000	0.0997	1191.0000	0.6855	388.0000	566.0000	0.9740	0.8015
90	0.7966	0.8117	0.4791	3.0026	0.3690	0.8850	17.2000	0.0738	4.7037	128.0000	0.1093	1174.0000	0.6678	378.0000	566.0000	0.9642	0.8051
91	0.8097	0.8072	0.4743	3.0251	0.3540	0.8912	17.3000	0.0688	4.7005	125.0000	0.1048	1197.0000	0.7314	414.0000	566.0000	0.9657	0.7978
92	0.7944	0.8113	0.4782	3.0388	0.3642	0.8807	17.3000	0.0802	4.8853	132.0000	0.1117	1187.0000	0.6625	375.0000	566.0000	0.9638	0.8122
93	0.8222	0.8133	0.4816	2.7765	0.3814	0.8927	17.3000	0.0653	4.8649	121.0000	0.1019	1190.0000	0.6537	370.0000	566.0000	0.9697	0.7950
94	0.8302	0.8076	0.4815	3.0653	0.3593	0.8783	17.3000	0.0757	4.6405	127.0000	0.1070	1195.0000	0.6979	395.0000	566.0000	0.9699	0.8047
95	0.8259	0.8101	0.4774	3.0198	0.3641	0.8840	17.2000	0.0663	5.0076	130.0000	0.1075	1214.0000	0.6996	396.0000	566.0000	0.9621	0.7897
96	0.8271	0.8092	0.4757	2.7942	0.3711	0.8933	17.3000	0.0565	4.7577	120.0000	0.0995	1210.0000	0.6926	392.0000	566.0000	0.9736	0.8135
97	0.7932	0.8047	0.4775	3.0994	0.3748	0.8818	17.1000	0.0899	4.9108	125.0000	0.1093	1147.0000	0.6537	370.0000	566.0000	0.9616	0.8052
98	0.7875	0.8080	0.4755	2.9775	0.3660	0.8737	17.3000	0.0909	4.7700	130.0000	0.1095	1201.0000	0.7067	400.0000	566.0000	0.9617	0.8060
99	0.8126	0.8076	0.4752	3.1990	0.3542	0.8717	17.1000	0.0797	4.8017	135.0000	0.1175	1156.0000	0.6413	363.0000	566.0000	0.9645	0.8012
100	0.8202	0.8101	0.4788	3.2161	0.3578	0.8775	17.2000	0.0687	4.8304	128.0000	0.1075	1194.0000	0.7085	401.0000	566.0000	0.9648	0.7929
101	0.7915	0.8076	0.4832	3.0569	0.3657	0.8865	17.3000	0.0805	4.7397	130.0000	0.1074	1213.0000	0.6855	388.0000	566.0000	0.9654	0.7942
102	0.8204	0.8117	0.4791	3.3753	0.3593	0.8793	17.1000	0.0850	4.7030	133.0000	0.1079	1239.0000	0.6961	394.0000	566.0000	0.9645	0.7884
103	0.8199	0.8039	0.4748	3.1234	0.3636	0.8841	17.0000	0.0788	4.8088	128.0000	0.1077	1191.0000	0.6837	387.0000	566.0000	0.9664	0.8042
104	0.8142	0.8068	0.4757	3.0216	0.3576	0.8762	17.2000	0.0804	4.9666	138.0000	0.1156	1203.0000	0.6873	389.0000	566.0000	0.9593	0.8045
105	0.8158	0.8080	0.4787	2.7038	0.3483	0.8780	17.3000	0.0674	4.8320	125.0000	0.1083	1158.0000	0.6625	375.0000	566.0000	0.9646	0.8122
106	0.8190	0.8063	0.4731	3.0786	0.3580	0.8818	17.3000	0.0895	4.7635	129.0000	0.1104	1183.0000	0.6873	389.0000	566.0000	0.9670	0.8062
107	0.8186	0.8109	0.4833	3.1846	0.3662	0.8811	17.3000	0.0669	4.8212	133.0000	0.1121	1197.0000	0.6820	386.0000	566.0000	0.9632	0.7984
108	0.8171	0.7969	0.4699	3.1049	0.3536	0.8793	17.3000	0.0756	4.8016	130.0000	0.1112	1172.0000	0.6678	378.0000	566.0000	0.9633	0.8056
109	0.8081	0.8133	0.4845	3.1257	0.3757	0.8832	17.2000	0.0832	4.8987	130.0000	0.1092	1193.0000	0.6625	375.0000	566.0000	0.9640	0.8070
110	0.8249	0.8113	0.4834	3.0201	0.3630	0.8911	17.3000	0.0581	4.8911	125.0000	0.1008	1244.0000	0.6979	395.0000	566.0000	0.9719	0.7846
111	0.8361	0.8018	0.4705	2.9086	0.3560	0.9013	17.3000	0.0492	4.7018	114.0000	0.0962	1193.0000	0.7049	399.0000	566.0000	0.9707	0.7971
112	0.8164	0.8084	0.4805	3.0386	0.3678	0.8869	17.2000	0.0700	4.9523	127.0000	0.1074	1191.0000	0.6661	377.0000	566.0000	0.9656	0.8007
113	0.8035	0.8039	0.4740	2.8194	0.3503	0.8808	17.3000	0.0690	4.9076	121.0000	0.1045	1163.0000	0.6502	368.0000	566.0000	0.9673	0.8143
114	0.8037	0.8076	0.4753	3.2664	0.3629	0.8796	17.2000	0.1001	4.8677	134.0000	0.1143	1175.0000	0.6678	378.0000	566.0000	0.9609	0.8009
115	0.8080	0.8154	0.4796	3.0406	0.3586	0.8820	17.3000	0.0713	4.8668	124.0000	0.1051	1183.0000	0.6502	368.0000	566.0000	0.9704	0.7987
116	0.8127	0.8105	0.4718	2.8585	0.3545	0.8770	17.3000	0.0685	4.7400	124.0000	0.1016	1223.0000	0.7067	400.0000	566.0000	0.9771	0.8006
117	0.8106	0.8109	0.4881	2.9194	0.3837	0.8886	17.2000	0.0742	4.7506	125.0000	0.1011	1240.0000	0.6873	389.0000	566.0000	0.9685	0.7939
118	0.8054	0.8055	0.4768	3.1142	0.3677	0.8761	17.2000	0.0738	4.7712	134.0000	0.1107	1217.0000	0.6873	389.0000	566.0000	0.9614	0.8006
119	0.8211	0.8018	0.4761	3.0058	0.3676	0.8793	17.2000	0.0597	4.7532	124.0000	0.1039	1197.0000	0.6802	385.0000	566.0000	0.9716	0.7942
120	0.8098	0.8026	0.4764	3.1920	0.3758	0.8802	17.1000	0.0775	4.6864	128.0000	0.1050	1224.0000	0.7155	405.0000	566.0000	0.9649	0.8045
121	0.8172	0.8072	0.4802	3.0886	0.3591	0.8795	17.1000	0.0703	4.8295	134.0000	0.1082	1242.0000	0.6943	393.0000	566.0000	0.9646	0.7851
122	0.8142	0.8043	0.4736	2.8378	0.3627	0.8825	17.2000	0.0709	4.7037	126.0000	0.1029	1227.0000	0.7155	405.0000	566.0000	0.9715	0.7904
123	0.8217	0.8047	0.4801	2.8311	0.3605	0.8865	17.3000	0.0666	4.8469	123.0000	0.1028	1208.0000	0.7155	405.0000	566.0000	0.9719	0.8035
124	0.8067	0.8051	0.4765	2.7963	0.3548	0.8842	17.3000	0.0688	4.7018	124.0000	0.1032	1203.0000	0.6873	389.0000	566.0000	0.9717	0.8008
125	0.8163	0.8096	0.4807	2.9505	0.3802	0.8815	17.1000	0.0792	4.8634	130.0000	0.1116	1172.0000	0.6466	366.0000	566.0000	0.9659	0.8058
126	0.8175	0.8010	0.4779	2.9242	0.3484	0.8881	17.0000	0.0655	4.7053	125.0000	0.1048	1201.0000	0.7014	397.0000	566.0000	0.9675	0.7988
127	0.8404	0.8026	0.4791	2.9095	0.3580	0.8899	17.2000	0.0628	4.8553	128.0000	0.1059	1216.0000	0.6837	387.0000	566.0000	0.9696	0.8090
128	0.7827	0.8059	0.4744	2.9669	0.3616	0.8726	17.3000	0.0815	4.8519	127.0000	0.1084	1177.0000	0.6802	385.0000	566.0000	0.9609	0.8021
129	0.8148	0.8059	0.4738	3.1246	0.3545	0.8802	17.1000	0.0643	4.9096	125.0000	0.1066	1180.0000	0.6643	376.0000	566.0000	0.9729	0.7997
130	0.8107	0.8113	0.4847	3.0493	0.3741	0.8819	17.1000	0.0706	4.7633	131.0000	0.1083	1217.0000	0.6643	376.0000	566.0000	0.9638	0.7976
131	0.8215	0.7998	0.4728	3.1742	0.3687	0.8766	17.1000	0.0726	4.9067	135.0000	0.1161	1165.0000	0.6625	375.0000	566.0000	0.9614	0.8053
132	0.8250	0.8080	0.4730	3.1392	0.3552	0.8749	17.1000	0.0793	4.8940	130.0000	0.1127	1157.0000	0.6502	368.0000	566.0000	0.9646	0.8020
133	0.8273	0.8059	0.4726	3.0065	0.3665	0.8831	17.3000	0.0732	4.6328	124.0000	0.1010	1239.0000	0.7120	403.0000	566.0000	0.9677	0.8004
134	0.8269	0.8055	0.4812	3.0505	0.3551	0.8790	17.3000	0.0680	4.9203	132.0000	0.1097	1208.0000	0.6873	389.0000	566.0000	0.9677	0.7974
135	0.7870	0.8022	0.4738	3.1646	0.3111	0.8780	17.1000	0.0780	4.8125	132.0000	0.1114	1191.0000	0.6784	384.0000	566.0000	0.9673	0.7978
136	0.8249	0.8039	0.4762	3.1369	0.3705	0.8814	17.3000	0.0843	4.8424	126.0000	0.1080	1176.0000	0.6837	387.0000	566.0000	0.9643	0.8007
137	0.8210	0.8084	0.4831	2.8019	0.3670	0.8918	17.2000	0.0834	4.8750	123.0000	0.1053	1171.0000	0.6784	384.0000	566.0000	0.9641	0.8066
138	0.8137	0.8076	0.4725	2.8163	0.3607	0.8873	17.3000	0.0629	4.8436	124.0000	0.1029	1214.0000	0.6890	390.0000	566.0000	0.9679	0.8018
139	0.8161	0.8084	0.4781	3.2441	0.3464	0.8806	17.3000	0.0752	4.6940	125.0000	0.1021	1229.0000	0.7332	415.0000	566.0000	0.9715	0.7976
140	0.8255	0.8072	0.4779	3.1435	0.3744	0.8780	17.1000	0.0691	4.7282	133.0000	0.1112	1199.0000	0.6696	379.0000	566.0000	0.9616	0.7956
141	0.8168	0.8084	0.4789	3.0042	0.3641	0.8776	17.1000	0.0798	4.8186	129.0000	0.1077	1201.0000	0.7014	397.0000	566.0000	0.9659	0.8001
142	0.8120	0.8088	0.4793	2.8979	0.3662	0.8876	17.3000	0.0769	4.7362	123.0000	0.1020	1215.0000	0.7032	398.0000	566.0000	0.9671	0.8025
143	0.8178	0.8121	0.4839	3.1474	0.3699	0.8737	17.1000	0.0810	4.6967	135.0000	0.1121	1214.0000	0.6873	389.0000	566.0000	0.9638	0.8020
144	0.8336	0.8080	0.4801	2.8907	0.3622	0.8915	17.3000	0.0646	4.7309	121.0000	0.1042	1171.0000	0.6696	379.0000	566.0000	0.9718	0.8083
145	0.8031	0.8030	0.4667	2.9497	0.3560	0.8820	17.3000	0.0741	4.7638	134.0000	0.1126	1192.0000	0.7032	398.0000	566.0000	0.9606	0.8034
146	0.8151	0.8142	0.4882	2.9551	0.3806	0.8807	17.2000	0.0759	4.8368	131.0000	0.1093	1204.0000	0.6714	380.0000	566.0000	0.9618	0.8027
147	0.7855	0.8026	0.4770	3.1402	0.3459	0.8719	17.0000	0.0883	4.8642	130.0000	0.1124	1163.0000	0.6767	383.0000	566.0000	0.9682	0.8038
148	0.8217	0.8010	0.4748	2.8646	0.3674	0.8876	17.0000	0.0706	4.7909	125.0000	0.1003	1248.0000	0.7350	416.0000	566.0000	0.9655	0.7929
149	0.8240	0.8063	0.4747	2.8982	0.3523	0.8855	17.2000	0.0742	4.7849	128.0000	0.1038	1238.0000	0.7473	423.0000	566.0000	0.9661	0.8031
150	0.8025	0.8150	0.4791	3.0732	0.3643	0.8773	17.1000	0.0626	4.7969	132.0000	0.1075	1230.0000	0.6784	384.0000	566.0000	0.9642	0.7998
151	0.8218	0.8059	0.4787	3.1390	0.3688	0.8844	17.0000	0.0744	4.8605	132.0000	0.1092	1216.0000	0.6714	380.0000	566.0000	0.9646	0.7958
152	0.8299	0.8063	0.4794	3.2685	0.3501	0.8798	17.3000	0.0760	4.9506	138.0000	0.1154	1203.0000	0.6802	385.0000	566.0000	0.9643	0.7991
153	0.8090	0.8072	0.4820	2.8864	0.3691	0.8847	17.1000	0.0805	4.7113	129.0000	0.1080	1197.0000	0.6731	381.0000	566.0000	0.9641	0.8034
154	0.8174	0.8084	0.4795	2.9128	0.3755	0.8830	17.3000	0.0749	4.8835	123.0000	0.1054	1170.0000	0.6519	369.0000	566.0000	0.9675	0.8054
155	0.8022	0.8063	0.4753	2.6436	0.3647	0.8839	17.2000	0.0592	4.6317	119.0000	0.0993	1201.0000	0.6908	391.0000	566.0000	0.9709	0.8024
156	0.7925	0.7977	0.4659	3.2458	0.3622	0.8854	17.3000	0.0766	4.6162	128.0000	0.1085	1184.0000	0.6996	396.0000	566.0000	0.9654	0.7925
157	0.8042	0.8105	0.4820	2.9908	0.3536	0.8782	17.3000	0.0780	4.8205	132.0000	0.1110	1191.0000	0.6890	390.0000	566.0000	0.9656	0.7959
