accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.7547	0.4536	0.1749	0.7920	0.0257	0.8353	17.0000	0.1051	500.0000	65.0000	0.1300	553.0000
2	0.7835	0.4396	0.1786	0.7897	0.0243	0.8329	17.0000	0.1039	415.0000	63.0000	0.1518	474.0000
3	0.7901	0.4310	0.1717	0.8354	0.0259	0.8697	16.8000	0.1027	411.0000	52.0000	0.1265	450.0000
4	0.8131	0.4318	0.1724	0.8497	0.0234	0.8679	17.1000	0.1061	392.0000	52.0000	0.1327	453.0000
5	0.8318	0.4293	0.1702	0.8344	0.0234	0.8925	16.8000	0.0606	369.0000	46.0000	0.1247	443.0000
6	0.7279	0.4240	0.1703	0.7988	0.0212	0.8239	17.1000	0.1256	399.0000	57.0000	0.1429	450.0000
7	0.7497	0.4310	0.1785	0.8421	0.0223	0.8685	17.1000	0.0919	401.0000	52.0000	0.1297	459.0000
8	0.8188	0.4326	0.1761	0.8497	0.0218	0.8754	16.8000	0.0796	405.0000	51.0000	0.1259	468.0000
9	0.8284	0.4232	0.1730	0.8463	0.0244	0.8760	16.9000	0.0719	414.0000	46.0000	0.1111	423.0000
10	0.8092	0.4244	0.1736	0.8194	0.0234	0.8939	16.8000	0.0761	346.0000	45.0000	0.1301	415.0000
11	0.8022	0.4178	0.1520	0.8219	0.0211	0.8498	16.9000	0.1142	356.0000	52.0000	0.1461	397.0000
12	0.8107	0.4232	0.1713	0.8435	0.0253	0.8564	16.9000	0.1060	331.0000	49.0000	0.1480	363.0000
13	0.7951	0.4199	0.1724	0.8437	0.0217	0.8481	16.7000	0.1224	342.0000	52.0000	0.1520	412.0000
14	0.8458	0.4277	0.1594	0.8520	0.0227	0.8903	17.2000	0.0948	354.0000	43.0000	0.1215	395.0000
15	0.8263	0.4269	0.1807	0.8257	0.0237	0.8764	16.9000	0.1103	417.0000	50.0000	0.1199	446.0000
16	0.8189	0.4252	0.1720	0.8278	0.0215	0.8783	17.0000	0.0983	346.0000	48.0000	0.1387	419.0000
17	0.7999	0.4232	0.1630	0.7993	0.0221	0.8493	16.9000	0.0893	336.0000	51.0000	0.1518	420.0000
18	0.7377	0.4227	0.1625	0.8469	0.0212	0.8473	16.8000	0.1222	360.0000	50.0000	0.1389	396.0000
19	0.7999	0.4260	0.1755	0.8256	0.0242	0.8628	16.7000	0.1036	396.0000	54.0000	0.1364	436.0000
20	0.8006	0.4252	0.1782	0.8179	0.0270	0.8281	16.8000	0.1233	371.0000	61.0000	0.1644	413.0000
21	0.7822	0.4211	0.1722	0.8386	0.0228	0.8548	16.8000	0.0967	353.0000	51.0000	0.1445	423.0000
22	0.7874	0.4227	0.1509	0.8317	0.0206	0.8504	17.0000	0.1121	353.0000	50.0000	0.1416	403.0000
23	0.8058	0.4306	0.1793	0.8454	0.0247	0.8506	16.7000	0.1059	352.0000	51.0000	0.1449	418.0000
24	0.8200	0.4227	0.1751	0.8290	0.0253	0.8724	17.0000	0.0813	373.0000	47.0000	0.1260	448.0000
25	0.8517	0.4269	0.1882	0.8557	0.0234	0.8791	17.2000	0.0937	384.0000	48.0000	0.1250	442.0000
26	0.7644	0.4211	0.1605	0.8090	0.0216	0.8274	16.8000	0.1241	335.0000	57.0000	0.1701	381.0000
27	0.8167	0.4281	0.1771	0.8092	0.0236	0.8696	17.0000	0.0790	374.0000	54.0000	0.1444	431.0000
28	0.7954	0.4186	0.1509	0.8225	0.0207	0.8602	16.9000	0.1074	306.0000	45.0000	0.1471	361.0000
29	0.7759	0.4306	0.1802	0.8233	0.0248	0.8417	16.9000	0.1180	418.0000	62.0000	0.1483	457.0000
30	0.7905	0.4318	0.1822	0.8088	0.0243	0.8674	16.9000	0.1102	384.0000	55.0000	0.1432	426.0000
31	0.7780	0.4182	0.1767	0.8411	0.0226	0.8247	16.8000	0.1226	356.0000	59.0000	0.1657	415.0000
32	0.8483	0.4170	0.1644	0.8442	0.0224	0.8706	16.7000	0.0830	339.0000	47.0000	0.1386	415.0000
33	0.7441	0.4145	0.1677	0.8194	0.0218	0.8444	17.0000	0.1110	364.0000	56.0000	0.1538	415.0000
34	0.7993	0.4199	0.1692	0.8325	0.0210	0.8692	16.9000	0.0994	379.0000	46.0000	0.1214	430.0000
35	0.8005	0.4297	0.1691	0.8307	0.0222	0.8541	16.8000	0.1041	361.0000	54.0000	0.1496	424.0000
36	0.7907	0.4203	0.1573	0.8082	0.0220	0.8318	16.8000	0.1412	399.0000	64.0000	0.1604	429.0000
37	0.7636	0.4178	0.1646	0.8136	0.0208	0.8490	16.8000	0.1163	340.0000	54.0000	0.1588	422.0000
38	0.8166	0.4302	0.1762	0.8359	0.0251	0.8673	16.8000	0.0943	390.0000	50.0000	0.1282	434.0000
39	0.8101	0.4199	0.1679	0.8372	0.0223	0.8646	16.8000	0.0925	394.0000	49.0000	0.1244	430.0000
40	0.8046	0.4219	0.1721	0.8345	0.0232	0.8694	16.9000	0.0997	398.0000	48.0000	0.1206	432.0000
41	0.8436	0.4199	0.1699	0.8711	0.0225	0.8849	17.0000	0.0824	371.0000	43.0000	0.1159	421.0000
42	0.7678	0.4190	0.1632	0.8522	0.0219	0.8619	16.9000	0.1115	376.0000	50.0000	0.1330	430.0000
43	0.8457	0.4215	0.1711	0.8613	0.0216	0.8710	17.0000	0.0900	328.0000	47.0000	0.1433	426.0000
44	0.8125	0.4285	0.1788	0.8407	0.0228	0.8838	16.9000	0.0962	410.0000	48.0000	0.1171	470.0000
45	0.8268	0.4174	0.1715	0.8504	0.0236	0.8945	17.0000	0.0640	365.0000	43.0000	0.1178	414.0000
46	0.7758	0.4236	0.1630	0.8244	0.0240	0.8772	17.0000	0.1071	382.0000	47.0000	0.1230	418.0000
47	0.8351	0.4227	0.1673	0.8274	0.0214	0.8638	16.9000	0.1108	344.0000	50.0000	0.1453	415.0000
48	0.7659	0.4265	0.1706	0.8110	0.0235	0.8215	16.9000	0.1272	379.0000	59.0000	0.1557	427.0000
49	0.7581	0.4236	0.1761	0.8346	0.0244	0.8456	16.9000	0.1070	368.0000	50.0000	0.1359	438.0000
50	0.8219	0.4157	0.1628	0.8684	0.0211	0.8674	16.8000	0.1068	307.0000	45.0000	0.1466	382.0000
51	0.7843	0.4281	0.1815	0.8481	0.0238	0.8533	16.8000	0.1172	372.0000	53.0000	0.1425	441.0000
52	0.8291	0.4306	0.1723	0.8472	0.0218	0.8743	16.7000	0.0908	363.0000	47.0000	0.1295	431.0000
53	0.7443	0.4211	0.1703	0.8192	0.0205	0.8309	17.1000	0.1157	366.0000	59.0000	0.1612	452.0000
54	0.8140	0.4269	0.1805	0.8148	0.0229	0.8599	17.0000	0.0892	418.0000	54.0000	0.1292	439.0000
55	0.7403	0.4211	0.1874	0.7969	0.0246	0.8437	17.1000	0.1171	419.0000	54.0000	0.1289	439.0000
56	0.7815	0.4256	0.1770	0.8132	0.0249	0.8406	17.0000	0.1159	390.0000	55.0000	0.1410	440.0000
57	0.8035	0.4281	0.1670	0.8329	0.0217	0.8936	17.1000	0.0746	349.0000	46.0000	0.1318	436.0000
58	0.7824	0.4293	0.1658	0.8314	0.0243	0.8676	17.1000	0.1055	356.0000	49.0000	0.1376	406.0000
59	0.8000	0.4219	0.1604	0.7977	0.0231	0.8378	17.1000	0.1315	366.0000	57.0000	0.1557	423.0000
60	0.8262	0.4166	0.1755	0.8496	0.0242	0.8723	17.0000	0.1058	329.0000	48.0000	0.1459	391.0000
61	0.7898	0.4232	0.1727	0.8259	0.0230	0.8555	17.0000	0.0961	374.0000	51.0000	0.1364	431.0000
62	0.7904	0.4240	0.1589	0.8344	0.0230	0.8789	16.8000	0.1017	381.0000	47.0000	0.1234	427.0000
63	0.8050	0.4186	0.1775	0.8113	0.0230	0.8346	16.8000	0.1265	327.0000	59.0000	0.1804	387.0000
64	0.8176	0.4236	0.1682	0.8339	0.0226	0.8655	16.7000	0.0896	376.0000	53.0000	0.1410	442.0000
65	0.8247	0.4236	0.1640	0.8568	0.0241	0.8707	16.9000	0.0883	385.0000	51.0000	0.1325	438.0000
66	0.8132	0.4240	0.1700	0.8428	0.0240	0.8579	16.9000	0.1022	358.0000	53.0000	0.1480	420.0000
67	0.7799	0.4265	0.1741	0.8116	0.0238	0.8415	16.9000	0.1094	351.0000	55.0000	0.1567	417.0000
68	0.8337	0.4285	0.1800	0.8294	0.0243	0.8703	17.0000	0.0961	429.0000	53.0000	0.1235	454.0000
69	0.7833	0.4277	0.1742	0.8476	0.0239	0.8624	16.8000	0.0973	383.0000	48.0000	0.1253	439.0000
70	0.8338	0.4215	0.1665	0.8262	0.0227	0.8680	17.0000	0.0842	361.0000	53.0000	0.1468	450.0000
71	0.7866	0.4244	0.1709	0.8329	0.0247	0.8445	17.1000	0.1123	385.0000	57.0000	0.1481	405.0000
72	0.8091	0.4174	0.1702	0.8315	0.0228	0.8592	16.8000	0.0966	341.0000	47.0000	0.1378	401.0000
73	0.7998	0.4260	0.1776	0.8310	0.0221	0.8494	17.1000	0.1019	394.0000	60.0000	0.1523	466.0000
74	0.7813	0.4190	0.1669	0.8516	0.0222	0.8470	16.9000	0.1115	307.0000	48.0000	0.1564	387.0000
75	0.8280	0.4293	0.1823	0.8310	0.0246	0.8728	16.9000	0.0797	371.0000	51.0000	0.1375	445.0000
76	0.7709	0.4215	0.1776	0.8396	0.0229	0.8421	16.8000	0.1149	345.0000	54.0000	0.1565	415.0000
77	0.7928	0.4302	0.1798	0.8340	0.0255	0.8629	16.9000	0.1176	391.0000	48.0000	0.1228	413.0000
78	0.7625	0.4236	0.1591	0.8168	0.0252	0.8266	16.8000	0.1130	384.0000	56.0000	0.1458	411.0000
79	0.7257	0.4170	0.1554	0.8529	0.0218	0.8343	17.0000	0.1068	339.0000	53.0000	0.1563	423.0000
80	0.8024	0.4252	0.1763	0.8534	0.0232	0.8811	16.8000	0.0991	363.0000	45.0000	0.1240	433.0000
81	0.7392	0.4252	0.1665	0.8071	0.0234	0.8285	16.9000	0.1307	370.0000	55.0000	0.1486	412.0000
82	0.7914	0.4306	0.1823	0.8163	0.0247	0.8399	16.9000	0.1165	420.0000	62.0000	0.1476	449.0000
83	0.8132	0.4182	0.1563	0.8220	0.0238	0.8594	16.7000	0.1072	325.0000	46.0000	0.1415	391.0000
84	0.7558	0.4265	0.1611	0.8194	0.0226	0.8176	17.0000	0.1600	355.0000	57.0000	0.1606	412.0000
85	0.7609	0.4199	0.1727	0.8251	0.0239	0.8495	16.9000	0.0981	401.0000	49.0000	0.1222	418.0000
86	0.7857	0.4227	0.1581	0.8514	0.0220	0.8305	16.8000	0.1212	326.0000	46.0000	0.1411	349.0000
87	0.7918	0.4252	0.1790	0.8416	0.0222	0.8691	17.0000	0.0984	366.0000	48.0000	0.1311	429.0000
88	0.7721	0.4269	0.1780	0.8216	0.0225	0.8533	16.9000	0.1037	373.0000	56.0000	0.1501	441.0000
89	0.8341	0.4240	0.1693	0.8505	0.0229	0.8615	16.8000	0.1063	392.0000	51.0000	0.1301	441.0000
90	0.7668	0.4248	0.1841	0.8224	0.0252	0.8328	17.2000	0.1380	373.0000	60.0000	0.1609	438.0000
