accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.7902	0.4536	0.1836	0.7910	0.0558	0.8638	17.0000	0.0844	534.0000	64.0000	0.1199	559.0000
2	0.7626	0.4466	0.1767	0.8086	0.0433	0.8372	16.9000	0.1196	400.0000	65.0000	0.1625	455.0000
3	0.7944	0.4413	0.1908	0.7965	0.0463	0.8621	17.0000	0.0968	449.0000	60.0000	0.1336	514.0000
4	0.8146	0.4310	0.1799	0.8270	0.0435	0.8672	17.1000	0.0824	380.0000	48.0000	0.1263	434.0000
5	0.7824	0.4293	0.1777	0.8075	0.0391	0.8541	16.8000	0.1042	401.0000	58.0000	0.1446	449.0000
6	0.8000	0.4157	0.1619	0.8770	0.0389	0.8905	16.8000	0.0895	334.0000	41.0000	0.1228	394.0000
7	0.7958	0.4219	0.1616	0.8221	0.0374	0.8514	16.9000	0.1180	337.0000	51.0000	0.1513	410.0000
8	0.7428	0.4240	0.1598	0.7824	0.0391	0.8252	17.2000	0.1513	359.0000	60.0000	0.1671	400.0000
9	0.7830	0.4227	0.1890	0.8076	0.0421	0.8307	16.8000	0.1304	380.0000	63.0000	0.1658	437.0000
10	0.8170	0.4215	0.1721	0.8038	0.0440	0.8485	16.9000	0.1096	362.0000	54.0000	0.1492	400.0000
11	0.7956	0.4248	0.1648	0.8488	0.0357	0.8520	17.0000	0.1165	339.0000	47.0000	0.1386	371.0000
12	0.7941	0.4281	0.1720	0.8016	0.0417	0.8323	16.9000	0.1102	427.0000	60.0000	0.1405	472.0000
13	0.7806	0.4207	0.1674	0.8383	0.0352	0.8417	17.0000	0.1214	341.0000	44.0000	0.1290	398.0000
14	0.8012	0.4157	0.1719	0.8259	0.0388	0.8710	16.8000	0.0925	363.0000	47.0000	0.1295	410.0000
15	0.8120	0.4252	0.1852	0.8269	0.0443	0.8620	16.8000	0.1006	404.0000	53.0000	0.1312	448.0000
16	0.8376	0.4293	0.1869	0.8246	0.0479	0.8596	16.9000	0.0843	380.0000	48.0000	0.1263	452.0000
17	0.7974	0.4244	0.1717	0.8114	0.0399	0.8304	17.0000	0.1279	359.0000	59.0000	0.1643	423.0000
18	0.8003	0.4265	0.1699	0.8426	0.0393	0.8464	16.8000	0.1150	388.0000	53.0000	0.1366	435.0000
19	0.7793	0.4281	0.1787	0.8437	0.0428	0.8594	16.9000	0.1089	369.0000	49.0000	0.1328	442.0000
20	0.7610	0.4252	0.1786	0.7941	0.0381	0.8429	16.9000	0.1097	396.0000	58.0000	0.1465	450.0000
