accuracy	proportion	density	fuzziness	coverage	purity sounds	missing	csetsize	clusters	props	patterns predicted	predictable	removed	regular	purityx
77	0.5677	0.7795	0.4797	2.7948	0.1460	0.7717	36.1250	0.1416	3.9055	229.0000	0.2050	1121.0000	0.6721	328.0000	488.0000	0.9429	0.7995
78	0.6004	0.7856	0.4801	2.6100	0.1380	0.7873	36.5000	0.1363	4.0559	232.0000	0.2246	1036.0000	0.6230	304.0000	488.0000	0.9286	0.8124
79	0.5893	0.7850	0.4874	2.5062	0.1456	0.7794	36.5000	0.1404	4.1300	236.0000	0.2245	1053.0000	0.6148	300.0000	488.0000	0.9402	0.8234
80	0.5972	0.7850	0.4895	2.5649	0.1396	0.7822	36.8750	0.1115	4.2517	235.0000	0.2247	1048.0000	0.5943	290.0000	488.0000	0.9351	0.8188
81	0.5716	0.7971	0.4890	2.6073	0.1466	0.7686	36.6250	0.1583	4.1282	242.0000	0.2272	1067.0000	0.6393	312.0000	488.0000	0.9363	0.8213
82	0.6018	0.7839	0.4827	2.7255	0.1354	0.7791	36.2500	0.1239	4.0063	243.0000	0.2207	1104.0000	0.6537	319.0000	488.0000	0.9321	0.8077
83	0.5913	0.7828	0.4890	2.7341	0.1452	0.7696	36.2500	0.1447	4.2248	249.0000	0.2336	1068.0000	0.6107	298.0000	488.0000	0.9213	0.8198
84	0.6059	0.7922	0.4889	2.5019	0.1400	0.7823	36.0000	0.1305	4.0993	234.0000	0.2265	1036.0000	0.5779	282.0000	488.0000	0.9498	0.8238
85	0.5796	0.7856	0.4864	2.5096	0.1420	0.7825	36.1250	0.1374	4.2190	231.0000	0.2125	1089.0000	0.6455	315.0000	488.0000	0.9440	0.8175
86	0.6157	0.7856	0.4839	2.5313	0.1411	0.8004	36.3750	0.1195	4.0423	229.0000	0.2142	1071.0000	0.6291	307.0000	488.0000	0.9412	0.8155
87	0.5804	0.7856	0.4859	2.6457	0.1450	0.7723	36.5000	0.1446	4.1824	235.0000	0.2207	1067.0000	0.6291	307.0000	488.0000	0.9344	0.8160
88	0.5820	0.7911	0.4811	2.5088	0.1500	0.7782	36.0000	0.1389	4.0428	237.0000	0.2201	1079.0000	0.6230	304.0000	488.0000	0.9370	0.8069
89	0.6130	0.7801	0.4820	2.5054	0.1474	0.7891	36.3750	0.1025	4.0201	231.0000	0.2262	1023.0000	0.6127	299.0000	488.0000	0.9335	0.8154
90	0.5564	0.7724	0.4766	2.6397	0.1385	0.7813	36.5000	0.1364	4.0098	238.0000	0.2273	1049.0000	0.6270	306.0000	488.0000	0.9266	0.8154
91	0.5777	0.7867	0.4864	2.7932	0.1399	0.7711	37.1250	0.1362	4.1721	242.0000	0.2281	1064.0000	0.6311	308.0000	488.0000	0.9333	0.8074
92	0.5808	0.8004	0.4895	2.6871	0.1414	0.7793	37.0000	0.1380	4.0641	246.0000	0.2257	1093.0000	0.6393	312.0000	488.0000	0.9259	0.8147
93	0.6190	0.7845	0.4837	2.6143	0.1417	0.7717	36.3750	0.1360	4.1246	239.0000	0.2281	1050.0000	0.5758	281.0000	488.0000	0.9267	0.8235
94	0.5972	0.7845	0.4846	2.6198	0.1323	0.7922	36.5000	0.1249	3.9968	236.0000	0.2187	1081.0000	0.6352	310.0000	488.0000	0.9380	0.8159
95	0.5690	0.7812	0.4770	2.5339	0.1458	0.7649	36.2500	0.1516	3.9927	242.0000	0.2452	989.0000	0.5594	273.0000	488.0000	0.9302	0.8262
96	0.5919	0.7845	0.4851	2.5842	0.1536	0.7836	36.5000	0.1478	4.0283	231.0000	0.2083	1111.0000	0.6516	318.0000	488.0000	0.9388	0.8056
97	0.5528	0.7927	0.4938	2.6214	0.1442	0.7708	36.5000	0.1378	4.1730	237.0000	0.2170	1096.0000	0.6516	318.0000	488.0000	0.9370	0.8091
98	0.5738	0.7900	0.4865	2.7139	0.1417	0.7695	36.0000	0.1544	4.0450	239.0000	0.2205	1087.0000	0.6373	311.0000	488.0000	0.9384	0.8191
99	0.6011	0.7988	0.4918	2.7805	0.1398	0.7823	36.6250	0.1204	4.3074	243.0000	0.2236	1089.0000	0.5799	283.0000	488.0000	0.9302	0.8116
100	0.5885	0.7922	0.4922	2.6364	0.1556	0.7728	36.8750	0.1553	3.9818	237.0000	0.2137	1111.0000	0.6742	329.0000	488.0000	0.9343	0.8099
