accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.4869	0.3187	0.3309	0.7631	0.0282	0.7259	32.1000	0.1944	616.0000	137.0000	0.2224	652.0000
2	0.5353	0.3172	0.3307	0.7713	0.0263	0.7096	33.4000	0.2086	662.0000	144.0000	0.2175	707.0000
3	0.5302	0.3182	0.3255	0.8162	0.0257	0.7250	32.8000	0.2187	581.0000	129.0000	0.2220	612.0000
4	0.5242	0.3177	0.3334	0.8038	0.0284	0.7349	32.9000	0.1930	607.0000	138.0000	0.2273	640.0000
5	0.5082	0.3187	0.3543	0.7783	0.0271	0.7352	32.6000	0.1926	654.0000	136.0000	0.2080	686.0000
6	0.4797	0.3187	0.3304	0.7867	0.0288	0.7107	33.1000	0.2056	624.0000	158.0000	0.2532	652.0000
7	0.4896	0.3177	0.3311	0.7734	0.0268	0.7145	32.5000	0.2032	636.0000	150.0000	0.2358	673.0000
8	0.4576	0.3187	0.3261	0.7766	0.0280	0.6992	32.9000	0.2208	646.0000	153.0000	0.2368	685.0000
9	0.5291	0.3192	0.3369	0.7778	0.0294	0.7413	33.3000	0.1831	656.0000	143.0000	0.2180	708.0000
10	0.5374	0.3187	0.3365	0.7777	0.0297	0.7116	33.4000	0.2229	647.0000	153.0000	0.2365	669.0000
11	0.4892	0.3167	0.3339	0.7620	0.0272	0.7531	32.8000	0.1558	676.0000	137.0000	0.2027	705.0000
12	0.5118	0.3197	0.3522	0.7945	0.0282	0.7327	32.7000	0.1993	694.0000	150.0000	0.2161	709.0000
13	0.5367	0.3177	0.3498	0.7588	0.0269	0.7367	32.5000	0.2006	671.0000	140.0000	0.2086	700.0000
14	0.5172	0.3187	0.3283	0.7955	0.0260	0.7279	32.5000	0.1959	626.0000	132.0000	0.2109	650.0000
15	0.5163	0.3197	0.3526	0.7726	0.0280	0.7294	32.0000	0.1887	637.0000	146.0000	0.2292	680.0000
16	0.5151	0.3182	0.3346	0.7902	0.0258	0.7287	33.0000	0.2005	605.0000	135.0000	0.2231	634.0000
17	0.5177	0.3182	0.3198	0.7862	0.0262	0.6932	33.0000	0.2384	596.0000	149.0000	0.2500	619.0000
18	0.5183	0.3182	0.3300	0.7870	0.0255	0.7301	33.0000	0.2048	668.0000	142.0000	0.2126	685.0000
19	0.5087	0.3192	0.3437	0.7672	0.0285	0.7087	32.5000	0.1977	660.0000	149.0000	0.2258	665.0000
20	0.5338	0.3177	0.3362	0.7603	0.0283	0.7367	33.2000	0.1829	635.0000	138.0000	0.2173	666.0000
21	0.5375	0.3197	0.3304	0.7948	0.0289	0.7268	32.2000	0.1932	623.0000	137.0000	0.2199	631.0000
22	0.4622	0.3207	0.3399	0.7729	0.0267	0.6945	33.8000	0.2264	635.0000	157.0000	0.2472	651.0000
23	0.5361	0.3192	0.3263	0.7758	0.0251	0.7371	32.9000	0.1884	676.0000	141.0000	0.2086	721.0000
24	0.5617	0.3167	0.3388	0.7849	0.0267	0.7525	32.9000	0.1787	601.0000	129.0000	0.2146	635.0000
25	0.5266	0.3187	0.3372	0.7691	0.0258	0.7222	31.9000	0.1874	676.0000	143.0000	0.2115	710.0000
26	0.4896	0.3187	0.3447	0.7585	0.0290	0.7042	33.5000	0.2141	674.0000	153.0000	0.2270	714.0000
27	0.5431	0.3192	0.3365	0.7800	0.0251	0.7414	33.5000	0.1950	609.0000	134.0000	0.2200	637.0000
28	0.5228	0.3182	0.3200	0.7678	0.0267	0.7285	33.3000	0.1658	635.0000	140.0000	0.2205	661.0000
29	0.5390	0.3207	0.3308	0.7977	0.0270	0.7465	32.8000	0.1697	622.0000	131.0000	0.2106	648.0000
30	0.5033	0.3192	0.3338	0.7850	0.0287	0.7178	33.1000	0.2029	638.0000	143.0000	0.2241	672.0000
31	0.5330	0.3202	0.3296	0.7947	0.0269	0.7278	33.2000	0.2072	608.0000	141.0000	0.2319	626.0000
32	0.4866	0.3177	0.3223	0.7924	0.0272	0.6923	32.1000	0.2272	593.0000	146.0000	0.2462	612.0000
33	0.4821	0.3197	0.3422	0.7692	0.0272	0.7175	32.6000	0.2071	653.0000	146.0000	0.2236	679.0000
34	0.5168	0.3187	0.3229	0.7818	0.0285	0.7099	32.7000	0.2068	614.0000	142.0000	0.2313	622.0000
35	0.5298	0.3177	0.3524	0.7806	0.0298	0.7366	33.4000	0.1929	716.0000	151.0000	0.2109	726.0000
36	0.5296	0.3197	0.3429	0.7960	0.0299	0.7167	33.2000	0.2212	662.0000	139.0000	0.2100	676.0000
37	0.5395	0.3192	0.3320	0.7847	0.0274	0.7374	33.3000	0.1892	673.0000	136.0000	0.2021	707.0000
38	0.5477	0.3182	0.3215	0.7775	0.0290	0.7082	32.9000	0.2206	619.0000	162.0000	0.2617	643.0000
39	0.5615	0.3197	0.3464	0.7860	0.0286	0.7615	33.5000	0.1748	601.0000	133.0000	0.2213	642.0000
40	0.4797	0.3182	0.3288	0.7850	0.0246	0.7022	34.0000	0.2257	621.0000	152.0000	0.2448	658.0000
41	0.4176	0.3182	0.3418	0.7857	0.0280	0.7089	33.3000	0.2063	711.0000	161.0000	0.2264	748.0000
42	0.4755	0.3187	0.3249	0.8043	0.0270	0.7121	32.8000	0.1994	608.0000	146.0000	0.2401	630.0000
43	0.5223	0.3182	0.3333	0.7651	0.0276	0.7221	32.7000	0.2011	650.0000	147.0000	0.2262	664.0000
44	0.4851	0.3182	0.3404	0.7618	0.0301	0.7162	32.5000	0.2155	645.0000	157.0000	0.2434	676.0000
45	0.5423	0.3187	0.3293	0.7787	0.0280	0.7396	33.4000	0.1886	630.0000	140.0000	0.2222	661.0000
46	0.5381	0.3187	0.3365	0.7741	0.0267	0.7436	32.5000	0.2025	627.0000	135.0000	0.2153	665.0000
47	0.5281	0.3182	0.3252	0.7933	0.0247	0.7283	33.8000	0.2086	595.0000	134.0000	0.2252	634.0000
48	0.5022	0.3197	0.3384	0.7849	0.0280	0.6998	32.9000	0.2481	653.0000	157.0000	0.2404	657.0000
