accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.7684	0.4578	0.1722	0.7590	0.1144	0.8528	17.1000	0.0987	474.0000	62.0000	0.1308	541.0000
2	0.7909	0.4388	0.1798	0.8150	0.1099	0.8736	17.0000	0.0932	403.0000	52.0000	0.1290	447.0000
3	0.7930	0.4322	0.1724	0.7734	0.1017	0.8588	16.7000	0.1006	354.0000	55.0000	0.1554	437.0000
4	0.7808	0.4273	0.1626	0.7956	0.1074	0.8512	16.9000	0.0936	380.0000	59.0000	0.1553	472.0000
5	0.8270	0.4314	0.1683	0.7981	0.1028	0.8862	16.9000	0.0762	357.0000	47.0000	0.1317	410.0000
6	0.7340	0.4248	0.1702	0.7649	0.1051	0.8224	16.8000	0.1096	355.0000	63.0000	0.1775	436.0000
7	0.7602	0.4252	0.1893	0.8101	0.1081	0.8490	16.9000	0.1034	445.0000	55.0000	0.1236	455.0000
8	0.8171	0.4256	0.1872	0.8169	0.0999	0.8631	17.0000	0.0963	344.0000	56.0000	0.1628	456.0000
9	0.7474	0.4252	0.1633	0.7927	0.1004	0.8253	16.8000	0.1312	362.0000	57.0000	0.1575	411.0000
10	0.7624	0.4199	0.1656	0.8318	0.0920	0.8603	17.0000	0.1074	314.0000	47.0000	0.1497	366.0000
11	0.8017	0.4182	0.1696	0.8172	0.0971	0.8663	16.7000	0.0876	370.0000	50.0000	0.1351	418.0000
12	0.8219	0.4232	0.1825	0.8585	0.1045	0.8920	17.1000	0.0817	369.0000	46.0000	0.1247	422.0000
13	0.8530	0.4273	0.1686	0.8372	0.0958	0.8887	16.8000	0.0726	366.0000	48.0000	0.1311	380.0000
14	0.7947	0.4302	0.1654	0.8222	0.0991	0.8666	16.9000	0.0885	352.0000	47.0000	0.1335	403.0000
15	0.7966	0.4244	0.1873	0.8108	0.1046	0.8619	16.9000	0.0880	425.0000	55.0000	0.1294	457.0000
16	0.7568	0.4265	0.1809	0.7968	0.1045	0.8312	16.8000	0.1260	395.0000	59.0000	0.1494	410.0000
17	0.8093	0.4211	0.1635	0.8229	0.0979	0.8554	16.9000	0.1129	373.0000	56.0000	0.1501	427.0000
18	0.7832	0.4174	0.1632	0.8500	0.0989	0.9054	16.8000	0.0712	370.0000	40.0000	0.1081	410.0000
19	0.7668	0.4244	0.1706	0.8183	0.1024	0.8257	16.9000	0.1303	370.0000	60.0000	0.1622	458.0000
20	0.8367	0.4232	0.1698	0.8169	0.0992	0.8702	16.9000	0.0839	346.0000	48.0000	0.1387	409.0000
21	0.7924	0.4219	0.1534	0.7976	0.0912	0.8500	16.9000	0.1168	335.0000	54.0000	0.1612	406.0000
22	0.7966	0.4285	0.1847	0.7820	0.1045	0.8834	16.7000	0.0822	397.0000	51.0000	0.1285	436.0000
