accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.5597	0.2499	0.6439	0.6799	0.3157	0.7935	32.7333	0.0945	2406.0000	405.0000	0.1683	2444.0000
2	0.5672	0.2499	0.6437	0.6833	0.3103	0.8025	33.1333	0.0911	2438.0000	388.0000	0.1591	2471.0000
3	0.5710	0.2499	0.6454	0.6881	0.3121	0.8071	33.0000	0.0918	2391.0000	386.0000	0.1614	2425.0000
4	0.5692	0.2499	0.6487	0.6986	0.3143	0.7992	32.7333	0.0957	2440.0000	395.0000	0.1619	2474.0000
5	0.5751	0.2499	0.6432	0.6803	0.3166	0.7993	32.9333	0.0946	2380.0000	390.0000	0.1639	2422.0000
6	0.5752	0.2499	0.6441	0.6780	0.3147	0.8032	32.6667	0.0877	2436.0000	391.0000	0.1605	2466.0000
7	0.5498	0.2499	0.6564	0.6675	0.3124	0.7972	33.0667	0.0894	2471.0000	401.0000	0.1623	2508.0000
8	0.5685	0.2499	0.6493	0.6748	0.3158	0.7987	33.1333	0.0890	2422.0000	390.0000	0.1610	2463.0000
9	0.5713	0.2499	0.6471	0.6858	0.3154	0.7986	32.6000	0.0982	2427.0000	393.0000	0.1619	2463.0000
10	0.5599	0.2499	0.6586	0.6800	0.3136	0.7981	33.0667	0.0945	2494.0000	400.0000	0.1604	2528.0000
11	0.5577	0.2499	0.6398	0.6796	0.3169	0.7984	33.4667	0.0912	2370.0000	401.0000	0.1692	2398.0000
12	0.5683	0.2499	0.6529	0.6812	0.3117	0.8046	32.9333	0.0929	2448.0000	379.0000	0.1548	2494.0000
13	0.5660	0.2499	0.6498	0.6699	0.3176	0.7973	32.8000	0.0892	2453.0000	391.0000	0.1594	2481.0000
14	0.5698	0.2499	0.6487	0.6843	0.3169	0.8030	32.6667	0.0896	2471.0000	390.0000	0.1578	2488.0000
15	0.5600	0.2499	0.6528	0.6886	0.3167	0.8013	32.8000	0.0866	2446.0000	391.0000	0.1599	2475.0000
16	0.5808	0.2499	0.6538	0.6853	0.3134	0.8063	32.8667	0.0879	2422.0000	384.0000	0.1585	2464.0000
17	0.5623	0.2499	0.6505	0.6846	0.3147	0.7970	33.2667	0.0915	2461.0000	396.0000	0.1609	2484.0000
18	0.5734	0.2499	0.6480	0.6671	0.3130	0.7973	33.0000	0.0913	2464.0000	405.0000	0.1644	2484.0000
19	0.5585	0.2499	0.6496	0.6632	0.3141	0.7932	33.1333	0.0935	2428.0000	399.0000	0.1643	2475.0000
20	0.5632	0.2499	0.6482	0.6967	0.3161	0.8057	33.0667	0.0876	2407.0000	382.0000	0.1587	2443.0000
21	0.5710	0.2499	0.6568	0.6882	0.3140	0.8078	32.8000	0.0872	2452.0000	382.0000	0.1558	2498.0000
22	0.5608	0.2499	0.6641	0.6852	0.3137	0.8005	33.1333	0.0897	2470.0000	389.0000	0.1575	2515.0000
23	0.5625	0.2499	0.6398	0.6844	0.3163	0.8018	33.2000	0.0925	2394.0000	394.0000	0.1646	2429.0000
24	0.5782	0.2499	0.6412	0.6891	0.3186	0.8026	33.6000	0.0913	2413.0000	385.0000	0.1596	2444.0000
25	0.5682	0.2499	0.6381	0.6864	0.3180	0.8009	33.2000	0.0928	2402.0000	399.0000	0.1661	2436.0000
26	0.5715	0.2499	0.6468	0.6673	0.3154	0.8022	33.0667	0.0875	2411.0000	392.0000	0.1626	2441.0000
27	0.5731	0.2499	0.6396	0.6842	0.3158	0.7962	33.0667	0.0939	2410.0000	401.0000	0.1664	2440.0000
28	0.5798	0.2499	0.6417	0.6916	0.3155	0.8007	33.0667	0.0982	2404.0000	395.0000	0.1643	2428.0000
29	0.5627	0.2499	0.6482	0.6834	0.3190	0.8022	33.2000	0.0902	2407.0000	396.0000	0.1645	2440.0000
30	0.5605	0.2499	0.6447	0.6761	0.3158	0.8005	32.8000	0.0905	2404.0000	393.0000	0.1635	2445.0000
31	0.5730	0.2499	0.6513	0.6723	0.3122	0.8021	32.7333	0.0880	2460.0000	390.0000	0.1585	2497.0000
32	0.5603	0.2499	0.6464	0.6789	0.3187	0.7985	32.4000	0.0880	2420.0000	395.0000	0.1632	2447.0000
33	0.5673	0.2499	0.6564	0.6747	0.3115	0.8020	32.7333	0.0876	2465.0000	401.0000	0.1627	2499.0000
34	0.5736	0.2499	0.6440	0.6762	0.3160	0.7944	33.0667	0.0973	2421.0000	404.0000	0.1669	2449.0000
35	0.5641	0.2499	0.6500	0.6948	0.3106	0.7998	33.1333	0.0925	2460.0000	398.0000	0.1618	2492.0000
36	0.5801	0.2499	0.6500	0.6784	0.3174	0.8048	33.0667	0.0853	2436.0000	388.0000	0.1593	2467.0000
37	0.5642	0.2499	0.6564	0.6772	0.3119	0.8002	33.1333	0.0951	2443.0000	392.0000	0.1605	2472.0000
38	0.5722	0.2499	0.6434	0.6923	0.3137	0.7999	33.0667	0.0945	2409.0000	388.0000	0.1611	2442.0000
39	0.5749	0.2499	0.6472	0.6710	0.3145	0.7983	32.8667	0.0933	2431.0000	392.0000	0.1613	2477.0000
40	0.5649	0.2499	0.6569	0.6951	0.3211	0.7941	33.0000	0.1004	2432.0000	400.0000	0.1645	2463.0000
41	0.5606	0.2499	0.6523	0.6829	0.3112	0.8035	32.9333	0.0892	2445.0000	385.0000	0.1575	2476.0000
42	0.5681	0.2499	0.6464	0.6929	0.3154	0.8039	33.3333	0.0947	2417.0000	386.0000	0.1597	2452.0000
43	0.5486	0.2499	0.6559	0.6777	0.3149	0.7921	32.9333	0.0950	2468.0000	403.0000	0.1633	2514.0000
44	0.5566	0.2499	0.6450	0.6772	0.3135	0.7978	33.2667	0.0942	2437.0000	402.0000	0.1650	2473.0000
45	0.5639	0.2499	0.6385	0.6736	0.3186	0.7919	32.9333	0.0946	2393.0000	405.0000	0.1692	2421.0000
46	0.5597	0.2499	0.6422	0.6675	0.3136	0.7927	33.0000	0.0941	2446.0000	405.0000	0.1656	2478.0000
47	0.5695	0.2499	0.6429	0.6867	0.3162	0.8010	33.0000	0.0917	2410.0000	387.0000	0.1606	2443.0000
48	0.5735	0.2499	0.6467	0.6841	0.3131	0.7971	32.6667	0.1006	2426.0000	398.0000	0.1641	2469.0000
49	0.5751	0.2499	0.6478	0.6838	0.3139	0.8076	33.0667	0.0898	2448.0000	379.0000	0.1548	2483.0000
50	0.5634	0.2499	0.6578	0.6830	0.3152	0.7979	33.0667	0.0943	2458.0000	390.0000	0.1587	2504.0000
51	0.5590	0.2499	0.6505	0.6737	0.3181	0.7952	33.0000	0.0913	2430.0000	397.0000	0.1634	2473.0000
