accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
37	0.5158	0.3172	0.3295	2.4558	0.0285	0.7140	32.1000	0.2137	2.9028	150.0000	0.2463	634.0000	0.4981	669.0000	1343.0000	0.9117	0.7953
38	0.5185	0.3192	0.3427	2.2723	0.0306	0.7364	33.0000	0.1949	2.8008	135.0000	0.2177	661.0000	0.5570	748.0000	1343.0000	0.9334	0.8100
39	0.5497	0.3187	0.3384	2.3186	0.0280	0.7234	32.7000	0.1912	2.7208	144.0000	0.2246	678.0000	0.5547	745.0000	1343.0000	0.9277	0.8066
40	0.5335	0.3172	0.3087	2.1479	0.0277	0.7462	34.1000	0.1907	2.7943	133.0000	0.2198	629.0000	0.4743	637.0000	1343.0000	0.9205	0.8066
41	0.5053	0.3187	0.3385	2.0577	0.0254	0.7248	32.4000	0.2041	2.7800	137.0000	0.2224	641.0000	0.5517	741.0000	1343.0000	0.9438	0.8113
42	0.5124	0.3177	0.3264	2.3620	0.0305	0.7454	32.3000	0.1659	2.6140	144.0000	0.2078	721.0000	0.5517	741.0000	1343.0000	0.9404	0.7992
43	0.5166	0.3182	0.3399	2.3406	0.0292	0.7286	32.0000	0.1812	2.7058	143.0000	0.2131	690.0000	0.5517	741.0000	1343.0000	0.9362	0.7788
44	0.4962	0.3187	0.3362	2.1350	0.0291	0.7222	31.9000	0.2041	2.8567	151.0000	0.2295	689.0000	0.5093	684.0000	1343.0000	0.9289	0.8049
45	0.4746	0.3202	0.3437	2.2470	0.0269	0.7172	33.3000	0.2228	2.7670	150.0000	0.2362	676.0000	0.5465	734.0000	1343.0000	0.9142	0.8074
46	0.5313	0.3202	0.3492	2.6257	0.0304	0.7373	33.1000	0.1770	2.7218	140.0000	0.2099	684.0000	0.5674	762.0000	1343.0000	0.9298	0.7846
47	0.4988	0.3197	0.3363	2.2726	0.0303	0.7178	32.6000	0.2030	2.8395	151.0000	0.2337	664.0000	0.5197	698.0000	1343.0000	0.9262	0.8025
48	0.5181	0.3187	0.3286	2.3150	0.0287	0.7249	33.1000	0.1984	2.8149	146.0000	0.2274	673.0000	0.5190	697.0000	1343.0000	0.9257	0.7979
49	0.5446	0.3182	0.3167	2.0767	0.0277	0.7459	32.6000	0.1816	2.8204	136.0000	0.2219	652.0000	0.4974	668.0000	1343.0000	0.9448	0.8012
50	0.5311	0.3182	0.3108	2.3035	0.0298	0.7201	33.0000	0.2076	2.7737	151.0000	0.2408	649.0000	0.5034	676.0000	1343.0000	0.9076	0.8090
51	0.5139	0.3182	0.3413	2.3154	0.0301	0.7144	32.5000	0.2181	2.6667	146.0000	0.2212	707.0000	0.5652	759.0000	1343.0000	0.9180	0.7866
52	0.5562	0.3192	0.3287	2.1558	0.0319	0.7489	32.6000	0.1902	2.8260	126.0000	0.2036	642.0000	0.5220	701.0000	1343.0000	0.9361	0.8165
53	0.4924	0.3197	0.3356	2.1886	0.0282	0.7420	32.3000	0.1794	2.7613	136.0000	0.2061	684.0000	0.5272	708.0000	1343.0000	0.9386	0.8054
54	0.5501	0.3182	0.3398	2.2103	0.0325	0.7480	32.9000	0.1912	2.6229	147.0000	0.2094	737.0000	0.5845	785.0000	1343.0000	0.9254	0.8022
55	0.5251	0.3182	0.3396	2.3141	0.0291	0.6972	33.1000	0.2259	2.9111	154.0000	0.2464	640.0000	0.4944	664.0000	1343.0000	0.9187	0.8143
56	0.5328	0.3192	0.3153	2.4051	0.0258	0.7206	32.9000	0.1987	2.7091	138.0000	0.2160	664.0000	0.5324	715.0000	1343.0000	0.9277	0.7860
57	0.5626	0.3187	0.3407	2.2458	0.0298	0.7402	32.3000	0.2011	2.7423	136.0000	0.2152	651.0000	0.5316	714.0000	1343.0000	0.9155	0.8069
58	0.5378	0.3202	0.3297	2.2024	0.0313	0.7392	32.5000	0.1984	2.8246	137.0000	0.2154	662.0000	0.5138	690.0000	1343.0000	0.9350	0.7932
59	0.5057	0.3187	0.3300	2.2033	0.0272	0.7118	33.4000	0.2115	2.8021	146.0000	0.2310	659.0000	0.5078	682.0000	1343.0000	0.9302	0.8057
60	0.5523	0.3187	0.3356	2.2305	0.0276	0.7316	32.8000	0.1957	2.9171	140.0000	0.2291	629.0000	0.5212	700.0000	1343.0000	0.9046	0.8017
61	0.5131	0.3172	0.3307	2.5191	0.0315	0.7126	32.8000	0.2073	2.7817	148.0000	0.2256	680.0000	0.5220	701.0000	1343.0000	0.9368	0.7774
62	0.5363	0.3172	0.3274	2.2946	0.0297	0.7120	33.1000	0.2200	2.7616	146.0000	0.2340	672.0000	0.5309	713.0000	1343.0000	0.9152	0.8023
63	0.5374	0.3177	0.3400	2.1930	0.0329	0.7287	33.1000	0.1925	2.7510	151.0000	0.2230	689.0000	0.5443	731.0000	1343.0000	0.9158	0.8120
64	0.5119	0.3187	0.3135	2.1381	0.0239	0.7254	33.0000	0.2039	2.7555	142.0000	0.2294	630.0000	0.5115	687.0000	1343.0000	0.9159	0.8126
65	0.5444	0.3177	0.3189	2.3877	0.0251	0.7200	33.8000	0.2078	2.8371	144.0000	0.2368	632.0000	0.4937	663.0000	1343.0000	0.9114	0.7890
66	0.5249	0.3172	0.3296	2.2072	0.0288	0.7312	33.3000	0.1883	2.7940	143.0000	0.2288	642.0000	0.5205	699.0000	1343.0000	0.9112	0.8045
67	0.5442	0.3182	0.3514	2.3384	0.0285	0.7539	32.5000	0.1697	2.8519	136.0000	0.2145	662.0000	0.5428	729.0000	1343.0000	0.9290	0.7970
68	0.5111	0.3182	0.3376	2.1897	0.0288	0.7433	32.2000	0.1798	2.7281	141.0000	0.2173	680.0000	0.5532	743.0000	1343.0000	0.9279	0.8028
69	0.5264	0.3192	0.3331	2.2062	0.0289	0.7117	32.8000	0.2324	2.7983	143.0000	0.2295	640.0000	0.5168	694.0000	1343.0000	0.9203	0.8005
70	0.5326	0.3177	0.3346	2.1541	0.0291	0.7375	33.2000	0.1906	2.7874	139.0000	0.2162	662.0000	0.5078	682.0000	1343.0000	0.9290	0.8113
71	0.5275	0.3187	0.3262	2.3344	0.0254	0.7304	32.5000	0.1881	2.7887	137.0000	0.2268	643.0000	0.5145	691.0000	1343.0000	0.9300	0.8073
72	0.5315	0.3177	0.3368	2.2188	0.0310	0.7411	33.4000	0.2021	2.7830	143.0000	0.2248	658.0000	0.5354	719.0000	1343.0000	0.9179	0.8067
73	0.5496	0.3177	0.3186	2.3431	0.0275	0.7287	33.3000	0.1934	2.8587	141.0000	0.2256	647.0000	0.4899	658.0000	1343.0000	0.9351	0.7938
74	0.4972	0.3187	0.3229	2.5997	0.0244	0.6929	32.9000	0.2330	2.7104	152.0000	0.2444	662.0000	0.5220	701.0000	1343.0000	0.9033	0.7952
75	0.5736	0.3192	0.3435	2.2347	0.0293	0.7392	32.9000	0.1935	2.8077	139.0000	0.2220	652.0000	0.5421	728.0000	1343.0000	0.9248	0.8029
76	0.5407	0.3187	0.3327	2.0809	0.0322	0.7543	33.1000	0.1835	2.9061	139.0000	0.2199	655.0000	0.4996	671.0000	1343.0000	0.9328	0.8165
77	0.5159	0.3177	0.3477	2.3662	0.0297	0.7156	32.9000	0.2108	2.7039	155.0000	0.2341	710.0000	0.5607	753.0000	1343.0000	0.9254	0.7866
78	0.5249	0.3177	0.3300	2.2906	0.0311	0.7284	32.5000	0.2029	2.7129	147.0000	0.2214	695.0000	0.5421	728.0000	1343.0000	0.9252	0.7997
79	0.5088	0.3182	0.3473	2.2580	0.0302	0.7182	32.7000	0.2206	2.7442	149.0000	0.2251	690.0000	0.5473	735.0000	1343.0000	0.9159	0.7962
80	0.5461	0.3192	0.3144	2.1097	0.0281	0.7484	32.3000	0.1792	2.7997	131.0000	0.2235	620.0000	0.5019	674.0000	1343.0000	0.9274	0.8142
81	0.5268	0.3192	0.3340	2.1450	0.0268	0.7423	32.7000	0.1971	2.7607	137.0000	0.2168	662.0000	0.5383	723.0000	1343.0000	0.9335	0.8023
82	0.5049	0.3187	0.3254	2.2535	0.0257	0.7195	32.2000	0.2005	2.8009	144.0000	0.2297	643.0000	0.5123	688.0000	1343.0000	0.9331	0.7906
83	0.5564	0.3182	0.3297	2.3596	0.0298	0.7179	33.3000	0.2022	2.8057	150.0000	0.2294	684.0000	0.5212	700.0000	1343.0000	0.9181	0.7937
84	0.5050	0.3182	0.3278	2.3203	0.0255	0.7325	31.7000	0.1858	2.5975	139.0000	0.2053	718.0000	0.5882	790.0000	1343.0000	0.9415	0.7795
85	0.5040	0.3192	0.3397	2.2182	0.0248	0.7156	32.3000	0.2117	2.6888	145.0000	0.2331	660.0000	0.5599	752.0000	1343.0000	0.9273	0.7934
86	0.5337	0.3172	0.3501	2.3657	0.0307	0.7260	31.7000	0.2032	2.7274	141.0000	0.2014	704.0000	0.5681	763.0000	1343.0000	0.9261	0.7895
87	0.5279	0.3192	0.3290	2.3323	0.0280	0.7309	32.6000	0.2024	2.8671	135.0000	0.2292	620.0000	0.5153	692.0000	1343.0000	0.9258	0.7981
88	0.5215	0.3192	0.3559	2.2724	0.0320	0.7336	33.8000	0.1942	2.5821	147.0000	0.2016	760.0000	0.5897	792.0000	1343.0000	0.9474	0.7755
89	0.4908	0.3187	0.3329	2.3065	0.0253	0.7045	32.4000	0.2260	2.7176	140.0000	0.2194	646.0000	0.5406	726.0000	1343.0000	0.9288	0.8025
90	0.5521	0.3182	0.3314	2.3333	0.0269	0.7451	32.2000	0.1803	2.7963	141.0000	0.2249	657.0000	0.5227	702.0000	1343.0000	0.9163	0.7951
91	0.5181	0.3192	0.3494	2.4864	0.0293	0.7070	32.3000	0.2088	2.7087	156.0000	0.2335	697.0000	0.5674	762.0000	1343.0000	0.9211	0.7789
92	0.5028	0.3192	0.3294	2.2521	0.0265	0.7257	32.8000	0.2068	2.6168	141.0000	0.2111	702.0000	0.5577	749.0000	1343.0000	0.9345	0.7963
93	0.5234	0.3187	0.3193	2.1420	0.0289	0.7381	33.7000	0.1966	2.7157	135.0000	0.2113	662.0000	0.5264	707.0000	1343.0000	0.9290	0.8068
94	0.5106	0.3182	0.3308	2.2919	0.0284	0.7195	33.5000	0.1934	2.8796	147.0000	0.2283	648.0000	0.5071	681.0000	1343.0000	0.9259	0.8046
95	0.5021	0.3172	0.3254	2.3238	0.0279	0.7189	32.9000	0.2069	2.8191	137.0000	0.2175	664.0000	0.5063	680.0000	1343.0000	0.9398	0.7904
96	0.5142	0.3187	0.3367	2.3863	0.0293	0.7234	33.0000	0.2031	2.7189	150.0000	0.2344	673.0000	0.5562	747.0000	1343.0000	0.9227	0.7941
97	0.5259	0.3182	0.3160	2.2166	0.0265	0.7336	32.5000	0.2012	2.8956	139.0000	0.2313	628.0000	0.4780	642.0000	1343.0000	0.9204	0.8086
98	0.5180	0.3187	0.3170	2.2568	0.0279	0.7312	32.7000	0.2032	2.8537	141.0000	0.2323	623.0000	0.4885	656.0000	1343.0000	0.9165	0.7987
99	0.5063	0.3172	0.3332	2.2415	0.0250	0.6980	33.8000	0.2300	2.7458	160.0000	0.2496	679.0000	0.5331	716.0000	1343.0000	0.9116	0.7985
100	0.4634	0.3187	0.3462	2.3232	0.0264	0.7267	33.1000	0.1925	2.8557	152.0000	0.2476	656.0000	0.5212	700.0000	1343.0000	0.9101	0.8047
