accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
540	0.5293	0.5772	0.3759	0.7794	0.0903	0.7497	35.7500	0.1606	3.2056	184.0000	0.2283	811.0000	0.4746	467.0000	984.0000
541	0.4930	0.5772	0.3417	0.8088	0.0773	0.7376	35.5000	0.1906	3.4619	176.0000	0.2514	702.0000	0.4533	446.0000	984.0000
542	0.5295	0.5657	0.3485	0.8083	0.0804	0.7472	34.7500	0.1636	3.3727	167.0000	0.2319	723.0000	0.4390	432.0000	984.0000
543	0.5230	0.5805	0.3631	0.7872	0.0804	0.7497	35.2500	0.1529	3.2490	180.0000	0.2314	785.0000	0.4898	482.0000	984.0000
544	0.5121	0.5855	0.3644	0.8044	0.0778	0.7616	35.5000	0.1613	3.4330	178.0000	0.2383	753.0000	0.4624	455.0000	984.0000
545	0.5351	0.5904	0.3715	0.7821	0.0803	0.7543	35.3750	0.1636	3.3693	170.0000	0.2249	761.0000	0.4898	482.0000	984.0000
546	0.5421	0.5745	0.3581	0.7909	0.0718	0.7606	35.6250	0.1426	3.2623	174.0000	0.2317	755.0000	0.4959	488.0000	984.0000
547	0.5177	0.5761	0.3697	0.7783	0.0829	0.7427	35.5000	0.1743	3.1932	186.0000	0.2388	784.0000	0.5102	502.0000	984.0000
548	0.4970	0.5767	0.3517	0.7938	0.0814	0.7380	36.0000	0.1932	3.2655	186.0000	0.2480	756.0000	0.4593	452.0000	984.0000
549	0.5006	0.5701	0.3547	0.8108	0.0831	0.7578	35.3750	0.1753	3.1639	165.0000	0.2160	767.0000	0.4837	476.0000	984.0000
550	0.5384	0.5739	0.3610	0.7900	0.0771	0.7654	36.0000	0.1585	3.2568	171.0000	0.2308	743.0000	0.4827	475.0000	984.0000
551	0.5257	0.5712	0.3623	0.7921	0.0757	0.7630	35.6250	0.1446	3.1863	172.0000	0.2243	770.0000	0.4909	483.0000	984.0000
552	0.5154	0.5767	0.3698	0.8010	0.0816	0.7507	35.8750	0.1554	3.2184	174.0000	0.2161	810.0000	0.4980	490.0000	984.0000
553	0.5023	0.5734	0.3525	0.8106	0.0777	0.7671	36.1250	0.1360	3.3590	164.0000	0.2172	758.0000	0.4756	468.0000	984.0000
554	0.5581	0.5750	0.3638	0.7885	0.0808	0.7677	34.7500	0.1468	3.3312	163.0000	0.2261	725.0000	0.4665	459.0000	984.0000
555	0.4951	0.5794	0.3749	0.7996	0.0842	0.7700	35.7500	0.1697	3.3640	172.0000	0.2194	789.0000	0.4746	467.0000	984.0000
556	0.5555	0.5882	0.3708	0.8034	0.0872	0.7632	35.8750	0.1619	3.4289	178.0000	0.2370	755.0000	0.4502	443.0000	984.0000
557	0.5175	0.5805	0.3557	0.8127	0.0802	0.7681	35.3750	0.1408	3.2718	166.0000	0.2193	762.0000	0.5122	504.0000	984.0000
558	0.5389	0.5794	0.3579	0.8006	0.0812	0.7432	35.7500	0.1753	3.4031	177.0000	0.2395	743.0000	0.4563	449.0000	984.0000
559	0.5062	0.5712	0.3529	0.7823	0.0792	0.7215	36.3750	0.1740	3.2655	192.0000	0.2581	747.0000	0.4746	467.0000	984.0000
560	0.5117	0.5750	0.3528	0.7854	0.0777	0.7533	35.6250	0.1628	3.1890	174.0000	0.2302	758.0000	0.4787	471.0000	984.0000
561	0.5532	0.5761	0.3766	0.7821	0.0807	0.7528	35.5000	0.1524	3.2877	179.0000	0.2246	801.0000	0.5051	497.0000	984.0000
562	0.5340	0.5822	0.3680	0.7967	0.0799	0.7561	35.3750	0.1632	3.4351	175.0000	0.2315	760.0000	0.4695	462.0000	984.0000
563	0.5213	0.5805	0.3565	0.7778	0.0783	0.7589	35.7500	0.1694	3.2390	170.0000	0.2211	776.0000	0.5102	502.0000	984.0000
564	0.5150	0.5635	0.3431	0.7967	0.0739	0.7477	35.7500	0.1475	3.4269	169.0000	0.2421	704.0000	0.4380	431.0000	984.0000
565	0.4973	0.5739	0.3606	0.7961	0.0793	0.7580	35.6250	0.1466	3.2432	177.0000	0.2311	770.0000	0.4848	477.0000	984.0000
566	0.5245	0.5844	0.3686	0.7994	0.0800	0.7474	35.6250	0.1498	3.1934	174.0000	0.2283	767.0000	0.4939	486.0000	984.0000
567	0.5380	0.5811	0.3737	0.8036	0.0845	0.7436	35.7500	0.1624	3.5142	181.0000	0.2466	736.0000	0.4644	457.0000	984.0000
568	0.5369	0.5772	0.3543	0.8008	0.0774	0.7451	35.0000	0.1613	3.3886	168.0000	0.2320	730.0000	0.4654	458.0000	984.0000
569	0.5662	0.5739	0.3565	0.7954	0.0837	0.7872	35.3750	0.1337	3.2511	166.0000	0.2134	781.0000	0.4573	450.0000	984.0000
570	0.5203	0.5690	0.3545	0.8196	0.0719	0.7550	35.2500	0.1598	3.2945	168.0000	0.2327	726.0000	0.4624	455.0000	984.0000
571	0.5007	0.5701	0.3453	0.8069	0.0732	0.7442	34.7500	0.1481	3.2135	168.0000	0.2243	754.0000	0.4807	473.0000	984.0000
572	0.5372	0.5794	0.3549	0.7842	0.0763	0.7694	35.1250	0.1374	3.2276	166.0000	0.2219	751.0000	0.5000	492.0000	984.0000
573	0.5289	0.5800	0.3533	0.8036	0.0831	0.7701	35.1250	0.1588	3.3741	170.0000	0.2246	759.0000	0.4400	433.0000	984.0000
574	0.5161	0.5728	0.3454	0.7933	0.0743	0.7498	35.6250	0.1649	3.2822	170.0000	0.2307	740.0000	0.4898	482.0000	984.0000
575	0.5558	0.5767	0.3747	0.7953	0.0784	0.7751	35.6250	0.1322	3.3540	166.0000	0.2145	779.0000	0.4909	483.0000	984.0000
576	0.5158	0.5657	0.3522	0.7879	0.0776	0.7443	35.5000	0.1767	3.1677	171.0000	0.2355	730.0000	0.4726	465.0000	984.0000
577	0.5519	0.5772	0.3550	0.7878	0.0780	0.7923	35.2500	0.1175	3.2026	163.0000	0.2156	759.0000	0.4715	464.0000	984.0000
578	0.5285	0.5778	0.3568	0.8012	0.0791	0.7614	36.0000	0.1424	3.1715	167.0000	0.2203	760.0000	0.4858	478.0000	984.0000
579	0.5369	0.5717	0.3548	0.8035	0.0744	0.7628	35.6250	0.1512	3.2073	164.0000	0.2158	765.0000	0.4756	468.0000	984.0000
580	0.5154	0.5822	0.3694	0.7795	0.0790	0.7365	35.5000	0.1662	3.3188	183.0000	0.2421	759.0000	0.4654	458.0000	984.0000
581	0.5464	0.5734	0.3707	0.8023	0.0803	0.7525	35.1250	0.1584	3.2515	170.0000	0.2246	761.0000	0.4970	489.0000	984.0000
582	0.5327	0.5712	0.3561	0.7943	0.0711	0.7650	35.6250	0.1648	3.3957	167.0000	0.2236	749.0000	0.4776	470.0000	984.0000
583	0.5403	0.5767	0.3631	0.8013	0.0775	0.7439	35.6250	0.1507	3.2987	174.0000	0.2320	752.0000	0.4695	462.0000	984.0000
584	0.5187	0.5789	0.3653	0.7962	0.0778	0.7515	35.7500	0.1614	3.3866	181.0000	0.2446	743.0000	0.4837	476.0000	984.0000
585	0.5346	0.5800	0.3512	0.8099	0.0753	0.7462	35.3750	0.1647	3.4564	172.0000	0.2440	707.0000	0.4431	436.0000	984.0000
586	0.4998	0.5789	0.3481	0.7891	0.0721	0.7401	35.8750	0.1717	3.3434	178.0000	0.2392	748.0000	0.4380	431.0000	984.0000
587	0.5130	0.5723	0.3436	0.8022	0.0725	0.7481	35.7500	0.1445	3.3712	179.0000	0.2449	734.0000	0.4299	423.0000	984.0000
588	0.5281	0.5827	0.3690	0.7895	0.0762	0.7670	35.1250	0.1347	3.2904	174.0000	0.2272	773.0000	0.4970	489.0000	984.0000
589	0.5251	0.5816	0.3571	0.7999	0.0792	0.7546	35.0000	0.1840	3.3054	174.0000	0.2336	747.0000	0.4726	465.0000	984.0000
590	0.5224	0.5816	0.3526	0.7842	0.0791	0.7674	35.7500	0.1590	3.2550	175.0000	0.2285	770.0000	0.5102	502.0000	984.0000
591	0.5357	0.5794	0.3615	0.8090	0.0810	0.7623	35.0000	0.1647	3.3448	165.0000	0.2212	748.0000	0.4746	467.0000	984.0000
592	0.5400	0.5778	0.3602	0.7964	0.0804	0.7749	35.7500	0.1536	3.3629	170.0000	0.2267	756.0000	0.4817	474.0000	984.0000
593	0.4990	0.5706	0.3588	0.7897	0.0758	0.7618	35.7500	0.1617	3.2354	175.0000	0.2312	763.0000	0.4533	446.0000	984.0000
594	0.4622	0.5684	0.3515	0.7890	0.0702	0.7503	35.6250	0.1691	3.3677	174.0000	0.2384	734.0000	0.4533	446.0000	984.0000
595	0.5342	0.5750	0.3532	0.8004	0.0809	0.7669	35.8750	0.1504	3.2667	172.0000	0.2287	754.0000	0.4726	465.0000	984.0000
596	0.5218	0.5662	0.3506	0.7940	0.0814	0.7506	35.3750	0.1798	3.2652	171.0000	0.2292	749.0000	0.4675	460.0000	984.0000
597	0.4950	0.5695	0.3472	0.8008	0.0742	0.7624	35.3750	0.1588	3.2178	163.0000	0.2153	760.0000	0.4807	473.0000	984.0000
598	0.5016	0.5805	0.3629	0.7966	0.0765	0.7286	35.0000	0.1784	3.3505	183.0000	0.2480	741.0000	0.4726	465.0000	984.0000
599	0.4977	0.5728	0.3610	0.8105	0.0761	0.7482	35.6250	0.1948	3.2845	160.0000	0.2174	740.0000	0.4858	478.0000	984.0000
600	0.5285	0.5679	0.3506	0.7947	0.0778	0.7490	35.6250	0.1574	3.2906	172.0000	0.2412	717.0000	0.4756	468.0000	984.0000
601	0.5370	0.5717	0.3627	0.8176	0.0821	0.7847	35.2500	0.1515	3.2080	164.0000	0.2181	755.0000	0.5081	500.0000	984.0000
602	0.5319	0.5789	0.3586	0.7860	0.0824	0.7609	35.6250	0.1401	3.4056	173.0000	0.2304	753.0000	0.4685	461.0000	984.0000
603	0.5105	0.5723	0.3510	0.7919	0.0752	0.7605	35.6250	0.1615	3.3462	173.0000	0.2357	738.0000	0.4726	465.0000	984.0000
604	0.5116	0.5893	0.3778	0.8167	0.0836	0.7527	36.1250	0.1622	3.4103	182.0000	0.2370	773.0000	0.4533	446.0000	984.0000
605	0.5238	0.5756	0.3546	0.7960	0.0783	0.7680	35.5000	0.1378	3.2602	171.0000	0.2204	778.0000	0.4959	488.0000	984.0000
606	0.5084	0.5761	0.3594	0.8103	0.0761	0.7593	35.8750	0.1491	3.2795	172.0000	0.2228	778.0000	0.4909	483.0000	984.0000
607	0.5190	0.5811	0.3607	0.8017	0.0802	0.7601	35.2500	0.1627	3.4292	171.0000	0.2292	750.0000	0.4593	452.0000	984.0000
608	0.5183	0.5789	0.3793	0.7983	0.0867	0.7504	36.0000	0.1767	3.4914	175.0000	0.2427	725.0000	0.4715	464.0000	984.0000
609	0.5082	0.5811	0.3617	0.8049	0.0873	0.7717	36.1250	0.1606	3.3445	170.0000	0.2276	751.0000	0.4837	476.0000	984.0000
610	0.5106	0.5734	0.3491	0.7801	0.0761	0.7331	34.6250	0.1759	3.2584	178.0000	0.2462	725.0000	0.4522	445.0000	984.0000
611	0.5383	0.5745	0.3669	0.8044	0.0764	0.7712	35.1250	0.1401	3.2196	167.0000	0.2158	780.0000	0.5091	501.0000	984.0000
612	0.5078	0.5690	0.3487	0.8030	0.0748	0.7519	35.3750	0.1658	3.1268	166.0000	0.2213	754.0000	0.5051	497.0000	984.0000
613	0.5138	0.5745	0.3603	0.7967	0.0775	0.7601	35.6250	0.1609	3.2057	174.0000	0.2275	770.0000	0.4990	491.0000	984.0000
614	0.5453	0.5745	0.3563	0.8148	0.0839	0.7796	35.5000	0.1454	3.2594	156.0000	0.2053	762.0000	0.4858	478.0000	984.0000
615	0.4865	0.5783	0.3579	0.8001	0.0837	0.7554	35.1250	0.1712	3.3326	172.0000	0.2324	746.0000	0.4705	463.0000	984.0000
616	0.5188	0.5745	0.3405	0.8077	0.0779	0.7552	35.6250	0.1708	3.2630	174.0000	0.2420	722.0000	0.4482	441.0000	984.0000
617	0.5381	0.5800	0.3607	0.7896	0.0856	0.7643	35.1250	0.1569	3.2372	177.0000	0.2238	793.0000	0.4756	468.0000	984.0000
618	0.5079	0.5827	0.3785	0.7817	0.0788	0.7358	35.5000	0.1739	3.3566	183.0000	0.2299	802.0000	0.4959	488.0000	984.0000
619	0.4974	0.5800	0.3666	0.8151	0.0761	0.7786	36.2500	0.1401	3.2782	176.0000	0.2277	777.0000	0.4858	478.0000	984.0000
620	0.5262	0.5728	0.3589	0.7988	0.0829	0.7703	35.2500	0.1269	3.2500	167.0000	0.2186	767.0000	0.4878	480.0000	984.0000
621	0.5090	0.5822	0.3617	0.8034	0.0832	0.7551	35.5000	0.1640	3.2910	172.0000	0.2263	764.0000	0.4959	488.0000	984.0000
622	0.5368	0.5723	0.3497	0.8013	0.0783	0.7500	35.5000	0.1680	3.2495	171.0000	0.2339	734.0000	0.4644	457.0000	984.0000
623	0.5220	0.5745	0.3458	0.7987	0.0750	0.7490	34.8750	0.1579	3.3621	170.0000	0.2364	721.0000	0.4350	428.0000	984.0000
624	0.5136	0.5778	0.3423	0.7934	0.0750	0.7495	35.5000	0.1840	3.3628	174.0000	0.2489	702.0000	0.4482	441.0000	984.0000
625	0.4884	0.5833	0.3621	0.7888	0.0719	0.7464	35.3750	0.1513	3.3071	173.0000	0.2304	756.0000	0.4898	482.0000	984.0000
626	0.5058	0.5761	0.3556	0.8033	0.0796	0.7589	36.0000	0.1617	3.3978	170.0000	0.2234	766.0000	0.4726	465.0000	984.0000
627	0.5119	0.5849	0.3683	0.8027	0.0842	0.7533	36.0000	0.1690	3.1708	179.0000	0.2246	801.0000	0.4939	486.0000	984.0000
628	0.4800	0.5789	0.3675	0.7832	0.0763	0.7575	35.5000	0.1387	3.2887	173.0000	0.2204	790.0000	0.4858	478.0000	984.0000
629	0.5290	0.5805	0.3575	0.7967	0.0754	0.7428	35.3750	0.1575	3.3761	179.0000	0.2409	745.0000	0.4512	444.0000	984.0000
630	0.5393	0.5899	0.3757	0.7984	0.0782	0.7592	35.7500	0.1400	3.3320	185.0000	0.2330	797.0000	0.4898	482.0000	984.0000
631	0.5323	0.5888	0.3556	0.7910	0.0761	0.7582	35.5000	0.1492	3.3755	178.0000	0.2351	761.0000	0.4898	482.0000	984.0000
632	0.5166	0.5778	0.3594	0.8074	0.0818	0.7537	35.0000	0.1588	3.3130	172.0000	0.2312	746.0000	0.4837	476.0000	984.0000
633	0.5406	0.5860	0.3649	0.7913	0.0837	0.7718	35.2500	0.1579	3.3750	166.0000	0.2161	774.0000	0.4797	472.0000	984.0000
634	0.4994	0.5844	0.3648	0.7990	0.0792	0.7620	35.5000	0.1740	3.3197	174.0000	0.2277	767.0000	0.4705	463.0000	984.0000
635	0.5201	0.5805	0.3654	0.7907	0.0816	0.7292	35.5000	0.1936	3.3664	186.0000	0.2507	746.0000	0.4604	453.0000	984.0000
636	0.5111	0.5668	0.3429	0.7882	0.0738	0.7364	34.8750	0.1769	3.4796	174.0000	0.2479	706.0000	0.4492	442.0000	984.0000
637	0.5532	0.5767	0.3570	0.8136	0.0788	0.7670	35.8750	0.1491	3.2711	169.0000	0.2218	764.0000	0.4685	461.0000	984.0000
638	0.5198	0.5761	0.3547	0.8052	0.0784	0.7816	35.6250	0.1425	3.2833	164.0000	0.2195	749.0000	0.4807	473.0000	984.0000
639	0.5202	0.5789	0.3621	0.7833	0.0804	0.7462	35.5000	0.1584	3.2211	183.0000	0.2256	815.0000	0.5102	502.0000	984.0000
640	0.5383	0.5794	0.3679	0.7927	0.0749	0.7667	36.0000	0.1452	3.3362	175.0000	0.2288	769.0000	0.4715	464.0000	984.0000
641	0.5119	0.5673	0.3564	0.7850	0.0681	0.7608	34.7500	0.1499	3.3002	174.0000	0.2308	757.0000	0.4807	473.0000	984.0000
642	0.5391	0.5657	0.3457	0.7882	0.0833	0.7515	35.1250	0.1659	3.1568	173.0000	0.2235	779.0000	0.4990	491.0000	984.0000
643	0.5170	0.5767	0.3593	0.7738	0.0747	0.7566	35.5000	0.1585	3.2441	176.0000	0.2307	767.0000	0.4746	467.0000	984.0000
644	0.5567	0.5800	0.3410	0.7922	0.0736	0.7697	35.3750	0.1462	3.2180	160.0000	0.2054	782.0000	0.4848	477.0000	984.0000
645	0.5161	0.5767	0.3651	0.8052	0.0841	0.7404	35.2500	0.1822	3.3138	173.0000	0.2319	749.0000	0.4858	478.0000	984.0000
646	0.5001	0.5717	0.3536	0.7784	0.0736	0.7429	35.7500	0.1687	3.1895	182.0000	0.2401	763.0000	0.5041	496.0000	984.0000
647	0.5081	0.5646	0.3518	0.8128	0.0738	0.7737	35.6250	0.1517	3.2122	161.0000	0.2209	733.0000	0.4502	443.0000	984.0000
648	0.5094	0.5866	0.3764	0.7882	0.0835	0.7567	35.3750	0.1585	3.3475	182.0000	0.2188	836.0000	0.4797	472.0000	984.0000
649	0.5173	0.5701	0.3673	0.7892	0.0728	0.7507	35.6250	0.1530	3.4460	173.0000	0.2357	737.0000	0.4421	435.0000	984.0000
650	0.5034	0.5690	0.3401	0.7985	0.0724	0.7449	35.2500	0.1766	3.2989	172.0000	0.2386	723.0000	0.4624	455.0000	984.0000
651	0.4911	0.5899	0.3659	0.7894	0.0758	0.7438	36.1250	0.1663	3.3026	184.0000	0.2300	804.0000	0.5071	499.0000	984.0000
652	0.5315	0.5717	0.3506	0.8056	0.0761	0.7556	35.6250	0.1545	3.2661	171.0000	0.2375	726.0000	0.4583	451.0000	984.0000
653	0.5198	0.5904	0.3633	0.8005	0.0779	0.7421	35.3750	0.1742	3.4571	183.0000	0.2450	749.0000	0.4624	455.0000	984.0000
654	0.5293	0.5657	0.3445	0.7983	0.0820	0.7726	35.6250	0.1560	3.2271	168.0000	0.2199	767.0000	0.4654	458.0000	984.0000
655	0.4920	0.5690	0.3437	0.8036	0.0745	0.7531	35.6250	0.1710	3.1586	166.0000	0.2246	742.0000	0.4614	454.0000	984.0000
656	0.4929	0.5739	0.3508	0.8109	0.0763	0.7494	35.1250	0.1617	3.2437	170.0000	0.2276	749.0000	0.4837	476.0000	984.0000
657	0.5136	0.5767	0.3702	0.7994	0.0855	0.7604	35.3750	0.1676	3.4110	179.0000	0.2399	751.0000	0.4624	455.0000	984.0000
658	0.4997	0.5712	0.3425	0.7984	0.0675	0.7420	35.8750	0.1566	3.3215	178.0000	0.2465	726.0000	0.4583	451.0000	984.0000
659	0.5164	0.5937	0.3662	0.8033	0.0827	0.7564	35.8750	0.1470	3.2451	180.0000	0.2211	817.0000	0.5142	506.0000	984.0000
660	0.5379	0.5800	0.3635	0.8013	0.0801	0.7573	35.8750	0.1421	3.4115	180.0000	0.2419	748.0000	0.4593	452.0000	984.0000
661	0.5234	0.5767	0.3562	0.8062	0.0783	0.7495	35.6250	0.1569	3.3946	173.0000	0.2335	744.0000	0.4482	441.0000	984.0000
662	0.5295	0.5734	0.3504	0.7857	0.0801	0.7664	35.6250	0.1571	3.0978	167.0000	0.2098	799.0000	0.5193	511.0000	984.0000
663	0.4891	0.5684	0.3580	0.8005	0.0700	0.7418	35.2500	0.1685	3.2189	174.0000	0.2380	736.0000	0.5152	507.0000	984.0000
664	0.5342	0.5772	0.3598	0.7789	0.0794	0.7256	35.6250	0.1714	3.3732	190.0000	0.2617	730.0000	0.4329	426.0000	984.0000
665	0.5163	0.5794	0.3481	0.7936	0.0691	0.7480	35.7500	0.1599	3.3919	169.0000	0.2370	716.0000	0.4512	444.0000	984.0000
666	0.4927	0.5838	0.3580	0.7891	0.0757	0.7461	36.3750	0.1764	3.2710	171.0000	0.2244	767.0000	0.4949	487.0000	984.0000
667	0.5465	0.5783	0.3508	0.7950	0.0717	0.7481	35.3750	0.1534	3.3217	175.0000	0.2404	732.0000	0.4675	460.0000	984.0000
668	0.5349	0.5860	0.3648	0.7898	0.0770	0.7461	35.8750	0.1614	3.5152	177.0000	0.2415	737.0000	0.4675	460.0000	984.0000
669	0.5298	0.5734	0.3554	0.8256	0.0777	0.7572	35.8750	0.1600	3.4419	179.0000	0.2469	727.0000	0.4370	430.0000	984.0000
670	0.5237	0.5778	0.3636	0.7971	0.0787	0.7588	34.8750	0.1490	3.4853	180.0000	0.2410	752.0000	0.4502	443.0000	984.0000
671	0.4832	0.5695	0.3601	0.7865	0.0739	0.7355	35.1250	0.1733	3.1996	183.0000	0.2383	771.0000	0.4939	486.0000	984.0000
672	0.4886	0.5838	0.3588	0.7868	0.0758	0.7367	35.5000	0.1716	3.3890	179.0000	0.2452	734.0000	0.4624	455.0000	984.0000
673	0.5489	0.5822	0.3593	0.8115	0.0697	0.7594	35.8750	0.1645	3.4111	174.0000	0.2417	722.0000	0.4746	467.0000	984.0000
674	0.5315	0.5739	0.3678	0.8152	0.0760	0.7574	34.8750	0.1638	3.1702	168.0000	0.2286	737.0000	0.4837	476.0000	984.0000
675	0.4973	0.5783	0.3658	0.7906	0.0764	0.7318	35.0000	0.1795	3.3250	183.0000	0.2421	759.0000	0.4878	480.0000	984.0000
676	0.4909	0.5811	0.3578	0.7859	0.0731	0.7462	35.7500	0.1647	3.1979	189.0000	0.2477	768.0000	0.4827	475.0000	984.0000
677	0.5257	0.5717	0.3693	0.8035	0.0790	0.7573	35.5000	0.1492	3.2181	167.0000	0.2152	784.0000	0.4939	486.0000	984.0000
678	0.5313	0.5838	0.3734	0.7988	0.0752	0.7619	35.6250	0.1429	3.3236	178.0000	0.2231	801.0000	0.4868	479.0000	984.0000
679	0.5019	0.5783	0.3567	0.8083	0.0775	0.7627	35.7500	0.1423	3.3368	166.0000	0.2128	782.0000	0.4919	484.0000	984.0000
680	0.5213	0.5871	0.3637	0.8002	0.0796	0.7562	35.7500	0.1567	3.3496	178.0000	0.2354	759.0000	0.4797	472.0000	984.0000
681	0.5004	0.5822	0.3675	0.7907	0.0846	0.7398	35.3750	0.1655	3.3792	176.0000	0.2304	768.0000	0.4797	472.0000	984.0000
682	0.5265	0.5871	0.3653	0.7773	0.0813	0.7520	35.6250	0.1740	3.3907	171.0000	0.2215	776.0000	0.4604	453.0000	984.0000
683	0.5096	0.5717	0.3482	0.7937	0.0818	0.7534	35.0000	0.1747	3.2533	168.0000	0.2292	737.0000	0.4573	450.0000	984.0000
684	0.5174	0.5723	0.3548	0.7906	0.0819	0.7624	36.2500	0.1526	3.1750	170.0000	0.2199	779.0000	0.4878	480.0000	984.0000
685	0.5001	0.5778	0.3566	0.7951	0.0718	0.7471	35.5000	0.1709	3.4052	173.0000	0.2357	739.0000	0.4715	464.0000	984.0000
686	0.5300	0.5739	0.3473	0.7815	0.0793	0.7472	35.1250	0.1458	3.1975	177.0000	0.2246	791.0000	0.4888	481.0000	984.0000
687	0.5419	0.5767	0.3571	0.7890	0.0764	0.7535	35.3750	0.1561	3.2627	174.0000	0.2302	759.0000	0.4797	472.0000	984.0000
688	0.4959	0.5811	0.3634	0.7965	0.0777	0.7488	35.6250	0.1512	3.3136	181.0000	0.2426	750.0000	0.4634	456.0000	984.0000
689	0.5031	0.5750	0.3526	0.7897	0.0686	0.7346	35.6250	0.1712	3.1781	187.0000	0.2429	772.0000	0.4736	466.0000	984.0000
690	0.5314	0.5684	0.3487	0.8098	0.0834	0.7667	34.7500	0.1682	3.3437	161.0000	0.2224	726.0000	0.4258	419.0000	984.0000
691	0.4979	0.5778	0.3721	0.7998	0.0833	0.7479	35.3750	0.1420	3.3543	183.0000	0.2314	793.0000	0.4848	477.0000	984.0000
692	0.5278	0.5750	0.3587	0.7980	0.0756	0.7469	35.8750	0.1672	3.2703	177.0000	0.2408	738.0000	0.4888	481.0000	984.0000
693	0.5195	0.5651	0.3520	0.7938	0.0767	0.7449	35.5000	0.1681	3.3895	175.0000	0.2378	739.0000	0.4461	439.0000	984.0000
694	0.5549	0.5811	0.3639	0.7808	0.0791	0.7450	35.2500	0.1504	3.4720	181.0000	0.2466	737.0000	0.4350	428.0000	984.0000
695	0.5146	0.5783	0.3669	0.7984	0.0736	0.7524	35.2500	0.1591	3.3319	174.0000	0.2283	765.0000	0.4837	476.0000	984.0000
696	0.5268	0.5860	0.3465	0.8165	0.0736	0.7438	35.5000	0.1501	3.4676	177.0000	0.2493	712.0000	0.4238	417.0000	984.0000
697	0.5497	0.5767	0.3609	0.8025	0.0778	0.7486	35.7500	0.1465	3.2484	177.0000	0.2373	750.0000	0.4909	483.0000	984.0000
698	0.5329	0.5750	0.3547	0.7852	0.0828	0.7695	35.1250	0.1712	3.3281	169.0000	0.2262	751.0000	0.4522	445.0000	984.0000
699	0.5082	0.5794	0.3595	0.7974	0.0795	0.7472	35.8750	0.1708	3.2457	179.0000	0.2390	753.0000	0.4756	468.0000	984.0000
700	0.5145	0.5838	0.3623	0.8087	0.0783	0.7576	35.6250	0.1385	3.3553	173.0000	0.2310	753.0000	0.4634	456.0000	984.0000
701	0.5180	0.5767	0.3626	0.8040	0.0735	0.7533	36.2500	0.1452	3.3139	185.0000	0.2470	752.0000	0.4695	462.0000	984.0000
702	0.5539	0.5794	0.3622	0.8009	0.0851	0.7727	35.3750	0.1417	3.2484	171.0000	0.2212	777.0000	0.4909	483.0000	984.0000
703	0.5157	0.5745	0.3552	0.8054	0.0711	0.7627	35.6250	0.1557	3.3200	170.0000	0.2228	765.0000	0.4573	450.0000	984.0000
704	0.5005	0.5772	0.3639	0.7990	0.0756	0.7710	36.0000	0.1425	3.3886	173.0000	0.2304	754.0000	0.4654	458.0000	984.0000
705	0.5105	0.5723	0.3629	0.7899	0.0753	0.7633	35.3750	0.1477	3.1623	169.0000	0.2186	777.0000	0.5071	499.0000	984.0000
706	0.5323	0.5805	0.3554	0.7864	0.0821	0.7409	35.3750	0.1662	3.1954	187.0000	0.2267	831.0000	0.4888	481.0000	984.0000
707	0.5056	0.5745	0.3516	0.8102	0.0745	0.7324	35.7500	0.1650	3.2885	170.0000	0.2294	744.0000	0.4614	454.0000	984.0000
708	0.5246	0.5635	0.3377	0.8047	0.0698	0.7584	35.1250	0.1566	3.2227	168.0000	0.2317	729.0000	0.4746	467.0000	984.0000
709	0.5233	0.5800	0.3539	0.7882	0.0811	0.7380	35.5000	0.1760	3.4200	178.0000	0.2386	753.0000	0.4380	431.0000	984.0000
710	0.5719	0.5860	0.3640	0.8018	0.0747	0.7635	35.6250	0.1472	3.4923	174.0000	0.2374	735.0000	0.4644	457.0000	984.0000
711	0.5105	0.5728	0.3632	0.8074	0.0848	0.7665	35.2500	0.1493	3.2894	160.0000	0.2133	752.0000	0.4776	470.0000	984.0000
712	0.5413	0.5789	0.3610	0.7871	0.0787	0.7491	35.8750	0.1751	3.3553	171.0000	0.2359	727.0000	0.4634	456.0000	984.0000
713	0.5264	0.5706	0.3600	0.8260	0.0853	0.7713	34.8750	0.1529	3.3843	163.0000	0.2159	757.0000	0.4787	471.0000	984.0000
714	0.5249	0.5712	0.3621	0.7837	0.0800	0.7442	35.1250	0.1509	3.2269	172.0000	0.2219	779.0000	0.4837	476.0000	984.0000
715	0.5353	0.5838	0.3664	0.7805	0.0808	0.7499	35.6250	0.1615	3.3725	188.0000	0.2477	763.0000	0.4665	459.0000	984.0000
716	0.5209	0.5816	0.3562	0.7943	0.0755	0.7377	35.8750	0.1680	3.4027	183.0000	0.2577	714.0000	0.4543	447.0000	984.0000
717	0.5114	0.5739	0.3613	0.7933	0.0790	0.7510	35.3750	0.1485	3.4089	172.0000	0.2331	742.0000	0.4797	472.0000	984.0000
718	0.5259	0.5723	0.3666	0.7954	0.0808	0.7622	35.2500	0.1618	3.2926	167.0000	0.2189	766.0000	0.4827	475.0000	984.0000
719	0.5359	0.5745	0.3542	0.8113	0.0747	0.7504	35.7500	0.1657	3.2729	166.0000	0.2243	744.0000	0.4878	480.0000	984.0000
720	0.5342	0.5800	0.3614	0.7997	0.0785	0.7691	35.8750	0.1537	3.4801	167.0000	0.2245	746.0000	0.4593	452.0000	984.0000
