accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
178	0.5326	0.5844	0.3589	0.7825	0.0784	0.7449	36.0000	0.1584	3.3937	180.0000	0.2500	723.0000	0.4543	447.0000	984.0000
179	0.5636	0.5871	0.3651	0.7930	0.0865	0.7557	34.7500	0.1552	3.4026	172.0000	0.2312	749.0000	0.4644	457.0000	984.0000
180	0.5431	0.5800	0.3631	0.7947	0.0863	0.7559	35.8750	0.1455	3.3467	178.0000	0.2342	762.0000	0.4573	450.0000	984.0000
181	0.5379	0.5794	0.3714	0.7917	0.0800	0.7639	35.2500	0.1472	3.2910	177.0000	0.2272	783.0000	0.4959	488.0000	984.0000
182	0.5195	0.5734	0.3521	0.7897	0.0816	0.7480	36.1250	0.1775	3.2907	170.0000	0.2304	740.0000	0.4929	485.0000	984.0000
183	0.5505	0.5877	0.3709	0.8038	0.0911	0.7707	35.3750	0.1429	3.2354	169.0000	0.2089	813.0000	0.5051	497.0000	984.0000
184	0.4943	0.5805	0.3554	0.7811	0.0765	0.7424	35.7500	0.1657	3.3261	191.0000	0.2497	771.0000	0.4705	463.0000	984.0000
185	0.5235	0.5877	0.3706	0.7970	0.0781	0.7554	35.3750	0.1430	3.4176	175.0000	0.2346	749.0000	0.4746	467.0000	984.0000
186	0.5185	0.5750	0.3474	0.7953	0.0785	0.7464	35.7500	0.1784	3.1772	168.0000	0.2289	739.0000	0.4644	457.0000	984.0000
187	0.5466	0.5849	0.3640	0.7941	0.0857	0.7629	35.7500	0.1596	3.3739	162.0000	0.2143	760.0000	0.4593	452.0000	984.0000
188	0.5251	0.5860	0.3640	0.8025	0.0791	0.7613	35.3750	0.1490	3.3917	172.0000	0.2315	748.0000	0.4644	457.0000	984.0000
189	0.5201	0.5701	0.3563	0.7828	0.0786	0.7499	35.3750	0.1727	3.3469	176.0000	0.2353	751.0000	0.4746	467.0000	984.0000
190	0.5162	0.5838	0.3595	0.7978	0.0683	0.7482	35.0000	0.1682	3.3069	174.0000	0.2393	729.0000	0.4868	479.0000	984.0000
191	0.5237	0.5833	0.3607	0.7897	0.0773	0.7490	36.0000	0.1543	3.3096	181.0000	0.2351	775.0000	0.4990	491.0000	984.0000
192	0.5274	0.5640	0.3471	0.8068	0.0728	0.7449	35.3750	0.1753	3.5047	175.0000	0.2555	688.0000	0.4289	422.0000	984.0000
193	0.5641	0.5811	0.3642	0.7977	0.0877	0.7563	35.1250	0.1528	3.3355	172.0000	0.2359	731.0000	0.4604	453.0000	984.0000
194	0.5002	0.5844	0.3673	0.8089	0.0809	0.7582	35.7500	0.1797	3.3969	171.0000	0.2349	734.0000	0.4583	451.0000	984.0000
195	0.5135	0.5745	0.3558	0.8124	0.0890	0.7822	35.3750	0.1435	3.2229	158.0000	0.2003	795.0000	0.5061	498.0000	984.0000
196	0.5424	0.5767	0.3695	0.7886	0.0744	0.7704	35.1250	0.1354	3.2681	173.0000	0.2279	763.0000	0.4624	455.0000	984.0000
197	0.5135	0.5712	0.3580	0.8022	0.0788	0.7588	35.3750	0.1487	3.3418	170.0000	0.2267	756.0000	0.4787	471.0000	984.0000
198	0.5291	0.5866	0.3724	0.7884	0.0809	0.7808	35.7500	0.1520	3.2985	170.0000	0.2188	781.0000	0.4868	479.0000	984.0000
199	0.5501	0.5800	0.3610	0.8021	0.0783	0.7603	35.6250	0.1513	3.3664	176.0000	0.2441	724.0000	0.4604	453.0000	984.0000
200	0.5267	0.5877	0.3725	0.7715	0.0783	0.7578	35.8750	0.1402	3.3504	173.0000	0.2201	788.0000	0.4756	468.0000	984.0000
201	0.5081	0.5783	0.3633	0.7919	0.0769	0.7477	34.8750	0.1702	3.3079	177.0000	0.2308	771.0000	0.4919	484.0000	984.0000
202	0.5302	0.5816	0.3618	0.7830	0.0814	0.7527	35.3750	0.1535	3.3515	176.0000	0.2334	756.0000	0.4858	478.0000	984.0000
203	0.5411	0.5833	0.3710	0.8255	0.0860	0.7674	35.8750	0.1546	3.2825	172.0000	0.2174	793.0000	0.4929	485.0000	984.0000
204	0.5244	0.5822	0.3524	0.7920	0.0764	0.7464	35.6250	0.1657	3.3766	178.0000	0.2438	734.0000	0.4695	462.0000	984.0000
205	0.5472	0.5822	0.3639	0.7854	0.0855	0.7658	35.5000	0.1645	3.4873	180.0000	0.2432	743.0000	0.4400	433.0000	984.0000
206	0.5395	0.5778	0.3756	0.7893	0.0907	0.7606	35.3750	0.1679	3.2367	178.0000	0.2279	788.0000	0.4766	469.0000	984.0000
207	0.5551	0.5701	0.3599	0.7769	0.0805	0.7516	35.5000	0.1684	3.1040	180.0000	0.2347	770.0000	0.4787	471.0000	984.0000
208	0.5138	0.5767	0.3579	0.7964	0.0835	0.7487	35.6250	0.1696	3.2731	178.0000	0.2348	761.0000	0.4614	454.0000	984.0000
209	0.5240	0.5728	0.3549	0.7906	0.0775	0.7447	35.6250	0.1612	3.4027	173.0000	0.2440	713.0000	0.4492	442.0000	984.0000
210	0.5630	0.5855	0.3661	0.7934	0.0841	0.7670	35.8750	0.1634	3.3952	177.0000	0.2246	790.0000	0.4705	463.0000	984.0000
211	0.5245	0.5734	0.3576	0.7995	0.0791	0.7597	35.8750	0.1676	3.4338	174.0000	0.2465	710.0000	0.4756	468.0000	984.0000
212	0.5486	0.5833	0.3681	0.8030	0.0794	0.7588	35.1250	0.1393	3.2555	175.0000	0.2264	778.0000	0.4614	454.0000	984.0000
213	0.5156	0.5844	0.3597	0.7889	0.0779	0.7549	35.7500	0.1628	3.3790	176.0000	0.2322	763.0000	0.4746	467.0000	984.0000
214	0.5249	0.5789	0.3617	0.8039	0.0840	0.7641	35.2500	0.1473	3.2563	170.0000	0.2240	762.0000	0.4837	476.0000	984.0000
215	0.5295	0.5717	0.3474	0.8025	0.0740	0.7481	35.6250	0.1561	3.3246	173.0000	0.2335	743.0000	0.4634	456.0000	984.0000
216	0.4936	0.5756	0.3552	0.7806	0.0761	0.7488	35.3750	0.1915	3.3304	185.0000	0.2450	757.0000	0.4614	454.0000	984.0000
217	0.5354	0.5723	0.3621	0.8009	0.0821	0.7736	36.0000	0.1431	3.3892	171.0000	0.2301	746.0000	0.4726	465.0000	984.0000
218	0.5352	0.5811	0.3698	0.7964	0.0776	0.7622	35.2500	0.1417	3.4593	173.0000	0.2332	745.0000	0.4624	455.0000	984.0000
219	0.5137	0.5739	0.3508	0.7973	0.0807	0.7450	35.2500	0.1743	3.4427	178.0000	0.2483	721.0000	0.4614	454.0000	984.0000
220	0.4809	0.5866	0.3700	0.8083	0.0802	0.7569	35.7500	0.1582	3.3823	168.0000	0.2185	774.0000	0.4705	463.0000	984.0000
221	0.4905	0.5767	0.3576	0.7900	0.0798	0.7386	35.5000	0.1672	3.1757	176.0000	0.2292	771.0000	0.4858	478.0000	984.0000
222	0.5458	0.5800	0.3590	0.8066	0.0770	0.7581	35.2500	0.1297	3.2615	173.0000	0.2250	773.0000	0.4858	478.0000	984.0000
223	0.4670	0.5778	0.3686	0.7883	0.0735	0.7395	35.5000	0.1598	3.3481	181.0000	0.2483	734.0000	0.4817	474.0000	984.0000
224	0.5489	0.5838	0.3774	0.8029	0.0836	0.7797	35.1250	0.1389	3.2163	169.0000	0.2150	792.0000	0.4980	490.0000	984.0000
225	0.5383	0.5882	0.3753	0.8071	0.0867	0.7689	35.0000	0.1526	3.4124	169.0000	0.2145	793.0000	0.4756	468.0000	984.0000
226	0.5194	0.5756	0.3571	0.7950	0.0828	0.7602	35.3750	0.1559	3.1469	174.0000	0.2208	793.0000	0.4980	490.0000	984.0000
227	0.4987	0.5888	0.3657	0.8051	0.0791	0.7483	36.1250	0.1440	3.3432	184.0000	0.2374	778.0000	0.4827	475.0000	984.0000
228	0.5419	0.5745	0.3667	0.8037	0.0790	0.7685	35.7500	0.1380	3.2195	168.0000	0.2213	765.0000	0.4909	483.0000	984.0000
229	0.5317	0.5745	0.3545	0.8008	0.0747	0.7594	35.2500	0.1447	3.2308	173.0000	0.2267	767.0000	0.5020	494.0000	984.0000
230	0.5519	0.5910	0.3753	0.7877	0.0780	0.7727	35.8750	0.1407	3.3312	181.0000	0.2312	786.0000	0.4756	468.0000	984.0000
231	0.5387	0.5816	0.3618	0.7871	0.0801	0.7633	36.2500	0.1536	3.2626	173.0000	0.2270	764.0000	0.4837	476.0000	984.0000
232	0.5137	0.5992	0.3755	0.7913	0.0833	0.7500	35.3750	0.1657	3.2667	178.0000	0.2247	794.0000	0.5030	495.0000	984.0000
233	0.5167	0.5805	0.3658	0.7942	0.0809	0.7567	35.1250	0.1569	3.2259	171.0000	0.2253	763.0000	0.4858	478.0000	984.0000
234	0.5066	0.5728	0.3545	0.7854	0.0792	0.7653	35.5000	0.1660	3.3228	170.0000	0.2252	760.0000	0.4817	474.0000	984.0000
235	0.5115	0.5756	0.3669	0.7821	0.0754	0.7278	35.8750	0.1837	3.3399	183.0000	0.2447	751.0000	0.4665	459.0000	984.0000
236	0.4985	0.5805	0.3592	0.8140	0.0870	0.7566	35.6250	0.1655	3.4397	177.0000	0.2357	755.0000	0.4553	448.0000	984.0000
237	0.5405	0.5860	0.3667	0.8031	0.0836	0.7810	35.5000	0.1408	3.4817	171.0000	0.2308	743.0000	0.4431	436.0000	984.0000
238	0.5237	0.5789	0.3622	0.8025	0.0819	0.7550	36.0000	0.1444	3.2809	173.0000	0.2209	785.0000	0.4848	477.0000	984.0000
239	0.5170	0.5706	0.3663	0.7948	0.0834	0.7614	36.0000	0.1518	3.0992	182.0000	0.2354	777.0000	0.5122	504.0000	984.0000
240	0.4966	0.5695	0.3414	0.7906	0.0696	0.7418	35.5000	0.1707	3.2614	171.0000	0.2311	744.0000	0.4665	459.0000	984.0000
241	0.5416	0.5756	0.3626	0.7790	0.0823	0.7587	36.0000	0.1602	3.3028	169.0000	0.2244	756.0000	0.4766	469.0000	984.0000
242	0.5576	0.5767	0.3527	0.8011	0.0820	0.7757	34.8750	0.1444	3.3348	161.0000	0.2249	719.0000	0.4675	460.0000	984.0000
243	0.5132	0.5706	0.3659	0.7890	0.0769	0.7427	35.7500	0.1554	3.2419	180.0000	0.2372	764.0000	0.5000	492.0000	984.0000
244	0.5336	0.5794	0.3556	0.8163	0.0845	0.7872	35.7500	0.1362	3.2273	161.0000	0.2083	777.0000	0.4919	484.0000	984.0000
245	0.5256	0.5844	0.3766	0.7929	0.0798	0.7566	35.7500	0.1512	3.2449	167.0000	0.2133	787.0000	0.5020	494.0000	984.0000
246	0.5085	0.5651	0.3506	0.8020	0.0740	0.7382	35.7500	0.1605	3.3414	175.0000	0.2410	728.0000	0.4644	457.0000	984.0000
247	0.5432	0.5855	0.3617	0.7749	0.0805	0.7413	36.0000	0.1761	3.2414	181.0000	0.2288	794.0000	0.5051	497.0000	984.0000
248	0.5245	0.5838	0.3592	0.7984	0.0794	0.7464	36.0000	0.1717	3.3116	177.0000	0.2366	754.0000	0.4827	475.0000	984.0000
249	0.5386	0.5767	0.3541	0.7787	0.0828	0.7624	35.3750	0.1693	3.2968	170.0000	0.2219	768.0000	0.4726	465.0000	984.0000
250	0.4989	0.5684	0.3520	0.8294	0.0707	0.7691	36.0000	0.1527	3.3174	162.0000	0.2259	720.0000	0.4675	460.0000	984.0000
251	0.5195	0.5761	0.3608	0.7829	0.0774	0.7453	35.2500	0.1670	3.2474	176.0000	0.2268	778.0000	0.4929	485.0000	984.0000
252	0.5426	0.5646	0.3376	0.8046	0.0744	0.7441	35.3750	0.1702	3.1786	171.0000	0.2253	762.0000	0.4949	487.0000	984.0000
253	0.4673	0.5789	0.3585	0.8123	0.0730	0.7454	35.3750	0.1832	3.3556	171.0000	0.2398	719.0000	0.4858	478.0000	984.0000
254	0.5713	0.5811	0.3622	0.7951	0.0857	0.7876	35.3750	0.1213	3.2687	163.0000	0.2095	782.0000	0.4766	469.0000	984.0000
255	0.5346	0.5899	0.3575	0.7885	0.0769	0.7702	36.3750	0.1562	3.3734	170.0000	0.2297	744.0000	0.4654	458.0000	984.0000
256	0.5490	0.5728	0.3417	0.8054	0.0769	0.7506	35.5000	0.1769	3.3341	170.0000	0.2361	722.0000	0.4502	443.0000	984.0000
257	0.5225	0.5822	0.3750	0.7955	0.0844	0.7345	35.1250	0.1617	3.2989	184.0000	0.2365	784.0000	0.4827	475.0000	984.0000
258	0.5213	0.5827	0.3615	0.7970	0.0732	0.7537	34.7500	0.1390	3.3012	180.0000	0.2335	775.0000	0.5061	498.0000	984.0000
259	0.4927	0.5833	0.3542	0.7953	0.0744	0.7383	35.6250	0.1690	3.3629	186.0000	0.2369	789.0000	0.4817	474.0000	984.0000
260	0.5309	0.5827	0.3654	0.8153	0.0796	0.7599	35.7500	0.1429	3.3056	171.0000	0.2241	767.0000	0.4888	481.0000	984.0000
261	0.5408	0.5739	0.3427	0.7947	0.0792	0.7489	36.0000	0.1714	3.2449	171.0000	0.2346	731.0000	0.4522	445.0000	984.0000
262	0.5344	0.5855	0.3609	0.7954	0.0739	0.7626	35.5000	0.1572	3.2468	166.0000	0.2234	747.0000	0.4736	466.0000	984.0000
263	0.5772	0.5811	0.3663	0.7972	0.0848	0.7547	35.7500	0.1464	3.3818	182.0000	0.2398	762.0000	0.4472	440.0000	984.0000
264	0.5431	0.5789	0.3617	0.7849	0.0840	0.7465	34.7500	0.1732	3.2616	165.0000	0.2163	767.0000	0.5051	497.0000	984.0000
265	0.4878	0.5822	0.3764	0.7929	0.0751	0.7525	35.6250	0.1358	3.2505	171.0000	0.2235	768.0000	0.5274	519.0000	984.0000
266	0.5363	0.5794	0.3474	0.8082	0.0793	0.7452	35.2500	0.1760	3.3462	171.0000	0.2314	742.0000	0.4726	465.0000	984.0000
267	0.5073	0.5684	0.3488	0.7955	0.0744	0.7706	35.3750	0.1272	3.2324	167.0000	0.2227	755.0000	0.4766	469.0000	984.0000
268	0.4942	0.5833	0.3628	0.7944	0.0807	0.7591	35.5000	0.1627	3.3305	177.0000	0.2287	776.0000	0.4858	478.0000	984.0000
269	0.4637	0.5728	0.3558	0.7779	0.0734	0.7347	35.7500	0.1909	3.2936	186.0000	0.2507	745.0000	0.4604	453.0000	984.0000
270	0.5096	0.5811	0.3693	0.8026	0.0849	0.7522	35.7500	0.1623	3.2678	180.0000	0.2219	814.0000	0.4858	478.0000	984.0000
271	0.5080	0.5750	0.3519	0.7825	0.0756	0.7599	35.3750	0.1506	3.2229	178.0000	0.2195	815.0000	0.4878	480.0000	984.0000
272	0.5219	0.5833	0.3555	0.7850	0.0794	0.7564	35.2500	0.1639	3.2765	171.0000	0.2289	750.0000	0.4888	481.0000	984.0000
273	0.5182	0.5822	0.3651	0.7907	0.0836	0.7475	35.5000	0.1617	3.1814	173.0000	0.2218	785.0000	0.4929	485.0000	984.0000
274	0.5073	0.5789	0.3590	0.7827	0.0746	0.7435	35.5000	0.1682	3.3208	180.0000	0.2284	792.0000	0.4878	480.0000	984.0000
275	0.5535	0.5783	0.3633	0.7937	0.0818	0.7791	35.5000	0.1500	3.2830	167.0000	0.2248	747.0000	0.4848	477.0000	984.0000
276	0.5115	0.5734	0.3569	0.7940	0.0731	0.7352	35.6250	0.1555	3.1907	177.0000	0.2369	749.0000	0.4797	472.0000	984.0000
277	0.4988	0.5838	0.3669	0.7862	0.0774	0.7650	35.0000	0.1604	3.5046	176.0000	0.2334	756.0000	0.4451	438.0000	984.0000
278	0.5259	0.5712	0.3584	0.7868	0.0741	0.7642	36.0000	0.1443	3.3720	168.0000	0.2305	731.0000	0.4644	457.0000	984.0000
279	0.5632	0.5932	0.3737	0.7901	0.0800	0.7638	35.3750	0.1487	3.3189	167.0000	0.2149	779.0000	0.4685	461.0000	984.0000
280	0.4984	0.5695	0.3456	0.8042	0.0760	0.7461	35.2500	0.1703	3.3608	172.0000	0.2402	721.0000	0.4563	449.0000	984.0000
281	0.5462	0.5701	0.3645	0.7926	0.0809	0.7542	35.2500	0.1571	3.2500	177.0000	0.2241	797.0000	0.4797	472.0000	984.0000
282	0.5086	0.5772	0.3627	0.8045	0.0822	0.7455	35.7500	0.1574	3.4412	178.0000	0.2330	769.0000	0.4492	442.0000	984.0000
283	0.5118	0.5811	0.3446	0.7941	0.0755	0.7442	34.8750	0.1675	3.3900	175.0000	0.2431	722.0000	0.4248	418.0000	984.0000
284	0.5564	0.5816	0.3579	0.8275	0.0839	0.7756	36.2500	0.1312	3.3007	163.0000	0.2179	750.0000	0.4665	459.0000	984.0000
285	0.5280	0.5723	0.3661	0.7984	0.0815	0.7771	35.3750	0.1428	3.2689	173.0000	0.2187	795.0000	0.5102	502.0000	984.0000
286	0.5306	0.5761	0.3696	0.7801	0.0828	0.7583	35.7500	0.1749	3.2119	177.0000	0.2258	787.0000	0.4797	472.0000	984.0000
287	0.5215	0.5794	0.3564	0.7914	0.0792	0.7438	35.0000	0.1595	3.4057	180.0000	0.2359	765.0000	0.4634	456.0000	984.0000
288	0.4907	0.5662	0.3514	0.7950	0.0736	0.7498	35.5000	0.1766	3.2257	165.0000	0.2276	729.0000	0.4909	483.0000	984.0000
289	0.5335	0.5888	0.3712	0.7939	0.0813	0.7670	35.7500	0.1562	3.3085	167.0000	0.2160	777.0000	0.5041	496.0000	984.0000
290	0.5325	0.5833	0.3580	0.7992	0.0847	0.7486	35.6250	0.1638	3.4183	172.0000	0.2281	757.0000	0.4665	459.0000	984.0000
291	0.5237	0.5553	0.3519	0.7853	0.0716	0.7376	35.1250	0.1807	3.3221	177.0000	0.2472	721.0000	0.4543	447.0000	984.0000
292	0.5029	0.5855	0.3498	0.7854	0.0781	0.7382	35.2500	0.1756	3.2996	180.0000	0.2507	722.0000	0.4614	454.0000	984.0000
293	0.5103	0.5800	0.3542	0.7905	0.0797	0.7354	35.5000	0.1704	3.3781	174.0000	0.2393	731.0000	0.4461	439.0000	984.0000
294	0.5276	0.5789	0.3602	0.7943	0.0751	0.7829	35.7500	0.1389	3.2807	165.0000	0.2065	801.0000	0.4959	488.0000	984.0000
295	0.5373	0.5800	0.3535	0.7928	0.0806	0.7592	35.0000	0.1611	3.1753	168.0000	0.2211	762.0000	0.4929	485.0000	984.0000
296	0.5111	0.5827	0.3584	0.7861	0.0754	0.7597	35.0000	0.1382	3.2468	168.0000	0.2182	774.0000	0.4736	466.0000	984.0000
297	0.5181	0.5838	0.3611	0.7905	0.0745	0.7382	35.5000	0.1642	3.4264	176.0000	0.2353	750.0000	0.4624	455.0000	984.0000
298	0.5179	0.5767	0.3571	0.7906	0.0749	0.7541	35.5000	0.1460	3.2171	180.0000	0.2394	755.0000	0.4868	479.0000	984.0000
299	0.5167	0.5937	0.3720	0.7918	0.0774	0.7646	36.0000	0.1532	3.2972	180.0000	0.2305	785.0000	0.5163	508.0000	984.0000
300	0.5585	0.5827	0.3522	0.7916	0.0719	0.7477	36.2500	0.1421	3.2805	181.0000	0.2453	742.0000	0.4746	467.0000	984.0000
301	0.4760	0.5811	0.3664	0.7969	0.0817	0.7677	35.2500	0.1565	3.3996	176.0000	0.2328	759.0000	0.4807	473.0000	984.0000
302	0.5308	0.5761	0.3593	0.7925	0.0748	0.7689	34.7500	0.1508	3.2755	171.0000	0.2250	763.0000	0.4980	490.0000	984.0000
303	0.5253	0.5712	0.3525	0.7705	0.0754	0.7473	35.0000	0.1486	3.1176	178.0000	0.2342	763.0000	0.5010	493.0000	984.0000
304	0.4937	0.5844	0.3709	0.7844	0.0745	0.7310	36.2500	0.1769	3.2782	187.0000	0.2379	790.0000	0.4858	478.0000	984.0000
305	0.5149	0.5767	0.3441	0.8011	0.0722	0.7533	35.7500	0.1548	3.2936	164.0000	0.2213	743.0000	0.4604	453.0000	984.0000
306	0.5211	0.5767	0.3682	0.7966	0.0769	0.7616	35.3750	0.1614	3.2490	173.0000	0.2267	765.0000	0.4858	478.0000	984.0000
307	0.5081	0.5811	0.3549	0.8112	0.0734	0.7372	34.8750	0.1819	3.3956	176.0000	0.2404	734.0000	0.4624	455.0000	984.0000
308	0.5416	0.5778	0.3512	0.8009	0.0774	0.7472	35.0000	0.1591	3.2448	171.0000	0.2333	735.0000	0.4858	478.0000	984.0000
309	0.5356	0.5668	0.3490	0.8076	0.0756	0.7570	35.7500	0.1610	3.2778	167.0000	0.2326	722.0000	0.4573	450.0000	984.0000
310	0.5531	0.5800	0.3741	0.7867	0.0816	0.7553	35.8750	0.1428	3.3147	178.0000	0.2318	776.0000	0.4909	483.0000	984.0000
311	0.4968	0.5723	0.3598	0.7880	0.0715	0.7144	35.8750	0.1922	3.4124	190.0000	0.2624	726.0000	0.4583	451.0000	984.0000
312	0.5048	0.5833	0.3738	0.7947	0.0779	0.7390	36.0000	0.1664	3.4123	185.0000	0.2538	731.0000	0.4634	456.0000	984.0000
313	0.5206	0.5855	0.3648	0.7960	0.0849	0.7687	35.3750	0.1526	3.4799	169.0000	0.2287	742.0000	0.4553	448.0000	984.0000
314	0.5323	0.5701	0.3536	0.7973	0.0757	0.7467	35.2500	0.1515	3.4165	168.0000	0.2346	721.0000	0.4441	437.0000	984.0000
315	0.5218	0.5745	0.3519	0.8030	0.0752	0.7674	35.7500	0.1364	3.1786	173.0000	0.2229	780.0000	0.4949	487.0000	984.0000
316	0.5328	0.5717	0.3595	0.7951	0.0776	0.7539	35.1250	0.1738	3.3138	171.0000	0.2235	770.0000	0.4858	478.0000	984.0000
317	0.4833	0.5695	0.3508	0.7913	0.0697	0.7434	35.5000	0.1697	3.2879	172.0000	0.2309	751.0000	0.4624	455.0000	984.0000
318	0.5454	0.5811	0.3543	0.8076	0.0812	0.7686	34.6250	0.1361	3.3453	176.0000	0.2298	772.0000	0.4797	472.0000	984.0000
319	0.5126	0.5844	0.3528	0.7880	0.0745	0.7445	36.0000	0.1678	3.2197	170.0000	0.2291	748.0000	0.4949	487.0000	984.0000
320	0.5242	0.5932	0.3650	0.7950	0.0885	0.7771	35.3750	0.1555	3.3470	173.0000	0.2204	787.0000	0.4715	464.0000	984.0000
321	0.5338	0.5772	0.3683	0.8006	0.0780	0.7664	35.5000	0.1387	3.2985	173.0000	0.2250	774.0000	0.4766	469.0000	984.0000
322	0.5265	0.5701	0.3626	0.8029	0.0749	0.7580	35.1250	0.1474	3.3705	164.0000	0.2193	753.0000	0.4553	448.0000	984.0000
323	0.5349	0.5816	0.3634	0.8003	0.0789	0.7506	35.0000	0.1636	3.3700	183.0000	0.2411	762.0000	0.4614	454.0000	984.0000
324	0.5074	0.5800	0.3602	0.8001	0.0782	0.7367	35.2500	0.1822	3.3053	178.0000	0.2373	754.0000	0.4827	475.0000	984.0000
325	0.5494	0.5761	0.3633	0.7966	0.0750	0.7542	35.1250	0.1404	3.2147	178.0000	0.2324	768.0000	0.4827	475.0000	984.0000
326	0.5516	0.5794	0.3617	0.7945	0.0749	0.7710	35.1250	0.1364	3.2250	164.0000	0.2195	749.0000	0.4878	480.0000	984.0000
327	0.5313	0.5877	0.3540	0.7927	0.0785	0.7590	35.6250	0.1534	3.4498	175.0000	0.2378	739.0000	0.4248	418.0000	984.0000
328	0.5019	0.5728	0.3608	0.7943	0.0796	0.7611	35.3750	0.1531	3.4060	172.0000	0.2372	727.0000	0.4431	436.0000	984.0000
329	0.5495	0.5734	0.3515	0.7961	0.0781	0.7525	35.0000	0.1605	3.3430	167.0000	0.2245	748.0000	0.4563	449.0000	984.0000
330	0.5312	0.5717	0.3482	0.8133	0.0737	0.7454	35.7500	0.1662	3.4058	172.0000	0.2429	712.0000	0.4533	446.0000	984.0000
331	0.5417	0.5750	0.3497	0.7955	0.0770	0.7867	35.6250	0.1441	3.3694	164.0000	0.2244	735.0000	0.4512	444.0000	984.0000
332	0.5058	0.5739	0.3681	0.7979	0.0749	0.7554	35.5000	0.1551	3.3070	178.0000	0.2303	777.0000	0.4634	456.0000	984.0000
333	0.5261	0.5690	0.3499	0.7962	0.0728	0.7423	34.7500	0.1784	3.2821	171.0000	0.2362	727.0000	0.4756	468.0000	984.0000
334	0.5097	0.5805	0.3680	0.7955	0.0786	0.7470	34.8750	0.1713	3.3513	172.0000	0.2296	751.0000	0.4715	464.0000	984.0000
335	0.5095	0.5838	0.3753	0.7966	0.0892	0.7664	35.2500	0.1453	3.3533	169.0000	0.2215	765.0000	0.4746	467.0000	984.0000
336	0.5178	0.5838	0.3600	0.7945	0.0765	0.7667	35.6250	0.1494	3.2357	176.0000	0.2259	782.0000	0.4959	488.0000	984.0000
337	0.5302	0.5849	0.3738	0.7801	0.0843	0.7691	35.7500	0.1536	3.3619	176.0000	0.2228	794.0000	0.4858	478.0000	984.0000
338	0.5299	0.5877	0.3648	0.8019	0.0862	0.7504	35.3750	0.1622	3.3943	176.0000	0.2322	761.0000	0.4665	459.0000	984.0000
339	0.5145	0.5635	0.3532	0.8077	0.0780	0.7551	34.8750	0.1756	3.4942	168.0000	0.2386	708.0000	0.4400	433.0000	984.0000
340	0.5493	0.5657	0.3528	0.7844	0.0805	0.7621	35.0000	0.1516	3.1481	169.0000	0.2195	779.0000	0.4939	486.0000	984.0000
341	0.5492	0.5811	0.3780	0.8057	0.0822	0.7442	35.1250	0.1540	3.2600	172.0000	0.2337	740.0000	0.4807	473.0000	984.0000
342	0.4799	0.5794	0.3566	0.8086	0.0717	0.7529	35.0000	0.1666	3.2976	172.0000	0.2231	773.0000	0.5020	494.0000	984.0000
343	0.5289	0.5860	0.3583	0.7935	0.0874	0.7602	35.8750	0.1776	3.3670	177.0000	0.2438	728.0000	0.4624	455.0000	984.0000
344	0.5667	0.5728	0.3651	0.8098	0.0781	0.7726	35.7500	0.1267	3.2463	164.0000	0.2124	775.0000	0.4868	479.0000	984.0000
345	0.5368	0.5860	0.3613	0.8049	0.0808	0.7716	35.1250	0.1491	3.1463	177.0000	0.2210	808.0000	0.5071	499.0000	984.0000
346	0.5260	0.5750	0.3348	0.7992	0.0773	0.7618	35.8750	0.1456	3.3179	169.0000	0.2328	730.0000	0.4604	453.0000	984.0000
347	0.5271	0.5734	0.3569	0.8228	0.0737	0.7678	35.5000	0.1488	3.4633	170.0000	0.2285	746.0000	0.4431	436.0000	984.0000
348	0.5238	0.5783	0.3682	0.7794	0.0874	0.7711	35.1250	0.1405	3.3105	177.0000	0.2275	782.0000	0.4746	467.0000	984.0000
349	0.5146	0.5838	0.3704	0.7939	0.0822	0.7650	35.6250	0.1635	3.2669	174.0000	0.2194	795.0000	0.4797	472.0000	984.0000
350	0.5415	0.5739	0.3715	0.8055	0.0773	0.7723	35.8750	0.1556	3.3277	169.0000	0.2178	780.0000	0.4837	476.0000	984.0000
351	0.5010	0.5783	0.3673	0.8120	0.0817	0.7621	36.1250	0.1639	3.4439	172.0000	0.2324	744.0000	0.4350	428.0000	984.0000
352	0.5081	0.5717	0.3542	0.8140	0.0758	0.7522	35.2500	0.1623	3.2821	169.0000	0.2244	757.0000	0.4827	475.0000	984.0000
353	0.5421	0.5684	0.3358	0.8082	0.0681	0.7375	35.6250	0.1646	3.5463	178.0000	0.2629	679.0000	0.4167	410.0000	984.0000
354	0.5527	0.5662	0.3506	0.8134	0.0775	0.7442	35.7500	0.1488	3.3812	172.0000	0.2392	722.0000	0.4319	425.0000	984.0000
355	0.5313	0.5690	0.3495	0.8007	0.0737	0.7383	35.3750	0.1597	3.3047	170.0000	0.2378	718.0000	0.4502	443.0000	984.0000
356	0.5311	0.5789	0.3562	0.7889	0.0780	0.7559	35.2500	0.1486	3.2687	171.0000	0.2229	770.0000	0.4878	480.0000	984.0000
357	0.5217	0.5816	0.3693	0.8003	0.0779	0.7771	35.0000	0.1384	3.2800	171.0000	0.2268	759.0000	0.4827	475.0000	984.0000
358	0.5392	0.5695	0.3352	0.7984	0.0777	0.7558	35.2500	0.1589	3.2291	163.0000	0.2277	719.0000	0.4614	454.0000	984.0000
