accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
11	0.8149	0.6106	0.3504	2.2892	0.1773	0.8746	17.1000	0.0857	3.6631	88.0000	0.1041	892.0000	0.5711	647.0000	1133.0000	0.9675	0.8136
12	0.8191	0.6168	0.3458	2.5642	0.1694	0.8912	16.9000	0.0691	3.6564	90.0000	0.0994	911.0000	0.5755	652.0000	1133.0000	0.9682	0.7967
13	0.8196	0.6222	0.3538	2.6000	0.1531	0.8877	16.9000	0.0723	3.6104	85.0000	0.0970	920.0000	0.5914	670.0000	1133.0000	0.9685	0.8030
14	0.8195	0.6148	0.3523	2.3568	0.1760	0.8884	17.2000	0.0654	3.7188	83.0000	0.0952	911.0000	0.5587	633.0000	1133.0000	0.9737	0.7956
15	0.8356	0.6164	0.3608	2.3975	0.1852	0.8817	17.0000	0.0802	3.7104	93.0000	0.1098	878.0000	0.5455	618.0000	1133.0000	0.9590	0.8051
16	0.8203	0.6259	0.3615	2.3995	0.1668	0.8875	16.9000	0.0717	3.8624	89.0000	0.1062	861.0000	0.5260	596.0000	1133.0000	0.9640	0.8100
17	0.8031	0.6123	0.3518	2.5906	0.1447	0.8712	17.0000	0.0654	3.6242	95.0000	0.1047	916.0000	0.5613	636.0000	1133.0000	0.9683	0.8034
18	0.8078	0.6176	0.3583	2.3729	0.1720	0.8864	16.9000	0.0606	3.7041	86.0000	0.0983	893.0000	0.5578	632.0000	1133.0000	0.9675	0.8027
19	0.8270	0.6139	0.3507	2.5507	0.1793	0.8773	17.0000	0.0840	3.6349	91.0000	0.1059	888.0000	0.5560	630.0000	1133.0000	0.9595	0.7780
20	0.8303	0.6209	0.3511	2.5609	0.1738	0.8877	16.8000	0.0629	3.6980	87.0000	0.1012	886.0000	0.5728	649.0000	1133.0000	0.9616	0.7968
21	0.8322	0.6135	0.3506	2.3819	0.1769	0.8924	17.0000	0.0631	3.7467	85.0000	0.1002	851.0000	0.5296	600.0000	1133.0000	0.9624	0.8130
22	0.8077	0.6185	0.3600	2.4944	0.1812	0.8699	17.2000	0.0957	3.7098	101.0000	0.1211	894.0000	0.5596	634.0000	1133.0000	0.9497	0.8024
23	0.8280	0.6164	0.3545	2.5050	0.1721	0.8942	16.9000	0.0739	3.6140	87.0000	0.0991	903.0000	0.5693	645.0000	1133.0000	0.9590	0.8070
24	0.8200	0.6213	0.3624	2.5840	0.1604	0.8805	16.9000	0.0651	3.8374	88.0000	0.0995	887.0000	0.5375	609.0000	1133.0000	0.9639	0.8040
25	0.8353	0.6040	0.3447	2.3139	0.1599	0.8880	17.0000	0.0691	3.6586	82.0000	0.0986	841.0000	0.5455	618.0000	1133.0000	0.9691	0.8120
26	0.8106	0.6065	0.3461	2.3544	0.1720	0.8812	17.1000	0.0800	3.5780	90.0000	0.1031	903.0000	0.5375	609.0000	1133.0000	0.9635	0.8049
27	0.8328	0.6148	0.3470	2.7246	0.1661	0.8782	16.9000	0.0748	3.6803	92.0000	0.1118	846.0000	0.5190	588.0000	1133.0000	0.9586	0.8024
28	0.8272	0.6135	0.3522	2.3929	0.1747	0.8968	17.1000	0.0547	3.6586	84.0000	0.0970	896.0000	0.5481	621.0000	1133.0000	0.9710	0.8300
29	0.8236	0.6164	0.3547	2.6705	0.1534	0.8752	17.1000	0.0613	3.7276	92.0000	0.1065	877.0000	0.5508	624.0000	1133.0000	0.9669	0.7970
30	0.8409	0.6189	0.3534	2.3606	0.1776	0.9039	16.8000	0.0562	3.7460	80.0000	0.0980	857.0000	0.5560	630.0000	1133.0000	0.9732	0.8132
31	0.7824	0.6172	0.3578	2.5559	0.1671	0.8812	17.1000	0.0896	3.7915	94.0000	0.1097	885.0000	0.5631	638.0000	1133.0000	0.9616	0.8117
32	0.8139	0.6148	0.3494	2.4145	0.1703	0.8958	17.2000	0.0576	3.6821	84.0000	0.0959	895.0000	0.5525	626.0000	1133.0000	0.9709	0.7975
33	0.8086	0.6201	0.3608	2.3300	0.1691	0.8907	17.1000	0.0716	3.7035	89.0000	0.1018	909.0000	0.5746	651.0000	1133.0000	0.9681	0.8070
34	0.8107	0.6193	0.3550	2.4846	0.1687	0.8852	17.1000	0.0680	3.7508	80.0000	0.0965	844.0000	0.5243	594.0000	1133.0000	0.9727	0.8143
35	0.8014	0.6082	0.3529	2.6235	0.1505	0.8785	17.1000	0.0728	3.7167	88.0000	0.1068	842.0000	0.5234	593.0000	1133.0000	0.9644	0.8276
36	0.8143	0.6073	0.3428	2.5027	0.1643	0.8790	17.0000	0.0592	3.5244	89.0000	0.1014	923.0000	0.5790	656.0000	1133.0000	0.9653	0.8045
37	0.7936	0.6139	0.3488	2.3203	0.1697	0.8844	17.0000	0.0732	3.6238	89.0000	0.1018	924.0000	0.5702	646.0000	1133.0000	0.9654	0.8022
38	0.8080	0.6193	0.3403	2.3787	0.1671	0.8884	17.0000	0.0719	3.6077	90.0000	0.1045	874.0000	0.5737	650.0000	1133.0000	0.9565	0.7986
39	0.8077	0.6123	0.3432	2.5916	0.1369	0.8828	17.1000	0.0727	3.5609	91.0000	0.1076	879.0000	0.5728	649.0000	1133.0000	0.9613	0.7959
40	0.8257	0.6123	0.3365	2.3433	0.1527	0.8806	17.2000	0.0695	3.7423	94.0000	0.1087	868.0000	0.5172	586.0000	1133.0000	0.9654	0.8130
41	0.8171	0.6185	0.3562	2.3052	0.1735	0.8803	17.0000	0.0770	3.7398	87.0000	0.1007	888.0000	0.5428	615.0000	1133.0000	0.9640	0.8083
42	0.7975	0.6213	0.3507	2.5983	0.1584	0.8672	17.0000	0.0678	3.5178	95.0000	0.1028	951.0000	0.5693	645.0000	1133.0000	0.9685	0.7725
43	0.8325	0.6185	0.3557	2.3180	0.1719	0.8860	17.0000	0.0534	3.8469	83.0000	0.1018	849.0000	0.5419	614.0000	1133.0000	0.9694	0.8133
44	0.8304	0.6127	0.3399	2.4034	0.1562	0.8894	16.9000	0.0673	3.7628	82.0000	0.1011	818.0000	0.5357	607.0000	1133.0000	0.9597	0.8122
45	0.8149	0.6131	0.3464	2.6386	0.1736	0.8718	16.9000	0.0941	3.5380	98.0000	0.1125	902.0000	0.5578	632.0000	1133.0000	0.9545	0.7903
46	0.8219	0.6102	0.3453	2.5579	0.1494	0.8745	16.9000	0.0597	3.6625	91.0000	0.1026	898.0000	0.5622	637.0000	1133.0000	0.9621	0.7948
47	0.8395	0.6164	0.3563	2.5991	0.1572	0.8858	17.0000	0.0585	3.7861	85.0000	0.1017	848.0000	0.5322	603.0000	1133.0000	0.9705	0.8091
48	0.8320	0.6222	0.3573	2.6655	0.1744	0.8815	17.0000	0.0807	3.7461	91.0000	0.1063	879.0000	0.5666	642.0000	1133.0000	0.9647	0.7990
49	0.8296	0.6189	0.3571	2.6086	0.1869	0.8809	17.1000	0.0700	3.6661	94.0000	0.1044	925.0000	0.5684	644.0000	1133.0000	0.9600	0.7935
50	0.8265	0.6135	0.3532	2.4847	0.1749	0.8951	17.1000	0.0666	3.6551	84.0000	0.0972	883.0000	0.5578	632.0000	1133.0000	0.9728	0.7948
51	0.8254	0.6246	0.3496	2.4408	0.1799	0.8758	17.0000	0.0646	3.8242	84.0000	0.0967	887.0000	0.5322	603.0000	1133.0000	0.9684	0.7927
52	0.8140	0.6180	0.3590	2.4507	0.1728	0.8776	17.1000	0.0749	3.7112	89.0000	0.1057	872.0000	0.5684	644.0000	1133.0000	0.9702	0.8029
53	0.8258	0.6148	0.3512	2.5278	0.1547	0.8766	16.9000	0.0719	3.7880	90.0000	0.1084	862.0000	0.5287	599.0000	1133.0000	0.9698	0.8073
54	0.8251	0.6086	0.3473	2.4349	0.1664	0.8748	17.1000	0.0656	3.7512	89.0000	0.1095	837.0000	0.5463	619.0000	1133.0000	0.9618	0.8048
55	0.8379	0.6205	0.3538	2.4505	0.1766	0.9052	17.0000	0.0576	3.6115	79.0000	0.0920	899.0000	0.5702	646.0000	1133.0000	0.9722	0.8084
56	0.8155	0.6156	0.3467	2.3097	0.1736	0.8813	17.1000	0.0692	3.6746	86.0000	0.0989	904.0000	0.5534	627.0000	1133.0000	0.9701	0.8049
57	0.8130	0.6143	0.3548	2.5604	0.1739	0.8727	17.1000	0.0830	3.7311	92.0000	0.1080	878.0000	0.5481	621.0000	1133.0000	0.9556	0.8083
58	0.8360	0.6180	0.3548	2.1909	0.1808	0.8787	17.0000	0.0582	3.8524	91.0000	0.1074	854.0000	0.5322	603.0000	1133.0000	0.9567	0.8149
59	0.8028	0.6131	0.3530	2.4184	0.1730	0.8740	17.0000	0.0873	3.6724	92.0000	0.1064	870.0000	0.5658	641.0000	1133.0000	0.9667	0.8190
60	0.8134	0.6164	0.3558	2.4685	0.1763	0.8747	16.9000	0.0829	3.7472	88.0000	0.0989	905.0000	0.5587	633.0000	1133.0000	0.9702	0.8076
61	0.8132	0.6127	0.3538	2.3122	0.1754	0.8905	17.1000	0.0691	3.6063	90.0000	0.1027	913.0000	0.5605	635.0000	1133.0000	0.9660	0.8055
62	0.8365	0.6156	0.3417	2.5209	0.1566	0.8855	17.2000	0.0690	3.6656	87.0000	0.1003	885.0000	0.5543	628.0000	1133.0000	0.9661	0.8046
63	0.8021	0.6139	0.3498	2.4640	0.1591	0.8822	16.9000	0.0758	3.6672	91.0000	0.1086	860.0000	0.5543	628.0000	1133.0000	0.9674	0.8063
64	0.8232	0.6094	0.3357	2.6550	0.1495	0.8912	17.1000	0.0655	3.6739	79.0000	0.0929	858.0000	0.5278	598.0000	1133.0000	0.9720	0.8066
65	0.8222	0.6164	0.3506	2.4618	0.1867	0.8854	17.0000	0.0800	3.6970	92.0000	0.1094	864.0000	0.5331	604.0000	1133.0000	0.9572	0.8156
66	0.8067	0.6193	0.3575	2.5104	0.1698	0.8705	17.0000	0.0845	3.6362	99.0000	0.1151	915.0000	0.5605	635.0000	1133.0000	0.9607	0.8037
67	0.8091	0.6185	0.3497	2.5027	0.1750	0.8654	17.0000	0.0770	3.7262	100.0000	0.1125	913.0000	0.5384	610.0000	1133.0000	0.9628	0.7918
68	0.8283	0.6148	0.3511	2.6563	0.1570	0.8785	17.0000	0.0773	3.7083	90.0000	0.1108	838.0000	0.5508	624.0000	1133.0000	0.9618	0.7970
69	0.8108	0.6168	0.3509	2.5264	0.1666	0.8824	16.8000	0.0794	3.7421	90.0000	0.1019	889.0000	0.5613	636.0000	1133.0000	0.9663	0.7959
70	0.8246	0.6131	0.3399	2.0436	0.1551	0.8904	17.0000	0.0659	3.8353	75.0000	0.0946	825.0000	0.5252	595.0000	1133.0000	0.9770	0.8294
71	0.8080	0.6127	0.3547	2.3267	0.1754	0.8847	17.1000	0.0732	3.6703	91.0000	0.1009	906.0000	0.5728	649.0000	1133.0000	0.9680	0.7961
72	0.8166	0.6230	0.3617	2.5000	0.1771	0.8830	16.9000	0.0725	3.7399	89.0000	0.0959	934.0000	0.5666	642.0000	1133.0000	0.9668	0.8018
73	0.8026	0.6115	0.3412	2.5372	0.1542	0.8731	16.9000	0.0672	3.6615	87.0000	0.1036	847.0000	0.5110	579.0000	1133.0000	0.9681	0.8150
74	0.8027	0.6156	0.3443	2.4508	0.1627	0.8804	16.9000	0.0664	3.8091	86.0000	0.1036	863.0000	0.5455	618.0000	1133.0000	0.9676	0.8094
75	0.8115	0.6139	0.3476	2.5485	0.1473	0.8854	16.9000	0.0663	3.8381	85.0000	0.0988	866.0000	0.5287	599.0000	1133.0000	0.9688	0.8161
76	0.8104	0.6172	0.3519	2.2226	0.1558	0.8846	17.1000	0.0654	3.7650	89.0000	0.1050	867.0000	0.5296	600.0000	1133.0000	0.9596	0.8139
77	0.8171	0.6106	0.3480	2.4681	0.1700	0.8738	17.1000	0.0866	3.7606	89.0000	0.1045	863.0000	0.5419	614.0000	1133.0000	0.9594	0.8103
78	0.8210	0.6143	0.3491	2.4666	0.1793	0.8829	17.1000	0.0713	3.6894	86.0000	0.0998	883.0000	0.5428	615.0000	1133.0000	0.9660	0.7965
79	0.8518	0.6189	0.3537	2.2867	0.1851	0.8925	17.0000	0.0560	3.7113	79.0000	0.0944	865.0000	0.5410	613.0000	1133.0000	0.9746	0.8246
80	0.8293	0.6131	0.3530	2.4505	0.1713	0.8967	17.0000	0.0629	3.8230	80.0000	0.0948	859.0000	0.5287	599.0000	1133.0000	0.9627	0.8207
81	0.8064	0.6049	0.3350	2.6519	0.1533	0.8715	17.1000	0.0861	3.7270	92.0000	0.1154	813.0000	0.5269	597.0000	1133.0000	0.9631	0.7921
82	0.7989	0.6168	0.3470	2.4269	0.1561	0.8736	17.1000	0.0637	3.6613	94.0000	0.1101	876.0000	0.5446	617.0000	1133.0000	0.9623	0.7998
83	0.8047	0.6242	0.3509	2.5704	0.1757	0.8859	17.0000	0.0798	3.7376	87.0000	0.1056	866.0000	0.5684	644.0000	1133.0000	0.9677	0.8021
84	0.8097	0.6131	0.3526	2.5306	0.1581	0.8829	16.9000	0.0709	3.7815	89.0000	0.1022	899.0000	0.5534	627.0000	1133.0000	0.9677	0.8014
85	0.8316	0.6123	0.3366	2.3325	0.1623	0.8926	16.8000	0.0611	3.6205	83.0000	0.1026	839.0000	0.5605	635.0000	1133.0000	0.9595	0.8192
86	0.8232	0.6123	0.3563	2.6928	0.1783	0.8754	16.8000	0.0796	3.8548	97.0000	0.1189	830.0000	0.5287	599.0000	1133.0000	0.9530	0.8133
87	0.8474	0.6094	0.3500	2.5006	0.1688	0.8905	17.0000	0.0567	3.6921	84.0000	0.0968	901.0000	0.5560	630.0000	1133.0000	0.9756	0.7909
88	0.8216	0.6209	0.3476	2.2273	0.1754	0.8850	17.0000	0.0735	3.5917	83.0000	0.0990	858.0000	0.5728	649.0000	1133.0000	0.9709	0.8221
89	0.8510	0.6057	0.3434	2.4005	0.1648	0.8760	17.1000	0.0618	3.7219	84.0000	0.1019	849.0000	0.5269	597.0000	1133.0000	0.9694	0.7978
90	0.8209	0.6102	0.3473	2.5006	0.1605	0.8684	17.0000	0.0769	3.7468	97.0000	0.1193	869.0000	0.5437	616.0000	1133.0000	0.9528	0.8047
91	0.8193	0.6160	0.3577	2.2844	0.1698	0.8852	17.0000	0.0605	3.7417	85.0000	0.0964	886.0000	0.5569	631.0000	1133.0000	0.9786	0.7956
92	0.8223	0.6205	0.3557	2.4242	0.1783	0.8794	17.0000	0.0730	3.6935	91.0000	0.1002	924.0000	0.5702	646.0000	1133.0000	0.9751	0.8058
93	0.8209	0.6152	0.3598	2.3657	0.1864	0.8920	17.0000	0.0729	3.6508	89.0000	0.1018	916.0000	0.5737	650.0000	1133.0000	0.9607	0.8051
94	0.8139	0.6115	0.3509	2.4739	0.1666	0.8820	17.1000	0.0763	3.7309	95.0000	0.1098	901.0000	0.5543	628.0000	1133.0000	0.9700	0.7969
95	0.8365	0.6234	0.3493	2.5851	0.1489	0.8742	16.9000	0.0729	3.6485	93.0000	0.1030	911.0000	0.5349	606.0000	1133.0000	0.9671	0.8060
96	0.8046	0.6242	0.3562	2.4685	0.1697	0.8724	16.9000	0.0769	3.7472	94.0000	0.1068	888.0000	0.5516	625.0000	1133.0000	0.9617	0.8189
97	0.8082	0.6152	0.3458	2.6951	0.1525	0.8750	17.1000	0.0758	3.6605	96.0000	0.1125	902.0000	0.5693	645.0000	1133.0000	0.9634	0.7894
98	0.8371	0.6180	0.3605	2.4189	0.1668	0.8802	17.1000	0.0630	3.6884	87.0000	0.0960	912.0000	0.5834	661.0000	1133.0000	0.9649	0.8009
99	0.8229	0.6180	0.3489	2.5898	0.1640	0.8903	16.8000	0.0736	3.6606	85.0000	0.0979	885.0000	0.5799	657.0000	1133.0000	0.9706	0.7972
100	0.8505	0.6168	0.3579	2.6247	0.1640	0.8674	17.1000	0.0783	3.7859	93.0000	0.1085	890.0000	0.5402	612.0000	1133.0000	0.9697	0.7992
101	0.8546	0.6209	0.3579	2.5770	0.1847	0.8858	17.1000	0.0699	3.7633	94.0000	0.1078	877.0000	0.5481	621.0000	1133.0000	0.9498	0.8039
102	0.8285	0.6168	0.3485	2.6904	0.1700	0.8682	17.1000	0.0821	3.7283	94.0000	0.1098	872.0000	0.5587	633.0000	1133.0000	0.9622	0.7847
103	0.8248	0.6164	0.3481	2.5349	0.1628	0.8871	16.8000	0.0638	3.7694	83.0000	0.1002	845.0000	0.5357	607.0000	1133.0000	0.9680	0.8094
104	0.8139	0.6218	0.3536	2.6366	0.1730	0.8729	17.0000	0.0737	3.8043	97.0000	0.1091	897.0000	0.5366	608.0000	1133.0000	0.9643	0.7855
105	0.8101	0.6152	0.3457	2.6865	0.1739	0.8835	17.2000	0.0716	3.6148	96.0000	0.1146	874.0000	0.5499	623.0000	1133.0000	0.9542	0.7857
106	0.8055	0.6172	0.3551	2.7773	0.1680	0.8695	16.9000	0.0783	3.7604	101.0000	0.1179	871.0000	0.5305	601.0000	1133.0000	0.9472	0.7879
107	0.8183	0.6123	0.3560	2.6016	0.1616	0.8816	17.1000	0.0752	3.7340	85.0000	0.0990	886.0000	0.5508	624.0000	1133.0000	0.9707	0.7994
108	0.8326	0.6160	0.3517	2.3405	0.1750	0.8892	17.1000	0.0666	3.5749	88.0000	0.1017	878.0000	0.5772	654.0000	1133.0000	0.9636	0.7999
109	0.8157	0.6143	0.3528	2.5163	0.1691	0.8737	17.2000	0.0758	3.7180	95.0000	0.1096	889.0000	0.5446	617.0000	1133.0000	0.9674	0.7961
110	0.8332	0.6189	0.3549	2.6585	0.1673	0.8888	17.1000	0.0715	3.6398	91.0000	0.1036	896.0000	0.5808	658.0000	1133.0000	0.9609	0.7935
111	0.8135	0.6065	0.3377	2.4886	0.1541	0.8759	17.0000	0.0817	3.7588	87.0000	0.1101	835.0000	0.5269	597.0000	1133.0000	0.9701	0.8058
112	0.8188	0.6110	0.3407	2.5227	0.1685	0.8966	17.1000	0.0598	3.6543	86.0000	0.1007	882.0000	0.5463	619.0000	1133.0000	0.9671	0.7941
113	0.8128	0.6185	0.3494	2.4532	0.1753	0.8715	17.0000	0.0832	3.6656	89.0000	0.1031	887.0000	0.5331	604.0000	1133.0000	0.9718	0.8074
114	0.8095	0.6189	0.3549	2.3634	0.1716	0.8698	17.2000	0.0763	3.7928	99.0000	0.1163	886.0000	0.5666	642.0000	1133.0000	0.9582	0.8008
115	0.8107	0.6185	0.3593	2.5144	0.1722	0.8805	16.9000	0.0708	3.7381	90.0000	0.0996	935.0000	0.5560	630.0000	1133.0000	0.9658	0.7947
116	0.8168	0.6205	0.3551	2.4752	0.1432	0.8706	17.0000	0.0880	3.7987	90.0000	0.1083	846.0000	0.5481	621.0000	1133.0000	0.9645	0.8069
117	0.8116	0.6164	0.3477	2.2719	0.1802	0.8939	16.9000	0.0736	3.7291	82.0000	0.0980	857.0000	0.5278	598.0000	1133.0000	0.9650	0.8239
118	0.8374	0.6197	0.3569	2.4417	0.1742	0.8832	16.9000	0.0743	3.6977	85.0000	0.0988	883.0000	0.5693	645.0000	1133.0000	0.9717	0.7975
119	0.8289	0.6152	0.3557	2.4049	0.1806	0.8918	16.9000	0.0662	3.7408	88.0000	0.0999	899.0000	0.5516	625.0000	1133.0000	0.9677	0.8061
120	0.8087	0.6139	0.3438	2.4572	0.1635	0.8864	17.0000	0.0753	3.7053	88.0000	0.1038	864.0000	0.5481	621.0000	1133.0000	0.9641	0.8168
121	0.8131	0.6127	0.3580	2.7555	0.1494	0.8676	17.1000	0.0597	3.6709	99.0000	0.1177	867.0000	0.5499	623.0000	1133.0000	0.9619	0.7969
122	0.8094	0.6180	0.3548	2.7020	0.1851	0.8909	17.0000	0.0684	3.7496	89.0000	0.1055	869.0000	0.5569	631.0000	1133.0000	0.9666	0.8107
123	0.8227	0.6164	0.3584	2.4621	0.1685	0.8842	17.0000	0.0842	3.8373	85.0000	0.1027	831.0000	0.5207	590.0000	1133.0000	0.9735	0.8048
124	0.8265	0.6201	0.3533	2.4948	0.1750	0.8805	16.9000	0.0688	3.8074	92.0000	0.1074	869.0000	0.5455	618.0000	1133.0000	0.9643	0.8008
125	0.8377	0.6094	0.3437	2.3067	0.1579	0.8972	17.1000	0.0605	3.6380	76.0000	0.0931	825.0000	0.5534	627.0000	1133.0000	0.9709	0.8085
126	0.8036	0.6152	0.3454	2.6280	0.1732	0.8852	16.9000	0.0691	3.7319	91.0000	0.1066	863.0000	0.5366	608.0000	1133.0000	0.9594	0.7920
127	0.8242	0.6123	0.3447	2.4252	0.1733	0.8813	16.9000	0.0841	3.6327	93.0000	0.1106	889.0000	0.5719	648.0000	1133.0000	0.9561	0.8044
128	0.8142	0.6205	0.3435	2.5018	0.1528	0.8700	17.2000	0.0761	3.9091	96.0000	0.1181	829.0000	0.5146	583.0000	1133.0000	0.9542	0.8091
129	0.8205	0.6180	0.3530	2.4806	0.1705	0.8839	17.1000	0.0645	3.5502	91.0000	0.1040	928.0000	0.5808	658.0000	1133.0000	0.9666	0.7998
130	0.8081	0.6156	0.3683	2.5219	0.1795	0.8883	16.9000	0.0818	3.7591	84.0000	0.0999	866.0000	0.5605	635.0000	1133.0000	0.9711	0.7987
131	0.8162	0.6193	0.3626	2.5497	0.1690	0.8906	16.8000	0.0782	3.7267	89.0000	0.1019	886.0000	0.5684	644.0000	1133.0000	0.9628	0.8139
132	0.8218	0.6131	0.3472	2.4576	0.1787	0.8705	17.0000	0.0801	3.7944	87.0000	0.1066	837.0000	0.5322	603.0000	1133.0000	0.9665	0.8092
133	0.8120	0.6205	0.3592	2.2568	0.1637	0.8858	17.0000	0.0711	3.8797	84.0000	0.0962	880.0000	0.5357	607.0000	1133.0000	0.9761	0.8043
134	0.8174	0.6127	0.3510	2.4300	0.1692	0.8749	17.2000	0.0773	3.5611	89.0000	0.0976	928.0000	0.5993	679.0000	1133.0000	0.9709	0.7995
135	0.8231	0.6180	0.3531	2.4989	0.1776	0.8779	16.9000	0.0751	3.7035	93.0000	0.1060	894.0000	0.5596	634.0000	1133.0000	0.9620	0.8026
136	0.8005	0.6143	0.3472	2.5451	0.1643	0.8739	17.0000	0.0809	3.8156	96.0000	0.1152	842.0000	0.5216	591.0000	1133.0000	0.9525	0.8060
137	0.8367	0.6201	0.3436	2.4139	0.1714	0.9002	16.9000	0.0683	3.8831	81.0000	0.0994	836.0000	0.5207	590.0000	1133.0000	0.9665	0.8218
138	0.8329	0.6176	0.3582	2.6613	0.1774	0.8931	17.1000	0.0666	3.7239	82.0000	0.0962	871.0000	0.5499	623.0000	1133.0000	0.9690	0.8058
139	0.8097	0.6180	0.3502	2.4349	0.1686	0.8829	17.0000	0.0708	3.5940	91.0000	0.1010	922.0000	0.5631	638.0000	1133.0000	0.9675	0.8029
140	0.8076	0.6131	0.3526	2.3993	0.1636	0.8723	17.1000	0.0758	3.8579	95.0000	0.1106	869.0000	0.5278	598.0000	1133.0000	0.9655	0.7995
141	0.8278	0.6172	0.3495	2.5099	0.1654	0.8831	17.1000	0.0721	3.7601	91.0000	0.1073	859.0000	0.5481	621.0000	1133.0000	0.9593	0.8066
142	0.8434	0.6189	0.3608	2.7331	0.1689	0.8765	17.0000	0.0681	3.6455	96.0000	0.1016	948.0000	0.5702	646.0000	1133.0000	0.9652	0.7931
143	0.8132	0.6267	0.3569	2.4589	0.1471	0.8831	17.0000	0.0759	3.9711	83.0000	0.1027	828.0000	0.5199	589.0000	1133.0000	0.9662	0.8237
144	0.8211	0.6139	0.3472	2.4887	0.1652	0.8789	16.9000	0.0707	3.4726	90.0000	0.1020	929.0000	0.5958	675.0000	1133.0000	0.9602	0.8031
145	0.7900	0.6213	0.3586	2.3249	0.1689	0.8707	17.1000	0.0712	3.5822	85.0000	0.0941	905.0000	0.5746	651.0000	1133.0000	0.9746	0.7991
146	0.8047	0.6069	0.3417	2.5688	0.1606	0.8583	17.0000	0.0905	3.6385	94.0000	0.1110	872.0000	0.5640	639.0000	1133.0000	0.9610	0.7907
147	0.8156	0.6193	0.3642	2.5202	0.1732	0.8810	17.0000	0.0765	3.6382	100.0000	0.1125	917.0000	0.5781	655.0000	1133.0000	0.9629	0.7902
148	0.8072	0.6127	0.3449	2.4670	0.1623	0.8843	17.1000	0.0665	3.8171	84.0000	0.0981	863.0000	0.5357	607.0000	1133.0000	0.9676	0.8012
149	0.8097	0.6222	0.3598	2.5107	0.1854	0.8735	17.1000	0.0794	3.6218	95.0000	0.1050	936.0000	0.5834	661.0000	1133.0000	0.9658	0.7936
150	0.8010	0.6110	0.3493	2.3839	0.1593	0.8895	17.0000	0.0662	3.7192	85.0000	0.1006	857.0000	0.5375	609.0000	1133.0000	0.9697	0.8138
151	0.8064	0.6148	0.3452	2.3638	0.1708	0.8783	17.1000	0.0743	3.6086	87.0000	0.1005	907.0000	0.5366	608.0000	1133.0000	0.9669	0.8039
152	0.8041	0.6115	0.3473	2.5189	0.1593	0.8744	17.1000	0.0837	3.7918	88.0000	0.1043	848.0000	0.5384	610.0000	1133.0000	0.9634	0.8016
153	0.8316	0.6148	0.3452	2.3553	0.1745	0.8785	17.0000	0.0672	3.7562	85.0000	0.1019	850.0000	0.5322	603.0000	1133.0000	0.9635	0.8150
154	0.8068	0.6123	0.3408	2.4010	0.1606	0.8706	17.1000	0.0910	3.8134	88.0000	0.1072	838.0000	0.5252	595.0000	1133.0000	0.9618	0.8017
155	0.8297	0.6180	0.3609	2.2596	0.1794	0.8960	17.0000	0.0624	3.7571	84.0000	0.0996	882.0000	0.5560	630.0000	1133.0000	0.9637	0.8083
156	0.8152	0.6172	0.3466	2.3716	0.1674	0.8793	17.0000	0.0716	3.6844	87.0000	0.1012	880.0000	0.5481	621.0000	1133.0000	0.9739	0.7996
157	0.8320	0.6127	0.3444	2.1896	0.1605	0.8951	17.1000	0.0584	3.5538	79.0000	0.0919	886.0000	0.5658	641.0000	1133.0000	0.9707	0.8109
