run	doculect	accuracy	purity	words	sounds
1	Austral_1213	0.6940051020408163	0.8301735745936452	82	16
1	Austral_128	0.7844866071428572	0.8637674170140622	88	15
1	Hawaiian_52	0.7884453781512604	0.8505998029874677	103	15
1	Mangareva_239	0.7340277777777778	0.8422928532801828	100	20
1	Maori_85	0.7304444444444445	0.819206020278056	106	17
1	NorthMarquesan_38	0.720048309178744	0.8683750038413097	115	19
1	Rapanui_264	0.6815656565656566	0.862771978793392	101	19
1	Sikaiana_243	0.6329931972789116	0.8427691784844172	109	18
1	Tahitian_173	0.7623563218390806	0.8494343585088595	82	16
1	Tuamotuan_246	0.7924908424908423	0.8578572464455698	84	18
2	Austral_1213	0.7938271604938273	0.870725707274185	90	16
2	Austral_128	0.8307603686635944	0.8868858037809803	91	15
2	Hawaiian_52	0.8024276377217552	0.8100541247421149	101	15
2	Mangareva_239	0.8047619047619046	0.8301375779743311	84	19
2	Maori_85	0.8355555555555556	0.8632610465987969	100	17
2	NorthMarquesan_38	0.8490384615384615	0.8844329433113869	111	18
2	Rapanui_264	0.7639455782312925	0.8597828931123865	100	19
2	Sikaiana_243	0.871631205673759	0.875394666965908	95	17
2	Tahitian_173	0.7801190476190477	0.8902737957224081	87	16
2	Tuamotuan_246	0.8429029304029304	0.860098210496089	92	18
3	Austral_1213	0.8641304347826085	0.8934617091440357	85	16
3	Austral_128	0.7867924528301886	0.903430490394352	81	14
3	Hawaiian_52	0.8652046783625729	0.8719302603216641	90	15
3	Mangareva_239	0.8642857142857141	0.8760357484909118	97	19
3	Maori_85	0.7740740740740741	0.8641021435799282	97	17
3	NorthMarquesan_38	0.8166666666666665	0.8355539430196675	110	18
3	Rapanui_264	0.7864779874213833	0.8544746701648963	104	19
3	Sikaiana_243	0.8817460317460317	0.8963832696204623	97	17
3	Tahitian_173	0.8201388888888889	0.860797530997438	74	16
3	Tuamotuan_246	0.8624338624338621	0.8674827773408386	83	18
4	Austral_1213	0.7163333333333335	0.7870450136399261	85	15
4	Austral_128	0.8132275132275131	0.8475260895006885	79	15
4	Hawaiian_52	0.838988095238095	0.8530490857851191	98	15
4	Mangareva_239	0.8498299319727891	0.862766173328671	101	19
4	Maori_85	0.7996296296296297	0.856502589962555	105	17
4	NorthMarquesan_38	0.7741830065359477	0.8453522013797629	113	18
4	Rapanui_264	0.8201754385964911	0.8587542415004707	98	18
4	Sikaiana_243	0.7916666666666666	0.8441554837106807	92	17
4	Tahitian_173	0.8312893081761007	0.8508704696357993	67	16
4	Tuamotuan_246	0.7863505747126435	0.822183079691333	82	18
5	Austral_1213	0.8390070921985816	0.8590741785060264	80	15
5	Austral_128	0.8011479591836734	0.8633145184752354	84	14
5	Hawaiian_52	0.7238095238095239	0.8331387692863114	94	15
5	Mangareva_239	0.7916269841269841	0.8504348753373172	87	20
5	Maori_85	0.7754716981132075	0.8430621535912569	86	17
5	NorthMarquesan_38	0.7535531135531135	0.890160782543124	105	18
5	Rapanui_264	0.7978723404255319	0.8828030228395681	106	19
5	Sikaiana_243	0.8472222222222223	0.8797182641362814	99	17
5	Tahitian_173	0.8292682926829268	0.8857631174306779	83	16
5	Tuamotuan_246	0.8526556776556777	0.895712722324004	84	18
6	Austral_1213	0.8358333333333332	0.8589385481932171	85	15
6	Austral_128	0.8489795918367348	0.8810485180807839	81	15
6	Hawaiian_52	0.8403846153846154	0.8621926044363905	88	15
6	Mangareva_239	0.8152046783625733	0.846140090659691	88	20
6	Maori_85	0.7859693877551022	0.8768980357759679	91	17
6	NorthMarquesan_38	0.8134502923976609	0.8362095987820103	115	18
6	Rapanui_264	0.8263333333333334	0.8382472013655249	110	19
6	Sikaiana_243	0.7532520325203254	0.86500549524008	95	17
6	Tahitian_173	0.8263888888888888	0.8616388245518098	75	16
6	Tuamotuan_246	0.8568452380952379	0.8574517035640827	91	18
7	Austral_1213	0.8163333333333332	0.8549097027225422	83	15
7	Austral_128	0.7275757575757577	0.8616071369729758	86	15
7	Hawaiian_52	0.8543333333333334	0.8654967386424423	90	15
7	Mangareva_239	0.7659420289855071	0.8360588477531734	94	19
7	Maori_85	0.8095238095238094	0.8736567316638185	81	17
7	NorthMarquesan_38	0.800354609929078	0.8660165524846597	108	18
7	Rapanui_264	0.8280141843971631	0.8770127077117761	111	18
7	Sikaiana_243	0.7561904761904762	0.7580779324384689	96	17
7	Tahitian_173	0.7959349593495937	0.8543928546078193	87	16
7	Tuamotuan_246	0.8104575163398692	0.8319801396401499	80	18
8	Austral_1213	0.8164640324214791	0.8538777274657128	88	15
8	Austral_128	0.7861666666666668	0.8874605358036018	82	15
8	Hawaiian_52	0.8612612612612611	0.883932159764007	103	15
8	Mangareva_239	0.7761904761904761	0.8486194924025959	89	19
8	Maori_85	0.7051020408163264	0.8506096742293883	89	17
8	NorthMarquesan_38	0.7705128205128204	0.8533167523773478	110	18
8	Rapanui_264	0.7808641975308643	0.8632430071981222	103	19
8	Sikaiana_243	0.7975000000000001	0.8406867725329873	97	17
