accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.5879	0.2499	0.6511	0.7370	0.0740	0.8113	33.2667	0.1055	2407.0000	358.0000	0.1487	2435.0000
2	0.5925	0.2499	0.6468	0.7390	0.0736	0.8240	32.6000	0.0931	2466.0000	338.0000	0.1371	2493.0000
3	0.6060	0.2499	0.6429	0.7222	0.0754	0.8142	33.0000	0.0996	2420.0000	352.0000	0.1455	2457.0000
4	0.5857	0.2499	0.6471	0.7155	0.0742	0.8061	32.9333	0.1000	2445.0000	358.0000	0.1464	2476.0000
5	0.6056	0.2499	0.6489	0.7410	0.0731	0.8245	33.0667	0.0942	2461.0000	350.0000	0.1422	2495.0000
6	0.5777	0.2499	0.6443	0.7306	0.0749	0.8084	32.8000	0.1041	2427.0000	354.0000	0.1459	2460.0000
7	0.5875	0.2499	0.6403	0.7382	0.0780	0.8097	33.0000	0.1057	2368.0000	368.0000	0.1554	2396.0000
8	0.6007	0.2499	0.6475	0.7321	0.0738	0.8175	33.0667	0.1006	2464.0000	349.0000	0.1416	2500.0000
9	0.5904	0.2499	0.6471	0.7414	0.0742	0.8183	32.9333	0.0980	2446.0000	344.0000	0.1406	2476.0000
10	0.5862	0.2499	0.6499	0.7336	0.0743	0.8225	32.8667	0.0961	2434.0000	342.0000	0.1405	2473.0000
11	0.5829	0.2499	0.6359	0.7302	0.0765	0.8024	33.1333	0.1087	2391.0000	370.0000	0.1547	2425.0000
12	0.5838	0.2499	0.6595	0.7227	0.0740	0.8113	33.1333	0.1038	2455.0000	362.0000	0.1475	2492.0000
13	0.5891	0.2499	0.6454	0.7332	0.0743	0.8151	33.2667	0.1045	2411.0000	356.0000	0.1477	2450.0000
14	0.5916	0.2499	0.6451	0.7481	0.0772	0.8147	33.2000	0.1013	2402.0000	343.0000	0.1428	2431.0000
15	0.5982	0.2499	0.6421	0.7354	0.0754	0.8158	32.8000	0.1006	2387.0000	348.0000	0.1458	2418.0000
16	0.6121	0.2499	0.6393	0.7278	0.0768	0.8121	33.3333	0.1069	2390.0000	351.0000	0.1469	2419.0000
17	0.5947	0.2499	0.6509	0.7384	0.0745	0.8174	33.0667	0.0974	2399.0000	343.0000	0.1430	2443.0000
18	0.5929	0.2499	0.6442	0.7436	0.0764	0.8144	33.2667	0.1002	2416.0000	346.0000	0.1432	2445.0000
19	0.5998	0.2499	0.6447	0.7428	0.0744	0.8140	33.0000	0.1066	2430.0000	349.0000	0.1436	2457.0000
20	0.5974	0.2499	0.6422	0.7298	0.0749	0.8186	32.9333	0.1016	2422.0000	355.0000	0.1466	2457.0000
21	0.5901	0.2499	0.6476	0.7293	0.0738	0.8066	32.5333	0.1082	2426.0000	358.0000	0.1476	2473.0000
22	0.5809	0.2499	0.6543	0.7289	0.0744	0.8123	32.7333	0.1001	2449.0000	357.0000	0.1458	2477.0000
23	0.5869	0.2499	0.6556	0.7317	0.0732	0.8119	32.9333	0.1071	2464.0000	352.0000	0.1429	2501.0000
24	0.5893	0.2499	0.6535	0.7331	0.0735	0.8220	32.7333	0.0907	2451.0000	338.0000	0.1379	2498.0000
25	0.5876	0.2499	0.6527	0.7370	0.0757	0.8124	33.0667	0.1040	2415.0000	354.0000	0.1466	2437.0000
26	0.5806	0.2499	0.6548	0.7424	0.0728	0.8146	32.4667	0.0996	2464.0000	354.0000	0.1437	2501.0000
27	0.5913	0.2499	0.6454	0.7427	0.0746	0.8190	33.3333	0.0970	2449.0000	342.0000	0.1396	2471.0000
28	0.6044	0.2499	0.6430	0.7352	0.0775	0.8082	32.8667	0.1089	2374.0000	353.0000	0.1487	2396.0000
29	0.5944	0.2499	0.6397	0.7319	0.0755	0.8114	32.8667	0.1050	2375.0000	353.0000	0.1486	2407.0000
30	0.5725	0.2499	0.6529	0.7257	0.0736	0.8112	33.2667	0.1053	2432.0000	357.0000	0.1468	2473.0000
31	0.5845	0.2499	0.6395	0.7300	0.0741	0.8151	33.1333	0.0990	2413.0000	349.0000	0.1446	2444.0000
32	0.5904	0.2499	0.6441	0.7445	0.0751	0.8194	33.2667	0.0971	2409.0000	341.0000	0.1416	2452.0000
33	0.6076	0.2499	0.6458	0.7424	0.0749	0.8247	33.2000	0.0974	2402.0000	339.0000	0.1411	2441.0000
34	0.5923	0.2499	0.6466	0.7272	0.0754	0.8098	33.1333	0.1080	2435.0000	360.0000	0.1478	2459.0000
35	0.5897	0.2499	0.6491	0.7600	0.0746	0.8143	32.4667	0.1032	2423.0000	341.0000	0.1407	2464.0000
36	0.5860	0.2499	0.6483	0.7360	0.0747	0.8111	33.1333	0.1049	2430.0000	360.0000	0.1481	2471.0000
37	0.5914	0.2499	0.6602	0.7277	0.0721	0.8105	32.9333	0.1047	2513.0000	360.0000	0.1433	2537.0000
38	0.5936	0.2499	0.6457	0.7370	0.0744	0.8198	33.1333	0.0969	2425.0000	349.0000	0.1439	2459.0000
39	0.5898	0.2499	0.6461	0.7341	0.0760	0.8113	33.0000	0.1051	2401.0000	351.0000	0.1462	2444.0000
