accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.4178	0.4107	0.1807	0.8345	0.0395	0.6734	34.3750	0.2300	479.0000	125.0000	0.2610	492.0000
2	0.3981	0.3991	0.1834	0.8366	0.0374	0.6514	34.8750	0.2818	409.0000	117.0000	0.2861	419.0000
3	0.3528	0.3881	0.1888	0.8582	0.0346	0.6508	34.6250	0.2787	390.0000	107.0000	0.2744	394.0000
4	0.3172	0.3645	0.1550	0.8350	0.0331	0.5903	33.3750	0.3339	335.0000	114.0000	0.3403	338.0000
5	0.3754	0.3683	0.1637	0.8730	0.0333	0.6863	33.2500	0.2480	340.0000	95.0000	0.2794	346.0000
6	0.3665	0.3804	0.1908	0.8582	0.0379	0.6660	34.8750	0.2644	381.0000	113.0000	0.2966	391.0000
7	0.3789	0.3738	0.1776	0.8596	0.0352	0.6676	33.5000	0.2652	350.0000	107.0000	0.3057	357.0000
8	0.3479	0.3645	0.1483	0.8672	0.0292	0.6092	34.3750	0.3304	301.0000	99.0000	0.3289	306.0000
9	0.3135	0.3738	0.1801	0.8742	0.0331	0.6243	34.1250	0.2951	341.0000	103.0000	0.3021	348.0000
10	0.3446	0.3705	0.1618	0.8778	0.0317	0.6210	34.2500	0.3082	332.0000	107.0000	0.3223	339.0000
11	0.3455	0.3689	0.1673	0.8765	0.0329	0.6552	34.5000	0.2721	370.0000	102.0000	0.2757	379.0000
12	0.3434	0.3584	0.1747	0.8575	0.0347	0.5981	34.2500	0.3372	337.0000	115.0000	0.3412	343.0000
13	0.3569	0.3678	0.1672	0.8842	0.0325	0.6289	34.0000	0.3106	342.0000	103.0000	0.3012	349.0000
14	0.3853	0.3645	0.1688	0.8677	0.0353	0.6605	34.1250	0.2843	363.0000	104.0000	0.2865	369.0000
15	0.3306	0.3755	0.1786	0.8592	0.0332	0.6196	35.5000	0.3142	368.0000	113.0000	0.3071	375.0000
16	0.3137	0.3645	0.1683	0.8681	0.0270	0.5778	34.1250	0.3628	346.0000	109.0000	0.3150	350.0000
17	0.3491	0.3650	0.1734	0.8580	0.0337	0.6132	34.2500	0.3136	349.0000	103.0000	0.2951	353.0000
18	0.3393	0.3623	0.1596	0.8683	0.0294	0.6008	34.5000	0.3458	316.0000	107.0000	0.3386	322.0000
19	0.3706	0.3628	0.1715	0.8503	0.0352	0.6462	34.1250	0.2953	361.0000	105.0000	0.2909	370.0000
20	0.3358	0.3612	0.1577	0.8579	0.0300	0.6319	34.5000	0.3108	324.0000	102.0000	0.3148	333.0000
21	0.3592	0.3694	0.1786	0.8550	0.0340	0.6335	34.1250	0.2902	367.0000	116.0000	0.3161	375.0000
22	0.3560	0.3606	0.1705	0.8713	0.0306	0.6570	34.2500	0.2612	344.0000	96.0000	0.2791	353.0000
23	0.3535	0.3634	0.1791	0.8705	0.0360	0.6171	34.0000	0.3319	334.0000	103.0000	0.3084	338.0000
