accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
14	0.7029	0.5316	0.8392	2.4798	0.2785	0.8236	33.5714	0.1150	6.2324	676.0000	0.2415	2801.0000	0.9324	3903.0000	4186.0000	0.9439	0.8874
15	0.7041	0.5312	0.8401	2.5970	0.2831	0.8248	33.3571	0.1117	6.2128	664.0000	0.2378	2794.0000	0.9374	3924.0000	4186.0000	0.9477	0.8826
16	0.7031	0.5314	0.8423	2.5229	0.2792	0.8191	33.7143	0.1150	6.2766	681.0000	0.2441	2792.0000	0.9372	3923.0000	4186.0000	0.9423	0.8840
17	0.6972	0.5316	0.8414	2.6224	0.2762	0.8210	33.1429	0.1143	6.2219	670.0000	0.2407	2786.0000	0.9367	3921.0000	4186.0000	0.9422	0.8845
18	0.7013	0.5315	0.8407	2.4989	0.2858	0.8228	33.1429	0.1144	6.2047	670.0000	0.2410	2782.0000	0.9369	3922.0000	4186.0000	0.9479	0.8866
19	0.6968	0.5314	0.8406	2.5289	0.2746	0.8245	33.5714	0.1162	6.2605	677.0000	0.2436	2781.0000	0.9343	3911.0000	4186.0000	0.9457	0.8873
20	0.7030	0.5310	0.8389	2.5869	0.2812	0.8249	33.2143	0.1071	6.1993	662.0000	0.2374	2791.0000	0.9348	3913.0000	4186.0000	0.9463	0.8816
21	0.7094	0.5308	0.8422	2.6914	0.2758	0.8172	33.5714	0.1190	6.2896	680.0000	0.2442	2787.0000	0.9355	3916.0000	4186.0000	0.9379	0.8776
22	0.7148	0.5300	0.8393	2.7125	0.2773	0.8199	33.3571	0.1112	6.1680	668.0000	0.2414	2769.0000	0.9398	3934.0000	4186.0000	0.9415	0.8814
23	0.7037	0.5308	0.8390	2.6456	0.2826	0.8211	33.6429	0.1141	6.1760	665.0000	0.2387	2788.0000	0.9353	3915.0000	4186.0000	0.9494	0.8811
24	0.6914	0.5330	0.8407	2.4986	0.2783	0.8168	33.5000	0.1219	6.3155	680.0000	0.2453	2774.0000	0.9252	3873.0000	4186.0000	0.9481	0.8869
25	0.7137	0.5332	0.8409	2.4604	0.2835	0.8257	33.4286	0.1151	6.2408	666.0000	0.2388	2791.0000	0.9307	3896.0000	4186.0000	0.9466	0.8873
26	0.7041	0.5312	0.8423	2.4125	0.2879	0.8284	33.4286	0.1129	6.2771	651.0000	0.2347	2776.0000	0.9353	3915.0000	4186.0000	0.9568	0.8887
27	0.7050	0.5327	0.8417	2.5522	0.2789	0.8257	33.3571	0.1109	6.2715	667.0000	0.2387	2796.0000	0.9345	3912.0000	4186.0000	0.9431	0.8838
28	0.6969	0.5314	0.8394	2.5885	0.2784	0.8193	33.4286	0.1173	6.2309	690.0000	0.2479	2785.0000	0.9343	3911.0000	4186.0000	0.9443	0.8802
29	0.7071	0.5332	0.8417	2.5156	0.2839	0.8206	32.9286	0.1159	6.2497	666.0000	0.2395	2783.0000	0.9336	3908.0000	4186.0000	0.9501	0.8860
30	0.7067	0.5321	0.8427	2.5491	0.2768	0.8176	33.5714	0.1175	6.2658	693.0000	0.2484	2792.0000	0.9357	3917.0000	4186.0000	0.9438	0.8852
31	0.7043	0.5329	0.8384	2.5432	0.2733	0.8184	33.3571	0.1189	6.3322	696.0000	0.2505	2780.0000	0.9226	3862.0000	4186.0000	0.9396	0.8854
32	0.6948	0.5345	0.8440	2.5038	0.2818	0.8185	33.5000	0.1208	6.3252	689.0000	0.2469	2793.0000	0.9286	3887.0000	4186.0000	0.9431	0.8899
33	0.7020	0.5309	0.8399	2.5284	0.2838	0.8237	33.5714	0.1148	6.2928	664.0000	0.2407	2761.0000	0.9302	3894.0000	4186.0000	0.9518	0.8869
34	0.7060	0.5316	0.8426	2.4654	0.2839	0.8279	33.2857	0.1107	6.2744	656.0000	0.2350	2793.0000	0.9367	3921.0000	4186.0000	0.9484	0.8874
35	0.7082	0.5333	0.8441	2.4185	0.2798	0.8194	33.2857	0.1207	6.2836	680.0000	0.2438	2791.0000	0.9333	3907.0000	4186.0000	0.9441	0.8899
36	0.7076	0.5306	0.8388	2.6146	0.2739	0.8214	33.2857	0.1152	6.2279	674.0000	0.2431	2774.0000	0.9329	3905.0000	4186.0000	0.9445	0.8855
37	0.7068	0.5308	0.8410	2.6473	0.2824	0.8208	33.2857	0.1169	6.2377	670.0000	0.2406	2787.0000	0.9355	3916.0000	4186.0000	0.9415	0.8811
38	0.7124	0.5336	0.8411	2.5311	0.2809	0.8330	33.7857	0.1072	6.2531	656.0000	0.2362	2779.0000	0.9298	3892.0000	4186.0000	0.9507	0.8837
39	0.7013	0.5327	0.8421	2.4852	0.2774	0.8227	33.4286	0.1161	6.2653	668.0000	0.2392	2795.0000	0.9345	3912.0000	4186.0000	0.9463	0.8857
40	0.7005	0.5323	0.8400	2.5767	0.2869	0.8230	33.1429	0.1149	6.2414	666.0000	0.2399	2778.0000	0.9322	3902.0000	4186.0000	0.9438	0.8832
41	0.7032	0.5322	0.8414	2.6032	0.2846	0.8184	33.3571	0.1179	6.2273	675.0000	0.2419	2792.0000	0.9355	3916.0000	4186.0000	0.9416	0.8845
42	0.7116	0.5305	0.8401	2.5981	0.2816	0.8192	33.3571	0.1150	6.1919	664.0000	0.2382	2789.0000	0.9388	3930.0000	4186.0000	0.9412	0.8815
43	0.6979	0.5303	0.8412	2.5835	0.2760	0.8165	33.3571	0.1201	6.2248	682.0000	0.2444	2792.0000	0.9362	3919.0000	4186.0000	0.9427	0.8809
44	0.7024	0.5308	0.8406	2.5398	0.2793	0.8251	33.2857	0.1151	6.2362	675.0000	0.2425	2786.0000	0.9355	3916.0000	4186.0000	0.9454	0.8881
45	0.7082	0.5322	0.8409	2.6007	0.2803	0.8223	33.5000	0.1159	6.2416	686.0000	0.2461	2790.0000	0.9355	3916.0000	4186.0000	0.9416	0.8851
46	0.7081	0.5327	0.8433	2.4898	0.2791	0.8273	33.5714	0.1140	6.3195	671.0000	0.2401	2797.0000	0.9331	3906.0000	4186.0000	0.9478	0.8853
47	0.7065	0.5329	0.8396	2.5388	0.2793	0.8234	33.3571	0.1137	6.2035	658.0000	0.2358	2793.0000	0.9310	3897.0000	4186.0000	0.9474	0.8859
48	0.7067	0.5329	0.8429	2.5226	0.2796	0.8219	33.5714	0.1160	6.2887	667.0000	0.2391	2792.0000	0.9341	3910.0000	4186.0000	0.9456	0.8840
49	0.7036	0.5323	0.8401	2.5061	0.2816	0.8244	33.3571	0.1099	6.2371	666.0000	0.2399	2778.0000	0.9322	3902.0000	4186.0000	0.9525	0.8835
50	0.7126	0.5300	0.8411	2.6146	0.2707	0.8263	33.0714	0.1099	6.2227	666.0000	0.2383	2797.0000	0.9398	3934.0000	4186.0000	0.9446	0.8845
51	0.7075	0.5293	0.8380	2.4946	0.2765	0.8231	33.2143	0.1141	6.2057	664.0000	0.2397	2772.0000	0.9350	3914.0000	4186.0000	0.9448	0.8867
52	0.7036	0.5346	0.8409	2.4648	0.2746	0.8214	33.5000	0.1177	6.3136	685.0000	0.2464	2782.0000	0.9264	3878.0000	4186.0000	0.9407	0.8912
53	0.7024	0.5321	0.8418	2.5443	0.2823	0.8223	33.2857	0.1150	6.2441	651.0000	0.2345	2778.0000	0.9357	3917.0000	4186.0000	0.9492	0.8831
54	0.6940	0.5351	0.8427	2.6072	0.2844	0.8195	33.5000	0.1168	6.3194	690.0000	0.2475	2790.0000	0.9298	3892.0000	4186.0000	0.9441	0.8808
55	0.7001	0.5320	0.8422	2.5027	0.2745	0.8203	33.5714	0.1161	6.2833	681.0000	0.2445	2787.0000	0.9360	3918.0000	4186.0000	0.9458	0.8838
56	0.7031	0.5324	0.8385	2.5343	0.2814	0.8206	33.2857	0.1168	6.2672	676.0000	0.2431	2783.0000	0.9290	3889.0000	4186.0000	0.9425	0.8843
57	0.7062	0.5328	0.8414	2.4648	0.2745	0.8228	33.6429	0.1172	6.2066	688.0000	0.2458	2801.0000	0.9343	3911.0000	4186.0000	0.9475	0.8892
58	0.6994	0.5290	0.8410	2.5086	0.2781	0.8244	33.4286	0.1142	6.2272	664.0000	0.2371	2802.0000	0.9388	3930.0000	4186.0000	0.9493	0.8833
59	0.6897	0.5315	0.8397	2.6568	0.2743	0.8137	33.5714	0.1187	6.1757	688.0000	0.2464	2794.0000	0.9369	3922.0000	4186.0000	0.9467	0.8780
60	0.7092	0.5330	0.8411	2.5068	0.2762	0.8230	33.3571	0.1142	6.2307	678.0000	0.2423	2800.0000	0.9338	3909.0000	4186.0000	0.9429	0.8863
61	0.7080	0.5321	0.8400	2.4776	0.2758	0.8270	33.7857	0.1115	6.1926	667.0000	0.2388	2795.0000	0.9329	3905.0000	4186.0000	0.9481	0.8897
62	0.7022	0.5317	0.8403	2.5025	0.2798	0.8236	33.4286	0.1128	6.2176	663.0000	0.2371	2798.0000	0.9365	3920.0000	4186.0000	0.9492	0.8872
63	0.7017	0.5322	0.8398	2.5485	0.2825	0.8221	33.6429	0.1148	6.2729	674.0000	0.2434	2771.0000	0.9279	3884.0000	4186.0000	0.9455	0.8832
64	0.7061	0.5314	0.8422	2.4630	0.2705	0.8276	33.3571	0.1134	6.2411	668.0000	0.2390	2797.0000	0.9372	3923.0000	4186.0000	0.9449	0.8904
65	0.7014	0.5329	0.8385	2.7540	0.2693	0.8146	33.3571	0.1202	6.2161	689.0000	0.2476	2785.0000	0.9310	3897.0000	4186.0000	0.9408	0.8816
66	0.7069	0.5318	0.8423	2.6435	0.2736	0.8214	33.4286	0.1144	6.3142	677.0000	0.2437	2780.0000	0.9305	3895.0000	4186.0000	0.9439	0.8791
67	0.7049	0.5317	0.8413	2.5421	0.2818	0.8198	33.5000	0.1135	6.2566	670.0000	0.2410	2782.0000	0.9338	3909.0000	4186.0000	0.9475	0.8840
68	0.6957	0.5318	0.8410	2.6145	0.2685	0.8182	33.5000	0.1200	6.2529	678.0000	0.2440	2781.0000	0.9331	3906.0000	4186.0000	0.9450	0.8840
69	0.7051	0.5321	0.8396	2.5615	0.2806	0.8200	33.5714	0.1152	6.2576	677.0000	0.2429	2789.0000	0.9329	3905.0000	4186.0000	0.9416	0.8832
70	0.7070	0.5318	0.8435	2.5576	0.2770	0.8269	33.6429	0.1089	6.2490	669.0000	0.2394	2796.0000	0.9362	3919.0000	4186.0000	0.9478	0.8857
71	0.7030	0.5317	0.8426	2.5673	0.2853	0.8214	33.0714	0.1170	6.2671	663.0000	0.2376	2792.0000	0.9365	3920.0000	4186.0000	0.9481	0.8812
72	0.6973	0.5345	0.8418	2.6618	0.2762	0.8121	33.5000	0.1224	6.2846	697.0000	0.2504	2785.0000	0.9290	3889.0000	4186.0000	0.9357	0.8808
73	0.6975	0.5349	0.8425	2.4025	0.2871	0.8268	33.6429	0.1153	6.2874	670.0000	0.2399	2795.0000	0.9300	3893.0000	4186.0000	0.9546	0.8928
74	0.6959	0.5324	0.8449	2.5549	0.2820	0.8143	33.5000	0.1225	6.3163	684.0000	0.2449	2795.0000	0.9350	3914.0000	4186.0000	0.9499	0.8847
75	0.7039	0.5343	0.8424	2.4910	0.2848	0.8220	33.4286	0.1144	6.2860	674.0000	0.2430	2776.0000	0.9288	3888.0000	4186.0000	0.9478	0.8877
76	0.7032	0.5351	0.8438	2.6281	0.2752	0.8206	33.4286	0.1146	6.3248	682.0000	0.2452	2783.0000	0.9298	3892.0000	4186.0000	0.9429	0.8801
77	0.6988	0.5299	0.8418	2.3785	0.2820	0.8239	33.4286	0.1143	6.2506	657.0000	0.2357	2790.0000	0.9372	3923.0000	4186.0000	0.9513	0.8869
78	0.7052	0.5330	0.8437	2.5375	0.2781	0.8305	33.4286	0.1103	6.2988	661.0000	0.2373	2787.0000	0.9338	3909.0000	4186.0000	0.9501	0.8888
79	0.7016	0.5321	0.8390	2.6180	0.2823	0.8190	33.5714	0.1162	6.2490	687.0000	0.2469	2785.0000	0.9298	3892.0000	4186.0000	0.9393	0.8815
80	0.7005	0.5334	0.8438	2.5477	0.2743	0.8241	33.4286	0.1154	6.3529	685.0000	0.2460	2786.0000	0.9302	3894.0000	4186.0000	0.9465	0.8870
81	0.7026	0.5341	0.8420	2.5186	0.2825	0.8268	33.7143	0.1156	6.2731	667.0000	0.2392	2790.0000	0.9317	3900.0000	4186.0000	0.9455	0.8863
82	0.7135	0.5317	0.8416	2.4626	0.2787	0.8261	33.5714	0.1141	6.2542	668.0000	0.2392	2795.0000	0.9350	3914.0000	4186.0000	0.9481	0.8877
83	0.7069	0.5310	0.8416	2.4855	0.2716	0.8203	33.6429	0.1182	6.2874	676.0000	0.2424	2791.0000	0.9319	3901.0000	4186.0000	0.9423	0.8854
84	0.7014	0.5327	0.8407	2.7291	0.2793	0.8127	33.5000	0.1233	6.2328	685.0000	0.2460	2787.0000	0.9317	3900.0000	4186.0000	0.9340	0.8751
85	0.7096	0.5330	0.8416	2.4588	0.2901	0.8300	33.1429	0.1123	6.2331	660.0000	0.2367	2790.0000	0.9338	3909.0000	4186.0000	0.9559	0.8894
86	0.7028	0.5312	0.8423	2.4626	0.2768	0.8241	33.5714	0.1139	6.2439	668.0000	0.2401	2784.0000	0.9374	3924.0000	4186.0000	0.9440	0.8866
87	0.7104	0.5341	0.8436	2.4943	0.2804	0.8191	33.4286	0.1201	6.2869	679.0000	0.2427	2800.0000	0.9317	3900.0000	4186.0000	0.9432	0.8861
88	0.7079	0.5310	0.8408	2.6488	0.2781	0.8222	33.5000	0.1149	6.2402	660.0000	0.2377	2779.0000	0.9379	3926.0000	4186.0000	0.9453	0.8818
89	0.7079	0.5328	0.8409	2.6508	0.2714	0.8214	33.5714	0.1139	6.2613	679.0000	0.2428	2798.0000	0.9317	3900.0000	4186.0000	0.9435	0.8855
90	0.6985	0.5318	0.8425	2.5454	0.2719	0.8146	33.3571	0.1235	6.3194	689.0000	0.2474	2787.0000	0.9312	3898.0000	4186.0000	0.9415	0.8838
91	0.6998	0.5300	0.8412	2.4516	0.2794	0.8347	32.8571	0.1026	6.2016	659.0000	0.2364	2790.0000	0.9398	3934.0000	4186.0000	0.9516	0.8860
92	0.7077	0.5340	0.8436	2.5016	0.2794	0.8275	33.0714	0.1094	6.3207	656.0000	0.2357	2785.0000	0.9319	3901.0000	4186.0000	0.9494	0.8839
93	0.7069	0.5345	0.8427	2.4536	0.2793	0.8267	33.7143	0.1122	6.2661	678.0000	0.2429	2793.0000	0.9310	3897.0000	4186.0000	0.9488	0.8893
94	0.7021	0.5324	0.8398	2.5302	0.2779	0.8141	33.4286	0.1235	6.2699	693.0000	0.2496	2778.0000	0.9224	3861.0000	4186.0000	0.9348	0.8863
95	0.7097	0.5321	0.8396	2.5047	0.2817	0.8242	33.6429	0.1131	6.2326	669.0000	0.2398	2792.0000	0.9326	3904.0000	4186.0000	0.9473	0.8859
96	0.7084	0.5334	0.8405	2.4317	0.2779	0.8252	33.2143	0.1133	6.2843	677.0000	0.2437	2780.0000	0.9236	3866.0000	4186.0000	0.9435	0.8891
97	0.6977	0.5343	0.8410	2.5428	0.2798	0.8281	33.6429	0.1135	6.2571	674.0000	0.2407	2802.0000	0.9290	3889.0000	4186.0000	0.9454	0.8869
98	0.7079	0.5335	0.8451	2.4617	0.2757	0.8286	33.4286	0.1122	6.3155	670.0000	0.2400	2794.0000	0.9329	3905.0000	4186.0000	0.9470	0.8854
99	0.7086	0.5308	0.8412	2.6253	0.2762	0.8223	33.2143	0.1167	6.2776	677.0000	0.2429	2789.0000	0.9329	3905.0000	4186.0000	0.9419	0.8835
100	0.7147	0.5322	0.8404	2.5225	0.2842	0.8307	33.0000	0.1079	6.2692	660.0000	0.2375	2781.0000	0.9293	3890.0000	4186.0000	0.9493	0.8879
101	0.7027	0.5347	0.8439	2.5045	0.2789	0.8182	33.3571	0.1182	6.3278	680.0000	0.2445	2783.0000	0.9276	3883.0000	4186.0000	0.9461	0.8828
102	0.7043	0.5321	0.8414	2.6039	0.2766	0.8217	33.3571	0.1153	6.3022	667.0000	0.2397	2785.0000	0.9329	3905.0000	4186.0000	0.9451	0.8815
103	0.7032	0.5316	0.8404	2.5498	0.2775	0.8186	33.5000	0.1184	6.2338	671.0000	0.2415	2781.0000	0.9338	3909.0000	4186.0000	0.9432	0.8846
104	0.7147	0.5343	0.8413	2.5583	0.2842	0.8246	33.3571	0.1163	6.2696	658.0000	0.2378	2769.0000	0.9279	3884.0000	4186.0000	0.9494	0.8895
105	0.7044	0.5320	0.8413	2.4662	0.2819	0.8184	33.2857	0.1215	6.2784	682.0000	0.2453	2782.0000	0.9336	3908.0000	4186.0000	0.9421	0.8880
106	0.6970	0.5326	0.8409	2.5833	0.2790	0.8219	33.4286	0.1156	6.2782	675.0000	0.2420	2791.0000	0.9324	3903.0000	4186.0000	0.9441	0.8863
107	0.7031	0.5353	0.8448	2.5631	0.2744	0.8201	33.5000	0.1156	6.3162	691.0000	0.2471	2799.0000	0.9293	3890.0000	4186.0000	0.9443	0.8879
108	0.7029	0.5321	0.8420	2.4723	0.2802	0.8193	33.5000	0.1169	6.2487	676.0000	0.2417	2799.0000	0.9357	3917.0000	4186.0000	0.9443	0.8840
109	0.7107	0.5320	0.8408	2.5158	0.2795	0.8238	33.3571	0.1130	6.2593	668.0000	0.2398	2788.0000	0.9331	3906.0000	4186.0000	0.9505	0.8846
110	0.7003	0.5339	0.8420	2.6690	0.2786	0.8133	33.7857	0.1229	6.2869	686.0000	0.2454	2798.0000	0.9293	3890.0000	4186.0000	0.9425	0.8791
111	0.7083	0.5328	0.8390	2.5555	0.2782	0.8266	33.6429	0.1131	6.2481	674.0000	0.2422	2785.0000	0.9293	3890.0000	4186.0000	0.9461	0.8854
112	0.7000	0.5340	0.8401	2.5544	0.2788	0.8181	33.5000	0.1201	6.2550	678.0000	0.2434	2787.0000	0.9293	3890.0000	4186.0000	0.9480	0.8852
113	0.6977	0.5310	0.8416	2.5552	0.2751	0.8174	33.2143	0.1175	6.2348	683.0000	0.2444	2797.0000	0.9379	3926.0000	4186.0000	0.9378	0.8838
114	0.6923	0.5324	0.8434	2.6102	0.2832	0.8234	33.4286	0.1134	6.2626	673.0000	0.2410	2794.0000	0.9350	3914.0000	4186.0000	0.9535	0.8842
115	0.7013	0.5310	0.8402	2.4862	0.2791	0.8259	33.2143	0.1096	6.2227	654.0000	0.2348	2787.0000	0.9365	3920.0000	4186.0000	0.9480	0.8858
116	0.7066	0.5329	0.8439	2.5045	0.2836	0.8225	33.2857	0.1146	6.2921	673.0000	0.2417	2787.0000	0.9341	3910.0000	4186.0000	0.9469	0.8844
117	0.7009	0.5335	0.8401	2.5516	0.2877	0.8170	33.3571	0.1177	6.2080	662.0000	0.2384	2779.0000	0.9314	3899.0000	4186.0000	0.9464	0.8833
118	0.7088	0.5306	0.8377	2.6038	0.2748	0.8237	33.3571	0.1098	6.2121	663.0000	0.2387	2779.0000	0.9326	3904.0000	4186.0000	0.9511	0.8853
119	0.7039	0.5363	0.8430	2.4633	0.2837	0.8215	33.5714	0.1150	6.3141	673.0000	0.2411	2793.0000	0.9247	3871.0000	4186.0000	0.9513	0.8876
120	0.7027	0.5317	0.8420	2.5352	0.2776	0.8168	33.3571	0.1179	6.2625	679.0000	0.2431	2795.0000	0.9336	3908.0000	4186.0000	0.9496	0.8856
121	0.7063	0.5297	0.8393	2.5960	0.2775	0.8293	33.2857	0.1052	6.2331	670.0000	0.2406	2787.0000	0.9348	3913.0000	4186.0000	0.9490	0.8784
122	0.7055	0.5320	0.8409	2.5654	0.2773	0.8250	33.0714	0.1118	6.2556	666.0000	0.2390	2789.0000	0.9345	3912.0000	4186.0000	0.9477	0.8846
123	0.7104	0.5311	0.8430	2.5526	0.2799	0.8294	33.7857	0.1098	6.2735	665.0000	0.2391	2783.0000	0.9345	3912.0000	4186.0000	0.9454	0.8860
124	0.7062	0.5326	0.8417	2.6306	0.2791	0.8211	33.5000	0.1153	6.2571	676.0000	0.2421	2794.0000	0.9348	3913.0000	4186.0000	0.9449	0.8780
125	0.7042	0.5298	0.8407	2.4325	0.2774	0.8258	33.6429	0.1133	6.2271	678.0000	0.2425	2798.0000	0.9374	3924.0000	4186.0000	0.9464	0.8881
126	0.7104	0.5300	0.8388	2.5642	0.2806	0.8232	33.6429	0.1118	6.1482	660.0000	0.2390	2763.0000	0.9398	3934.0000	4186.0000	0.9414	0.8841
127	0.7026	0.5324	0.8390	2.4427	0.2808	0.8272	33.2857	0.1104	6.2040	658.0000	0.2360	2790.0000	0.9322	3902.0000	4186.0000	0.9566	0.8891
128	0.7012	0.5296	0.8403	2.5313	0.2731	0.8233	33.4286	0.1137	6.2275	674.0000	0.2415	2793.0000	0.9379	3926.0000	4186.0000	0.9420	0.8793
129	0.6988	0.5309	0.8395	2.5108	0.2809	0.8192	33.4286	0.1193	6.2524	676.0000	0.2442	2770.0000	0.9331	3906.0000	4186.0000	0.9440	0.8817
130	0.7132	0.5333	0.8402	2.5283	0.2874	0.8208	33.4286	0.1162	6.2935	674.0000	0.2416	2792.0000	0.9271	3881.0000	4186.0000	0.9445	0.8879
131	0.7096	0.5314	0.8392	2.6319	0.2844	0.8192	33.4286	0.1166	6.1728	668.0000	0.2396	2790.0000	0.9372	3923.0000	4186.0000	0.9434	0.8829
132	0.7102	0.5334	0.8415	2.4750	0.2778	0.8238	33.6429	0.1201	6.2821	679.0000	0.2425	2802.0000	0.9331	3906.0000	4186.0000	0.9390	0.8888
133	0.7027	0.5308	0.8387	2.5856	0.2774	0.8225	33.3571	0.1146	6.2059	661.0000	0.2384	2775.0000	0.9341	3910.0000	4186.0000	0.9463	0.8847
134	0.6971	0.5315	0.8378	2.4224	0.2862	0.8265	33.1429	0.1144	6.2344	664.0000	0.2399	2770.0000	0.9276	3883.0000	4186.0000	0.9534	0.8911
135	0.7049	0.5329	0.8421	2.5288	0.2803	0.8241	33.5714	0.1118	6.2912	678.0000	0.2431	2791.0000	0.9310	3897.0000	4186.0000	0.9470	0.8844
136	0.6958	0.5328	0.8407	2.5047	0.2748	0.8195	33.5000	0.1172	6.2458	673.0000	0.2423	2780.0000	0.9319	3901.0000	4186.0000	0.9399	0.8871
137	0.7097	0.5308	0.8405	2.7548	0.2769	0.8139	33.0000	0.1184	6.2200	678.0000	0.2443	2777.0000	0.9384	3928.0000	4186.0000	0.9348	0.8742
138	0.7013	0.5308	0.8417	2.5658	0.2779	0.8173	33.0000	0.1179	6.2472	675.0000	0.2428	2782.0000	0.9384	3928.0000	4186.0000	0.9385	0.8842
139	0.7036	0.5302	0.8397	2.5707	0.2831	0.8250	33.1429	0.1124	6.2051	657.0000	0.2352	2795.0000	0.9376	3925.0000	4186.0000	0.9485	0.8806
140	0.6970	0.5317	0.8431	2.6231	0.2802	0.8184	33.2857	0.1210	6.2589	682.0000	0.2459	2775.0000	0.9365	3920.0000	4186.0000	0.9377	0.8776
141	0.6992	0.5332	0.8413	2.5018	0.2778	0.8249	33.2143	0.1163	6.2631	665.0000	0.2396	2778.0000	0.9336	3908.0000	4186.0000	0.9478	0.8915
142	0.7111	0.5324	0.8398	2.5841	0.2737	0.8233	33.6429	0.1137	6.3095	666.0000	0.2396	2782.0000	0.9262	3877.0000	4186.0000	0.9432	0.8846
143	0.7086	0.5334	0.8409	2.6055	0.2826	0.8269	33.4286	0.1134	6.2779	677.0000	0.2434	2783.0000	0.9302	3894.0000	4186.0000	0.9389	0.8830
144	0.7020	0.5320	0.8400	2.5436	0.2725	0.8189	33.4286	0.1154	6.2521	675.0000	0.2432	2778.0000	0.9314	3899.0000	4186.0000	0.9442	0.8832
145	0.7001	0.5309	0.8427	2.4952	0.2811	0.8210	33.0000	0.1163	6.2366	670.0000	0.2402	2791.0000	0.9381	3927.0000	4186.0000	0.9445	0.8821
146	0.7073	0.5327	0.8436	2.5852	0.2777	0.8217	33.2143	0.1145	6.2835	667.0000	0.2389	2794.0000	0.9329	3905.0000	4186.0000	0.9506	0.8850
147	0.7015	0.5323	0.8435	2.5220	0.2826	0.8196	33.6429	0.1174	6.2577	680.0000	0.2435	2795.0000	0.9353	3915.0000	4186.0000	0.9449	0.8855
148	0.7055	0.5298	0.8398	2.4883	0.2873	0.8274	33.5000	0.1130	6.3061	665.0000	0.2403	2769.0000	0.9333	3907.0000	4186.0000	0.9466	0.8847
149	0.7051	0.5334	0.8394	2.3819	0.2830	0.8287	33.5000	0.1140	6.3324	668.0000	0.2406	2778.0000	0.9250	3872.0000	4186.0000	0.9492	0.8917
150	0.6975	0.5346	0.8409	2.5250	0.2822	0.8166	33.5714	0.1213	6.2932	685.0000	0.2452	2796.0000	0.9281	3885.0000	4186.0000	0.9474	0.8851
151	0.7032	0.5323	0.8415	2.6385	0.2801	0.8251	33.6429	0.1122	6.2703	687.0000	0.2448	2808.0000	0.9324	3903.0000	4186.0000	0.9473	0.8795
152	0.7126	0.5316	0.8403	2.5296	0.2855	0.8311	33.3571	0.1101	6.2958	649.0000	0.2343	2772.0000	0.9288	3888.0000	4186.0000	0.9452	0.8874
153	0.7056	0.5318	0.8441	2.5066	0.2739	0.8291	33.4286	0.1083	6.2692	658.0000	0.2358	2793.0000	0.9362	3919.0000	4186.0000	0.9549	0.8858
154	0.7053	0.5334	0.8421	2.4379	0.2876	0.8228	33.2857	0.1175	6.2574	678.0000	0.2415	2809.0000	0.9300	3893.0000	4186.0000	0.9477	0.8882
