accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.6544	0.4594	0.3346	0.7072	0.0482	0.7798	19.3000	0.1131	900.0000	188.0000	0.2089	902.0000
2	0.6636	0.4569	0.3348	0.7127	0.0493	0.7986	19.2000	0.1384	915.0000	182.0000	0.1989	921.0000
3	0.6659	0.4594	0.3314	0.7157	0.0387	0.7770	19.1000	0.1180	913.0000	188.0000	0.2059	919.0000
4	0.6593	0.4569	0.3355	0.7248	0.0409	0.7898	19.1000	0.1133	840.0000	174.0000	0.2071	842.0000
5	0.6319	0.4594	0.3226	0.6894	0.0400	0.7717	19.1000	0.1207	923.0000	181.0000	0.1961	927.0000
6	0.7192	0.4528	0.3287	0.7013	0.0476	0.8158	19.0000	0.1062	875.0000	161.0000	0.1840	877.0000
7	0.6108	0.4553	0.3339	0.7169	0.0393	0.7730	18.9000	0.1291	899.0000	179.0000	0.1991	901.0000
8	0.6611	0.4594	0.3425	0.6893	0.0415	0.7828	18.9000	0.1148	941.0000	186.0000	0.1977	943.0000
9	0.6554	0.4557	0.3295	0.7150	0.0461	0.7832	19.1000	0.1236	891.0000	176.0000	0.1975	893.0000
10	0.6587	0.4623	0.3411	0.6999	0.0472	0.7839	19.2000	0.1180	893.0000	181.0000	0.2027	895.0000
11	0.6803	0.4557	0.3284	0.7302	0.0481	0.7941	19.2000	0.1148	858.0000	175.0000	0.2040	861.0000
12	0.6903	0.4590	0.3257	0.7017	0.0465	0.8030	19.2000	0.1126	915.0000	168.0000	0.1836	917.0000
13	0.6367	0.4586	0.3234	0.6988	0.0389	0.7599	19.3000	0.1345	902.0000	193.0000	0.2140	905.0000
14	0.6686	0.4619	0.3455	0.7105	0.0493	0.7967	19.1000	0.1144	948.0000	178.0000	0.1878	950.0000
15	0.6678	0.4607	0.3190	0.6880	0.0412	0.7750	19.3000	0.1401	899.0000	191.0000	0.2125	901.0000
16	0.6640	0.4594	0.3319	0.6839	0.0489	0.7896	19.2000	0.1439	918.0000	185.0000	0.2015	920.0000
17	0.6445	0.4574	0.3284	0.6902	0.0426	0.7848	19.2000	0.1292	919.0000	179.0000	0.1948	923.0000
18	0.7090	0.4557	0.3248	0.7110	0.0495	0.8150	19.0000	0.1222	863.0000	155.0000	0.1796	865.0000
19	0.6265	0.4541	0.3361	0.7119	0.0375	0.7664	19.2000	0.1314	907.0000	194.0000	0.2139	909.0000
20	0.6825	0.4561	0.3298	0.7126	0.0486	0.7842	18.9000	0.1130	909.0000	175.0000	0.1925	911.0000
21	0.6552	0.4574	0.3326	0.7085	0.0495	0.7846	18.8000	0.1163	887.0000	173.0000	0.1950	889.0000
22	0.6408	0.4536	0.3130	0.7289	0.0434	0.7817	19.1000	0.1163	887.0000	172.0000	0.1939	895.0000
23	0.6652	0.4512	0.3311	0.7277	0.0423	0.7648	19.0000	0.1404	866.0000	181.0000	0.2090	868.0000
24	0.6437	0.4578	0.3236	0.7078	0.0366	0.7674	19.1000	0.1414	841.0000	179.0000	0.2128	843.0000
25	0.6698	0.4582	0.3277	0.7168	0.0426	0.7662	19.5000	0.1262	856.0000	176.0000	0.2056	858.0000
26	0.6658	0.4590	0.3303	0.7234	0.0471	0.7792	19.2000	0.1164	892.0000	174.0000	0.1951	894.0000
27	0.6818	0.4536	0.3191	0.7227	0.0390	0.8027	18.8000	0.1048	819.0000	166.0000	0.2027	821.0000
28	0.6672	0.4619	0.3350	0.7195	0.0434	0.7873	18.8000	0.1262	882.0000	171.0000	0.1939	884.0000
29	0.7030	0.4602	0.3420	0.7227	0.0490	0.7834	19.1000	0.1398	877.0000	184.0000	0.2098	879.0000
30	0.6643	0.4574	0.3254	0.7173	0.0441	0.7749	19.2000	0.1279	904.0000	186.0000	0.2058	908.0000
31	0.6785	0.4590	0.3402	0.7184	0.0527	0.7890	19.1000	0.1269	960.0000	176.0000	0.1833	962.0000
32	0.6502	0.4578	0.3208	0.7064	0.0427	0.7830	19.1000	0.1298	920.0000	180.0000	0.1957	922.0000
33	0.6929	0.4619	0.3326	0.7047	0.0470	0.7887	19.4000	0.1127	931.0000	191.0000	0.2052	933.0000
