accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.5041	0.6416	0.3543	0.7187	0.2725	0.7683	36.0000	0.1397	1053.0000	237.0000	0.2251	1055.0000
2	0.4883	0.6124	0.3615	0.7319	0.2579	0.7551	35.3750	0.1339	898.0000	212.0000	0.2361	901.0000
3	0.5156	0.5910	0.3634	0.7544	0.2401	0.7686	35.3750	0.1431	857.0000	193.0000	0.2252	859.0000
4	0.4997	0.5893	0.3621	0.7603	0.2469	0.7647	35.0000	0.1560	815.0000	195.0000	0.2393	817.0000
5	0.4948	0.5871	0.3555	0.7534	0.2351	0.7639	35.2500	0.1559	788.0000	193.0000	0.2449	792.0000
6	0.5087	0.5860	0.3708	0.7402	0.2490	0.7428	36.0000	0.1660	828.0000	202.0000	0.2440	832.0000
7	0.5062	0.5767	0.3565	0.7690	0.2389	0.7683	35.2500	0.1691	746.0000	178.0000	0.2386	751.0000
8	0.5015	0.5816	0.3643	0.7556	0.2371	0.7679	35.6250	0.1338	784.0000	191.0000	0.2436	788.0000
9	0.4745	0.5844	0.3821	0.7515	0.2433	0.7731	35.1250	0.1416	816.0000	188.0000	0.2304	818.0000
10	0.4729	0.5794	0.3623	0.7478	0.2332	0.7718	35.7500	0.1476	773.0000	184.0000	0.2380	776.0000
11	0.4939	0.5866	0.3672	0.7348	0.2473	0.7401	35.8750	0.1406	778.0000	198.0000	0.2545	782.0000
12	0.5265	0.5816	0.3598	0.7691	0.2328	0.7531	35.8750	0.1636	748.0000	192.0000	0.2567	751.0000
13	0.5380	0.5712	0.3565	0.7977	0.2408	0.7712	34.7500	0.1446	721.0000	180.0000	0.2497	725.0000
14	0.4868	0.5717	0.3586	0.7428	0.2359	0.7522	34.5000	0.1454	771.0000	189.0000	0.2451	777.0000
15	0.5251	0.5833	0.3544	0.7630	0.2359	0.7634	36.0000	0.1435	701.0000	183.0000	0.2611	705.0000
16	0.4593	0.5679	0.3561	0.7724	0.2293	0.7569	35.5000	0.1537	730.0000	183.0000	0.2507	735.0000
17	0.4945	0.5844	0.3611	0.7416	0.2375	0.7599	35.2500	0.1441	775.0000	188.0000	0.2426	778.0000
18	0.4919	0.5904	0.3542	0.7641	0.2422	0.7557	35.7500	0.1455	777.0000	187.0000	0.2407	781.0000
19	0.4888	0.5838	0.3718	0.7273	0.2285	0.7450	35.7500	0.1743	777.0000	200.0000	0.2574	780.0000
20	0.5031	0.5767	0.3615	0.7643	0.2368	0.7591	35.3750	0.1566	787.0000	187.0000	0.2376	791.0000
21	0.5161	0.5783	0.3521	0.7663	0.2398	0.7581	35.8750	0.1423	782.0000	186.0000	0.2379	787.0000
22	0.4928	0.5750	0.3616	0.7637	0.2446	0.7623	35.7500	0.1525	736.0000	176.0000	0.2391	740.0000
23	0.5054	0.5717	0.3528	0.7593	0.2316	0.7595	35.2500	0.1443	751.0000	181.0000	0.2410	756.0000
24	0.5157	0.5904	0.3589	0.7622	0.2300	0.7818	36.0000	0.1547	740.0000	185.0000	0.2500	743.0000
