run	doculect	accuracy	purity	words	sounds
1	Changsha	0.4738821138211382	0.70580881007436	111	35
1	Chengdu	0.49890510948905126	0.7281901247471954	113	33
1	Jinan	0.48333333333333317	0.7321431248399981	98	43
1	Rongcheng	0.42757793764988034	0.6698926720163006	93	36
1	Suzhou	0.3949579831932773	0.7026850561009879	111	47
1	Fuzhou	0.3824712643678161	0.684495673931964	123	33
1	Taiyuan	0.44562500000000027	0.6825069312856074	98	40
1	Guilin	0.40222222222222226	0.6562346064166775	87	33
1	Loudi	0.35693333333333344	0.6967576412000183	114	41
1	Nanchang	0.40327198364008204	0.6850159782753944	93	34
1	Jixi	0.41595238095238113	0.7123454856076251	106	38
1	Xi_an	0.44673202614379093	0.6395222021118009	91	42
1	Guangzhou	0.3743405275779379	0.6764169240581115	87	28
1	Nanjing	0.4526915113871638	0.7029826398249164	94	39
1	Wenzhou	0.34320000000000006	0.6895522971001046	104	42
1	Ha_erbin	0.4682692307692308	0.6829792146838967	103	34
1	Xiamen	0.28195718654434243	0.6197539390232171	104	33
1	Beijing	0.426269315673289	0.6865397740946363	84	37
1	Meixian	0.4398666666666668	0.6797311727589654	113	27
2	Changsha	0.44650349650349663	0.6737742153965637	105	36
2	Chengdu	0.5082677165354331	0.6899793152850827	119	31
2	Jinan	0.4912408759124087	0.7321503693695638	83	43
2	Rongcheng	0.4361559139784946	0.6400533521302263	90	35
2	Suzhou	0.4222727272727274	0.6726840352236299	108	47
2	Fuzhou	0.3263605442176869	0.631389278597368	118	33
2	Taiyuan	0.4658620689655173	0.6856099283029953	93	41
2	Guilin	0.40905511811023637	0.672725953738896	83	31
2	Loudi	0.41637681159420287	0.6691537969148946	105	41
2	Nanchang	0.39692671394799056	0.6884076902682947	91	36
2	Jixi	0.41487603305785126	0.6735226885926217	105	40
2	Xi_an	0.46868686868686865	0.6677515279638048	91	42
2	Guangzhou	0.39875000000000005	0.7232159396110133	91	28
2	Nanjing	0.46131840796019896	0.7194453157590747	102	39
2	Wenzhou	0.324778761061947	0.634018951298973	104	42
2	Ha_erbin	0.40309139784946246	0.6645441259733595	106	36
2	Xiamen	0.31699999999999984	0.5883357372902414	104	33
2	Beijing	0.4971354166666667	0.6774116758283966	84	37
2	Meixian	0.39313725490196094	0.6382419448513946	109	27
3	Changsha	0.4643939393939393	0.6649261251039172	103	35
3	Chengdu	0.48595041322314053	0.6682962903653845	112	31
3	Jinan	0.46537356321839074	0.7197860977383521	95	42
3	Rongcheng	0.4466666666666667	0.6736340874712787	89	35
3	Suzhou	0.3464601769911505	0.5972609238315769	100	46
3	Fuzhou	0.34550000000000003	0.6456528232598084	121	34
3	Taiyuan	0.4654947916666666	0.6624138486668669	89	41
3	Guilin	0.39473684210526333	0.6147984181751784	90	32
3	Loudi	0.3264797507788162	0.5958059668485394	102	39
3	Nanchang	0.35377604166666665	0.6389151134767255	93	35
3	Jixi	0.3694940476190477	0.6507523189029684	102	40
3	Xi_an	0.4783197831978318	0.6660613908849207	88	41
3	Guangzhou	0.38347578347578354	0.6679654745741804	83	27
3	Nanjing	0.4806010928961748	0.6940160971519076	96	40
3	Wenzhou	0.32160493827160497	0.6325607594333033	100	42
3	Ha_erbin	0.4731481481481481	0.6327140446203766	101	35
3	Xiamen	0.2920212765957445	0.5998767007916349	102	31
3	Beijing	0.447948717948718	0.6673997881243507	77	36
3	Meixian	0.4045751633986929	0.6589119826122463	108	28
4	Changsha	0.42940379403794054	0.6507240965262621	106	36
4	Chengdu	0.40918079096045207	0.5737354366343717	107	31
4	Jinan	0.45109289617486337	0.6703528141474704	86	43
4	Rongcheng	0.3811526479750779	0.6143632491267502	89	36
4	Suzhou	0.34635416666666674	0.6546909973998211	106	44
4	Fuzhou	0.28099999999999986	0.5419990485682671	110	32
4	Taiyuan	0.4739583333333335	0.7288259481021238	98	41
4	Guilin	0.4137071651090343	0.6712155891334114	94	33
4	Loudi	0.3400990099009902	0.6307951261242672	105	39
4	Nanchang	0.3695121951219511	0.6189303264902072	92	35
4	Jixi	0.40581761006289313	0.6901018487698588	101	40
4	Xi_an	0.417479674796748	0.613113445278114	85	41
4	Guangzhou	0.37767857142857153	0.6278382363563689	80	27
4	Nanjing	0.44905913978494616	0.6502314030515087	87	39
4	Wenzhou	0.2907738095238095	0.6116766753681939	96	42
4	Ha_erbin	0.5137566137566139	0.6828871241578444	103	34
4	Xiamen	0.2772727272727271	0.6695780051722682	108	32
4	Beijing	0.4495934959349594	0.6661134787626889	75	32
4	Meixian	0.3742424242424244	0.6345283972499925	106	28
5	Changsha	0.46513888888888894	0.6414668284563824	107	36
5	Chengdu	0.49638364779874206	0.6511758476402959	120	31
5	Jinan	0.4344262295081967	0.686516260751846	88	43
5	Rongcheng	0.36652046783625736	0.6085945421961945	82	36
5	Suzhou	0.38063973063973056	0.6096896825489007	107	46
5	Fuzhou	0.21458333333333324	0.5776787129508812	123	32
5	Taiyuan	0.3753676470588236	0.6213531581109581	83	40
5	Guilin	0.441747572815534	0.6732176385481472	98	32
5	Loudi	0.40561224489795916	0.6495195833451193	103	39
5	Nanchang	0.3776859504132232	0.650802606278538	95	37
5	Jixi	0.37559523809523826	0.6003465452763979	98	39
5	Xi_an	0.42977207977207976	0.630212692498029	88	41
5	Guangzhou	0.44969696969696993	0.693111327886822	85	27
5	Nanjing	0.4586563307493541	0.63835399104876	90	38
5	Wenzhou	0.3016666666666666	0.6188593693724737	101	42
5	Ha_erbin	0.4783625730994154	0.6380802630514348	108	35
5	Xiamen	0.27298850574712635	0.5898259123088433	101	31
