1	0.55	0.72	0.53	0.77	0.06	0.70	45.95	0.29	1516.00	576.00	0.38	1518.00
2	0.54	0.72	0.54	0.79	0.06	0.69	45.95	0.31	1510.00	580.00	0.38	1512.00
3	0.51	0.72	0.53	0.76	0.06	0.69	46.11	0.32	1551.00	599.00	0.39	1553.00
4	0.53	0.72	0.53	0.77	0.06	0.69	46.00	0.30	1525.00	592.00	0.39	1527.00
5	0.53	0.72	0.53	0.78	0.06	0.68	45.89	0.31	1511.00	588.00	0.39	1513.00
6	0.51	0.72	0.54	0.78	0.06	0.68	45.95	0.31	1519.00	594.00	0.39	1521.00
7	0.53	0.72	0.53	0.77	0.06	0.69	45.89	0.30	1536.00	592.00	0.39	1538.00
8	0.53	0.71	0.53	0.78	0.06	0.69	45.63	0.30	1520.00	591.00	0.39	1522.00
9	0.52	0.72	0.54	0.77	0.06	0.68	46.00	0.33	1528.00	598.00	0.39	1530.00
10	0.53	0.72	0.54	0.78	0.06	0.68	46.00	0.33	1517.00	598.00	0.39	1519.00
11	0.53	0.72	0.54	0.78	0.06	0.69	46.00	0.30	1507.00	596.00	0.40	1509.00
12	0.52	0.72	0.53	0.78	0.06	0.69	45.74	0.31	1531.00	589.00	0.38	1533.00
13	0.53	0.73	0.54	0.78	0.06	0.69	45.95	0.30	1554.00	592.00	0.38	1556.00
14	0.52	0.72	0.54	0.77	0.06	0.69	45.79	0.32	1529.00	599.00	0.39	1531.00
15	0.54	0.71	0.53	0.79	0.06	0.70	45.68	0.29	1505.00	571.00	0.38	1507.00
16	0.53	0.72	0.54	0.79	0.06	0.69	45.95	0.30	1502.00	584.00	0.39	1504.00
17	0.54	0.72	0.54	0.77	0.06	0.68	46.21	0.30	1516.00	598.00	0.39	1518.00
18	0.52	0.72	0.53	0.78	0.06	0.69	45.89	0.29	1513.00	586.00	0.39	1515.00
19	0.51	0.72	0.54	0.78	0.06	0.68	45.84	0.33	1551.00	598.00	0.39	1553.00
20	0.51	0.73	0.54	0.77	0.06	0.69	45.68	0.33	1550.00	602.00	0.39	1552.00
21	0.54	0.72	0.54	0.78	0.06	0.69	45.95	0.31	1537.00	585.00	0.38	1539.00
22	0.52	0.73	0.54	0.78	0.06	0.69	46.00	0.31	1541.00	588.00	0.38	1543.00
23	0.51	0.72	0.54	0.78	0.06	0.69	45.95	0.33	1508.00	591.00	0.39	1510.00
