run	doculect	accuracy	purity	words	sounds
1	Beijing	0.5866946778711486	0.7072513119364224	123	37
1	Xiamen	0.31856060606060593	0.652507750361746	142	33
1	Changsha	0.5538359788359788	0.7337653444490696	148	36
1	Wenzhou	0.37283950617283934	0.6463419151089166	128	42
1	Chengdu	0.5910130718954246	0.7498412805634178	152	34
1	Nanchang	0.5063559322033899	0.7406440789952874	131	37
1	Taiyuan	0.5323099415204678	0.7130438387509365	137	42
1	Xi_an	0.5451257861635218	0.7390972848411838	135	43
1	Rongcheng	0.44107142857142856	0.6707982646198263	128	36
1	Jinan	0.5640522875816991	0.7434924709718534	138	43
1	Suzhou	0.42812500000000014	0.6638432792995383	140	49
1	Fuzhou	0.36003584229390667	0.674455468014318	143	34
1	Meixian	0.4398936170212766	0.6910248054068492	149	29
1	Jixi	0.4271043771043772	0.7265613501820121	143	40
1	Ha_erbin	0.58348623853211	0.7394777869130478	146	35
1	Guangzhou	0.44223300970873786	0.7114987911328007	129	29
1	Guilin	0.4443502824858757	0.6634806806039317	125	33
1	Loudi	0.4219047619047619	0.6959195587010368	142	41
1	Nanjing	0.5572463768115942	0.7514601468769959	136	41
2	Beijing	0.4891891891891891	0.6999246999550465	120	36
2	Xiamen	0.33223684210526305	0.6790822102714001	135	33
2	Changsha	0.5549868766404198	0.7190019863205582	137	35
2	Wenzhou	0.3701149425287355	0.6902725276495195	139	42
2	Chengdu	0.5455974842767296	0.7144656821661372	139	34
2	Nanchang	0.4500000000000001	0.7420224782203053	141	37
2	Taiyuan	0.5257971014492754	0.7074390119855198	129	43
2	Xi_an	0.4972934472934472	0.7039363510657475	126	42
2	Rongcheng	0.49928315412186386	0.7119718448230511	136	37
2	Jinan	0.4933933933933935	0.7037893377677269	123	43
2	Suzhou	0.4217543859649123	0.6802027895743836	136	50
2	Fuzhou	0.35284090909090904	0.6709600224989417	153	33
2	Meixian	0.4489010989010989	0.6943221926427041	142	28
2	Jixi	0.4721698113207549	0.7131358125155338	136	40
2	Ha_erbin	0.5468847352024919	0.72237794375095	140	35
2	Guangzhou	0.4595486111111113	0.7086292533561849	128	28
2	Guilin	0.46633333333333327	0.7052722168918911	126	33
2	Loudi	0.4361386138613862	0.7154751262187298	140	41
2	Nanjing	0.5508928571428571	0.7463324062252639	147	41
3	Beijing	0.4827536231884058	0.7052992716459429	112	36
